#                 r,            density,      density error,          density A,    density error A,          density B,    density error B, radial probability,  probability error,     radial prob. A,      prob. error A,     radial prob. B,      prob. error B
 2.750000000000e-02, 8.035471206443e-03, 1.073785006993e-03, 3.587263931448e-03, 7.174527862895e-04, 4.448207274995e-03, 7.989216111032e-04, 1.018181818182e-04, 1.360602686100e-05, 4.545454545455e-05, 9.090909090909e-06, 5.636363636364e-05, 1.012320793242e-05
 8.250000000000e-02, 5.432142524764e-03, 3.336938626908e-04, 2.726320587900e-03, 2.364019761887e-04, 2.705821936863e-03, 2.355115701013e-04, 4.818181818182e-04, 2.959785562927e-05, 2.418181818182e-04, 2.096829562667e-05, 2.400000000000e-04, 2.088931871468e-05
 1.375000000000e-01, 4.546385024698e-03, 1.852968203072e-04, 2.431787338792e-03, 1.355182101525e-04, 2.114597685906e-03, 1.263713825714e-04, 1.094545454545e-03, 4.461034235049e-05, 5.854545454545e-04, 3.262610626350e-05, 5.090909090909e-04, 3.042400096488e-05
 1.925000000000e-01, 5.359566219741e-03, 1.441702394160e-04, 2.625489385503e-03, 1.009057541284e-04, 2.734076834239e-03, 1.029712907419e-04, 2.512727272727e-03, 6.759138289251e-05, 1.230909090909e-03, 4.730767938639e-05, 1.281818181818e-03, 4.827606562673e-05
 2.475000000000e-01, 5.316207531195e-03, 1.118272658876e-04, 2.712206762596e-03, 7.987449784481e-05, 2.604000768598e-03, 7.826494738986e-05, 4.109090909091e-03, 8.643537690185e-05, 2.096363636364e-03, 6.173791580491e-05, 2.012727272727e-03, 6.049383548951e-05
 3.025000000000e-01, 4.533355517764e-03, 8.454751635555e-05, 2.289541638884e-03, 6.008488552413e-05, 2.243813878879e-03, 5.948183801333e-05, 5.227272727273e-03, 9.748913904331e-05, 2.640000000000e-03, 6.928203230276e-05, 2.587272727273e-03, 6.858667677767e-05
 3.575000000000e-01, 5.312540159265e-03, 7.747488025251e-05, 2.703723649749e-03, 5.527018911239e-05, 2.608816509516e-03, 5.429146586364e-05, 8.549090909091e-03, 1.246747835486e-04, 4.350909090909e-03, 8.894236224462e-05, 4.198181818182e-03, 8.736737292170e-05
 4.125000000000e-01, 5.217452510946e-03, 6.655758588049e-05, 2.611697953404e-03, 4.709011848273e-05, 2.605754557542e-03, 4.703650688051e-05, 1.117272727273e-02, 1.425273643438e-04, 5.592727272727e-03, 1.008394518099e-04, 5.580000000000e-03, 1.007246471597e-04
 4.675000000000e-01, 4.712044751244e-03, 5.581957138153e-05, 2.342136192661e-03, 3.935390807094e-05, 2.369908558582e-03, 3.958654403660e-05, 1.295636363636e-02, 1.534829788393e-04, 6.440000000000e-03, 1.082085528463e-04, 6.516363636364e-03, 1.088482148880e-04
 5.225000000000e-01, 4.943805657259e-03, 5.116320131465e-05, 2.431397191617e-03, 3.588020957150e-05, 2.512408465641e-03, 3.647305484695e-05, 1.697636363636e-02, 1.756875513589e-04, 8.349090909091e-03, 1.232078134262e-04, 8.627272727273e-03, 1.252435643585e-04
 5.775000000000e-01, 4.857437142220e-03, 4.588822497643e-05, 2.386451715120e-03, 3.216429155091e-05, 2.470985427100e-03, 3.272900152030e-05, 2.037272727273e-02, 1.924612228841e-04, 1.000909090909e-02, 1.349012494658e-04, 1.036363636364e-02, 1.372697170049e-04
 6.325000000000e-01, 4.837475109168e-03, 4.181439133552e-05, 2.405364379223e-03, 2.948538788447e-05, 2.432110729946e-03, 2.964886547682e-05, 2.433454545455e-02, 2.103440707488e-04, 1.210000000000e-02, 1.483239697419e-04, 1.223454545455e-02, 1.491463311623e-04
 6.875000000000e-01, 4.841353044881e-03, 3.848651762634e-05, 2.432914523059e-03, 2.728278277559e-05, 2.408438521821e-03, 2.714519852612e-05, 2.877090909091e-02, 2.287154209966e-04, 1.445818181818e-02, 1.621345222517e-04, 1.431272727273e-02, 1.613168946387e-04
 7.425000000000e-01, 4.703447333883e-03, 3.512579324307e-05, 2.332574104456e-03, 2.473635601962e-05, 2.370873229428e-03, 2.493860545069e-05, 3.260000000000e-02, 2.434599089639e-04, 1.616727272727e-02, 1.714498215873e-04, 1.643272727273e-02, 1.728516298749e-04
 7.975000000000e-01, 5.013528234335e-03, 3.376515238126e-05, 2.523250750133e-03, 2.395395266418e-05, 2.490277484202e-03, 2.379692558067e-05, 4.008545454545e-02, 2.699678585093e-04, 2.017454545455e-02, 1.915228230147e-04, 1.991090909091e-02, 1.902673195600e-04
 8.525000000000e-01, 4.805441047919e-03, 3.092506745790e-05, 2.409288052932e-03, 2.189719028044e-05, 2.396152994986e-03, 2.183741869128e-05, 4.390181818182e-02, 2.825269679222e-04, 2.201090909091e-02, 2.000495806313e-04, 2.189090909091e-02, 1.995035159905e-04
 9.075000000000e-01, 4.777691100473e-03, 2.896741000868e-05, 2.366101330941e-03, 2.038530918294e-05, 2.411589769533e-03, 2.058033070985e-05, 4.946000000000e-02, 2.998787633816e-04, 2.449454545455e-02, 2.110344455061e-04, 2.496545454545e-02, 2.130533631211e-04
 9.625000000000e-01, 4.823562334460e-03, 2.744339604029e-05, 2.389375405569e-03, 1.931506170718e-05, 2.434186928891e-03, 1.949534245587e-05, 5.616909090909e-02, 3.195709934189e-04, 2.782363636364e-02, 2.249187181007e-04, 2.834545454545e-02, 2.270180391129e-04
 1.017500000000e+00, 4.719819391168e-03, 2.567965172566e-05, 2.361795890835e-03, 1.816551106130e-05, 2.358023500333e-03, 1.815099778615e-05, 6.142000000000e-02, 3.341746957397e-04, 3.073454545455e-02, 2.363916067367e-04, 3.068545454545e-02, 2.362027424421e-04
 1.072500000000e+00, 4.675578815330e-03, 2.424859220893e-05, 2.316599084354e-03, 1.706845765626e-05, 2.358979730976e-03, 1.722387811590e-05, 6.759818181818e-02, 3.505792137648e-04, 3.349272727273e-02, 2.467708811197e-04, 3.410545454545e-02, 2.490179056923e-04
