#                   r,             dens_tot,             dens_err,               dens_A,           dens_err_A,               dens_B,           dens_err_B,           dens_alike,       dens_err_alike,          dens_unlike,      dens_err_unlike,         dens_alike_n,     dens_err_alike_n,        dens_unlike_n,    dens_err_unlike_n,             prob_tot,             prob_err,               prob_A,           prob_err_A,               prob_B,           prob_err_B,           prob_alike,       prob_err_alike,          prob_unlike,      prob_err_unlike,         prob_alike_n,     prob_err_alike_n,        prob_unlike_n,    prob_err_unlike_n
  5.9700000000000e+00,  3.2163835317716e-06,  6.3163555908502e-08,  1.5864845881743e-06,  4.4360924176967e-08,  1.6298989435973e-06,  4.4963798784931e-08,                 -nan,                 -nan,  9.2013625293798e-05,  4.7777533466621e-07,                 -nan,                 -nan,  9.9973045822102e-01,  7.3407466869699e-03,  1.4405555555555e-03,  2.8289726792164e-05,  7.1055555555555e-04,  1.9868394158053e-05,  7.2999999999999e-04,  2.0138409955991e-05,                 -nan,                 -nan,  4.1211111111111e-02,  2.1398626931836e-04,                 -nan,                 -nan,  9.9973045822102e-01,  7.3407466869699e-03
  6.0300000000000e+00,  2.4523661990769e-06,  5.4604995105925e-08,  1.2170642366267e-06,  3.8467721410102e-08,  1.2353019624503e-06,  3.8754869371899e-08,                 -nan,                 -nan,  8.4343402692101e-05,  4.5287700365935e-07,                 -nan,                 -nan,  1.0000576651385e+00,  7.5940849704672e-03,  1.1205555555556e-03,  2.4950568414318e-05,  5.5611111111111e-04,  1.7576991132841e-05,  5.6444444444445e-04,  1.7708197167233e-05,                 -nan,                 -nan,  3.8538888888889e-02,  2.0693232626712e-04,                 -nan,                 -nan,  1.0000576651385e+00,  7.5940849704672e-03
  6.0900000000000e+00,  2.0335673456658e-06,  4.9234444936501e-08,  1.0155916638378e-06,  3.4793597092831e-08,  1.0179756818280e-06,  3.4834410710490e-08,                 -nan,                 -nan,  7.5673499045867e-05,  4.2474343209632e-07,                 -nan,                 -nan,  9.8409548907146e-01,  7.7803902740202e-03,  9.4777777777777e-04,  2.2946529364515e-05,  4.7333333333333e-04,  1.6216132799251e-05,  4.7444444444444e-04,  1.6235154662447e-05,                 -nan,                 -nan,  3.5268888888889e-02,  1.9795871872940e-04,                 -nan,                 -nan,  9.8409548907146e-01,  7.7803902740202e-03
  6.1500000000000e+00,  1.7895306672290e-06,  4.5735301872084e-08,  8.3339997761875e-07,  3.1211074442817e-08,  9.5613068961029e-07,  3.3430325596015e-08,                 -nan,                 -nan,  7.0851855600755e-05,  4.0697955216688e-07,                 -nan,                 -nan,  1.0308142303245e+00,  8.4379483953772e-03,  8.5055555555556e-04,  2.1737775051682e-05,  3.9611111111111e-04,  1.4834477692021e-05,  4.5444444444445e-04,  1.5889277384528e-05,                 -nan,                 -nan,  3.3675555555556e-02,  1.9343547748698e-04,                 -nan,                 -nan,  1.0308142303245e+00,  8.4379483953772e-03
  6.2100000000000e+00,  1.4203728373178e-06,  4.0352152410858e-08,  7.0732045248193e-07,  2.8475649197929e-08,  7.1305238483592e-07,  2.8590795843167e-08,                 -nan,                 -nan,  6.3585471989243e-05,  3.8182070354481e-07,                 -nan,                 -nan,  9.8732599950158e-01,  8.3578910367550e-03,  6.8833333333333e-04,  1.9555239896442e-05,  3.4277777777777e-04,  1.3799713720416e-05,  3.4555555555555e-04,  1.3855515459266e-05,                 -nan,                 -nan,  3.0814444444444e-02,  1.8503586572591e-04,                 -nan,                 -nan,  9.8732599950158e-01,  8.3578910367550e-03
  6.2700000000000e+00,  1.2201380569285e-06,  3.7041972431648e-08,  6.3424687936190e-07,  2.6706611394254e-08,  5.8589117756658e-07,  2.5668358526857e-08,                 -nan,                 -nan,  5.7950372672478e-05,  3.6102122207016e-07,                 -nan,                 -nan,  9.8739222073194e-01,  8.6717748356552e-03,  6.0277777777778e-04,  1.8299632324445e-05,  3.1333333333334e-04,  1.3193713430042e-05,  2.8944444444445e-04,  1.2680791345015e-05,                 -nan,                 -nan,  2.8628888888889e-02,  1.7835323530346e-04,                 -nan,                 -nan,  9.8739222073194e-01,  8.6717748356552e-03
  6.3300000000000e+00,  9.4114381049525e-07,  3.2224150323146e-08,  5.0532692286850e-07,  2.3612376434991e-08,  4.3581688762676e-07,  2.1928327413210e-08,                 -nan,                 -nan,  5.2721706730018e-05,  3.4108546118997e-07,                 -nan,                 -nan,  9.9136929460581e-01,  9.0507613510083e-03,  4.7388888888889e-04,  1.6225646518345e-05,  2.5444444444445e-04,  1.1889408088352e-05,  2.1944444444445e-04,  1.1041448285751e-05,                 -nan,                 -nan,  2.6546666666667e-02,  1.7174485813641e-04,                 -nan,                 -nan,  9.9136929460581e-01,  9.0507613510083e-03
  6.3900000000000e+00,  7.9146205927003e-07,  2.9273281713004e-08,  4.0601678827122e-07,  2.0966616790067e-08,  3.8544527099881e-07,  2.0428558505861e-08,                 -nan,                 -nan,  4.8174162606239e-05,  3.2298209468671e-07,                 -nan,                 -nan,  1.0046060058704e+00,  9.5361825555712e-03,  4.0611111111111e-04,  1.5020562038440e-05,  2.0833333333333e-04,  1.0758287072798e-05,  1.9777777777778e-04,  1.0482201257841e-05,                 -nan,                 -nan,  2.4718888888889e-02,  1.6572698059992e-04,                 -nan,                 -nan,  1.0046060058704e+00,  9.5361825555712e-03
  6.4500000000000e+00,  6.9923146568705e-07,  2.7258880558661e-08,  2.9754530454768e-07,  1.7781733028425e-08,  4.0168616113937e-07,  2.0660506765739e-08,                 -nan,                 -nan,  4.3392732021072e-05,  3.0368338381053e-07,                 -nan,                 -nan,  9.9951045185294e-01,  9.8912963724655e-03,  3.6555555555556e-04,  1.4250839264867e-05,  1.5555555555556e-04,  9.2962225170453e-06,  2.1000000000000e-04,  1.0801234497347e-05,                 -nan,                 -nan,  2.2685555555556e-02,  1.5876452009031e-04,                 -nan,                 -nan,  9.9951045185294e-01,  9.8912963724655e-03
  6.5100000000000e+00,  5.7478334877308e-07,  2.4486593910860e-08,  2.8791325637272e-07,  1.7330341491566e-08,  2.8687009240036e-07,  1.7298917455756e-08,                 -nan,                 -nan,  3.8699297046795e-05,  2.8414683681176e-07,                 -nan,                 -nan,  9.7852922557502e-01,  1.0106127789120e-02,  3.0611111111111e-04,  1.3040771771450e-05,  1.5333333333333e-04,  9.2295820699089e-06,  1.5277777777778e-04,  9.2128466398760e-06,                 -nan,                 -nan,  2.0610000000000e-02,  1.5132745950421e-04,                 -nan,                 -nan,  9.7852922557502e-01,  1.0106127789120e-02
  6.5700000000000e+00,  3.7690482056158e-07,  1.9647521953671e-08,  1.9459759757256e-07,  1.4117593536736e-08,  1.8230722298903e-07,  1.3664504076311e-08,                 -nan,                 -nan,  3.6436863848638e-05,  2.7319794574290e-07,                 -nan,                 -nan,  1.0361740548727e+00,  1.1086044126430e-02,  2.0444444444445e-04,  1.0657403385139e-05,  1.0555555555556e-04,  7.6578048622724e-06,  9.8888888888890e-05,  7.4120355911813e-06,                 -nan,                 -nan,  1.9764444444445e-02,  1.4819073461982e-04,                 -nan,                 -nan,  1.0361740548727e+00,  1.1086044126430e-02
  6.6300000000000e+00,  3.5402201818756e-07,  1.8869436970812e-08,  1.5890761043646e-07,  1.2642010699369e-08,  1.9511440775110e-07,  1.4008398090877e-08,                 -nan,                 -nan,  3.2376922754244e-05,  2.5519760098082e-07,                 -nan,                 -nan,  9.9217160821057e-01,  1.1038020255633e-02,  1.9555555555555e-04,  1.0423146132941e-05,  8.7777777777777e-05,  6.9832250499869e-06,  1.0777777777778e-04,  7.7379934873244e-06,                 -nan,                 -nan,  1.7884444444444e-02,  1.4096668024137e-04,                 -nan,                 -nan,  9.9217160821057e-01,  1.1038020255633e-02
  6.6900000000000e+00,  2.3805621644891e-07,  1.5334548928148e-08,  1.1063193461526e-07,  1.0453735216212e-08,  1.2742428183365e-07,  1.1219082442833e-08,                 -nan,                 -nan,  2.9596018079844e-05,  2.4180366656064e-07,                 -nan,                 -nan,  9.9647465744313e-01,  1.1503440671850e-02,  1.3388888888889e-04,  8.6245414979223e-06,  6.2222222222223e-05,  5.8794473579214e-06,  7.1666666666667e-05,  6.3098981620003e-06,                 -nan,                 -nan,  1.6645555555556e-02,  1.3599655042829e-04,                 -nan,                 -nan,  9.9647465744313e-01,  1.1503440671850e-02
  6.7500000000000e+00,  2.3384294305605e-07,  1.5063148130663e-08,  1.2807995221327e-07,  1.1147928928102e-08,  1.0576299084278e-07,  1.0130257263282e-08,                 -nan,                 -nan,  2.6508668897474e-05,  2.2681019449678e-07,                 -nan,                 -nan,  9.9671652681503e-01,  1.2050484712462e-02,  1.3388888888889e-04,  8.6245414979223e-06,  7.3333333333334e-05,  6.3828473850423e-06,  6.0555555555556e-05,  5.8001702827281e-06,                 -nan,                 -nan,  1.5177777777778e-02,  1.2986222518833e-04,                 -nan,                 -nan,  9.9671652681503e-01,  1.2050484712462e-02
  6.8100000000000e+00,  1.9542245225923e-07,  1.3648896113143e-08,  9.4374745237385e-08,  9.4850187769027e-09,  1.0104770702185e-07,  9.8146209253939e-09,                 -nan,                 -nan,  2.4402067965521e-05,  2.1569427238952e-07,                 -nan,                 -nan,  1.0278670093158e+00,  1.2938044557072e-02,  1.1388888888889e-04,  7.9543450351535e-06,  5.5000000000000e-05,  5.5277079839256e-06,  5.8888888888888e-05,  5.7197945227705e-06,                 -nan,                 -nan,  1.4221111111111e-02,  1.2570296165127e-04,                 -nan,                 -nan,  1.0278670093158e+00,  1.2938044557072e-02
  6.8700000000000e+00,  1.8265686843311e-07,  1.3080330033041e-08,  7.5872853041445e-08,  8.4303170046050e-09,  1.0678401539166e-07,  1.0001239371955e-08,                 -nan,                 -nan,  2.1435486037042e-05,  2.0039291539931e-07,                 -nan,                 -nan,  9.9521614334174e-01,  1.3141998563148e-02,  1.0833333333333e-04,  7.7579111354272e-06,  4.5000000000000e-05,  5.0000000000000e-06,  6.3333333333334e-05,  5.9317101400174e-06,                 -nan,                 -nan,  1.2713333333333e-02,  1.1885253857586e-04,                 -nan,                 -nan,  9.9521614334174e-01,  1.3141998563148e-02
  6.9300000000000e+00,  1.3163897323200e-07,  1.1008203957080e-08,  4.8789269799272e-08,  6.7017216142727e-09,  8.2849703432726e-08,  8.7331255438962e-09,                 -nan,                 -nan,  1.9350008512843e-05,  1.8874688911107e-07,                 -nan,                 -nan,  1.0161461858262e+00,  1.4073944776419e-02,  7.9444444444444e-05,  6.6434781906118e-06,  2.9444444444444e-05,  4.0445054940447e-06,  5.0000000000000e-05,  5.2704627669473e-06,                 -nan,                 -nan,  1.1677777777778e-02,  1.1390921227879e-04,                 -nan,                 -nan,  1.0161461858262e+00,  1.4073944776419e-02
  6.9900000000000e+00,  1.2576952279563e-07,  1.0667631692639e-08,  6.9670886728516e-08,  7.9397344140359e-09,  5.6098636067117e-08,  7.1245339050613e-09,                 -nan,                 -nan,  1.7146276668901e-05,  1.7614901451518e-07,                 -nan,                 -nan,  9.6713279575380e-01,  1.3935204318613e-02,  7.7222222222223e-05,  6.5499034014176e-06,  4.2777777777778e-05,  4.8749802152179e-06,  3.4444444444445e-05,  4.3744488188955e-06,                 -nan,                 -nan,  1.0527777777778e-02,  1.0815512407740e-04,                 -nan,                 -nan,  9.6713279575380e-01,  1.3935204318613e-02
  7.0500000000000e+00,  7.6495383592869e-08,  8.2487093500799e-09,  4.4474060228412e-08,  6.2895819148819e-09,  3.2021323364457e-08,  5.3368872274095e-09,                 -nan,                 -nan,  1.5505436358034e-05,  1.6608307685674e-07,                 -nan,                 -nan,  9.6383943381621e-01,  1.4467685789430e-02,  4.7777777777777e-05,  5.1520102752753e-06,  2.7777777777778e-05,  3.9283710065919e-06,  2.0000000000000e-05,  3.3333333333333e-06,                 -nan,                 -nan,  9.6844444444444e-03,  1.0373280015097e-04,                 -nan,                 -nan,  9.6383943381621e-01,  1.4467685789430e-02
  7.1100000000000e+00,  7.4335245116460e-08,  8.0627893775879e-09,  4.9848340842803e-08,  6.6025740392299e-09,  2.4486904273657e-08,  4.6275899347102e-09,                 -nan,                 -nan,  1.4310846483362e-05,  1.5821060283981e-07,                 -nan,                 -nan,  9.9272021354040e-01,  1.5492456681077e-02,  4.7222222222223e-05,  5.1219691429405e-06,  3.1666666666667e-05,  4.1943524640393e-06,  1.5555555555556e-05,  2.9397236789607e-06,                 -nan,                 -nan,  9.0911111111112e-03,  1.0050489822840e-04,                 -nan,                 -nan,  9.9272021354040e-01,  1.5492456681077e-02
  7.1700000000000e+00,  5.2457382944674e-08,  6.7164796416812e-09,  2.5798712923610e-08,  4.7101790076205e-09,  2.6658670021064e-08,  4.7880384807653e-09,                 -nan,                 -nan,  1.2369622889774e-05,  1.4585845876662e-07,                 -nan,                 -nan,  9.9049717669742e-01,  1.6478177836784e-02,  3.3888888888889e-05,  4.3390275977259e-06,  1.6666666666667e-05,  3.0429030972509e-06,  1.7222222222222e-05,  3.0932024237945e-06,                 -nan,                 -nan,  7.9911111111112e-03,  9.4228511320508e-05,                 -nan,                 -nan,  9.9049717669742e-01,  1.6478177836784e-02
  7.2300000000000e+00,  4.9053108897792e-08,  6.4409887500486e-09,  2.6218040962613e-08,  4.7088991656405e-09,  2.2835067935179e-08,  4.3946108731130e-09,                 -nan,                 -nan,  1.1446289238323e-05,  1.3914468685051e-07,                 -nan,                 -nan,  9.8903829289681e-01,  1.6956514691621e-02,  3.2222222222222e-05,  4.2309850588132e-06,  1.7222222222222e-05,  3.0932024237944e-06,  1.5000000000000e-05,  2.8867513459481e-06,                 -nan,                 -nan,  7.5188888888888e-03,  9.1401974747016e-05,                 -nan,                 -nan,  9.8903829289681e-01,  1.6956514691621e-02
  7.2900000000000e+00,  2.1628852085541e-08,  4.2417668784917e-09,  1.8301336380073e-08,  3.9018580264965e-09,  3.3275157054678e-09,  1.6637578527339e-09,                 -nan,                 -nan,  1.0356892633269e-05,  1.3126828043561e-07,                 -nan,                 -nan,  9.9124203821656e-01,  1.7728502800621e-02,  1.4444444444445e-05,  2.8327886186627e-06,  1.2222222222222e-05,  2.6057865332353e-06,  2.2222222222222e-06,  1.1111111111111e-06,                 -nan,                 -nan,  6.9166666666667e-03,  8.7665187989220e-05,                 -nan,                 -nan,  9.9124203821656e-01,  1.7728502800621e-02
  7.3500000000000e+00,  2.8642345907738e-08,  4.8414401018661e-09,  9.0018801424318e-09,  2.7141689854725e-09,  1.9640465765306e-08,  4.0090932863001e-09,                 -nan,                 -nan,  8.9576890944599e-06,  1.2108302454514e-07,                 -nan,                 -nan,  9.6000701631293e-01,  1.8167304527974e-02,  1.9444444444444e-05,  3.2867109906109e-06,  6.1111111111111e-06,  1.8425693279752e-06,  1.3333333333333e-05,  2.7216552697591e-06,                 -nan,                 -nan,  6.0811111111111e-03,  8.2199696614140e-05,                 -nan,                 -nan,  9.6000701631293e-01,  1.8167304527974e-02
  7.4100000000000e+00,  2.0128844773484e-08,  4.0257689546969e-09,  9.6618454912725e-09,  2.7891345476274e-09,  1.0466999282212e-08,  2.9030232778661e-09,                 -nan,                 -nan,  8.3059665073306e-06,  1.1565103043893e-07,                 -nan,                 -nan,  9.8604473332059e-01,  1.9348640791633e-02,  1.3888888888889e-05,  2.7777777777778e-06,  6.6666666666667e-06,  1.9245008972988e-06,  7.2222222222223e-06,  2.0030840419245e-06,                 -nan,                 -nan,  5.7311111111111e-03,  7.9799130537669e-05,                 -nan,                 -nan,  9.8604473332059e-01,  1.9348640791633e-02
  7.4700000000000e+00,  2.1391333397655e-08,  4.1167640318203e-09,  9.5072592878465e-09,  2.7445093545469e-09,  1.1884074109808e-08,  3.0684547408254e-09,                 -nan,                 -nan,  7.3475268862907e-06,  1.0790029597765e-07,                 -nan,                 -nan,  1.0082626657969e+00,  2.0982894435477e-02,  1.5000000000000e-05,  2.8867513459481e-06,  6.6666666666666e-06,  1.9245008972987e-06,  8.3333333333333e-06,  2.1516574145597e-06,                 -nan,                 -nan,  5.1522222222222e-03,  7.5661690161036e-05,                 -nan,                 -nan,  1.0082626657969e+00,  2.0982894435477e-02
  7.5300000000000e+00,  2.0272099475405e-08,  3.9756858002531e-09,  9.3563536040329e-09,  2.7009466359608e-09,  1.0915745871372e-08,  2.9173557979832e-09,                 -nan,                 -nan,  6.4137803955645e-06,  1.0000799744647e-07,                 -nan,                 -nan,  9.7649572649573e-01,  2.1406168125069e-02,  1.4444444444445e-05,  2.8327886186627e-06,  6.6666666666667e-06,  1.9245008972988e-06,  7.7777777777778e-06,  2.0786985482078e-06,                 -nan,                 -nan,  4.5700000000000e-03,  7.1258527754774e-05,                 -nan,                 -nan,  9.7649572649573e-01,  2.1406168125069e-02
  7.5900000000000e+00,  1.6883189623686e-08,  3.5995081221374e-09,  5.3719239711727e-09,  2.0303964128099e-09,  1.1511265652513e-08,  2.9721960110635e-09,                 -nan,                 -nan,  5.8323745972732e-06,  9.4613609573662e-08,                 -nan,                 -nan,  1.0052910052910e+00,  2.3093443780953e-02,  1.2222222222222e-05,  2.6057865332352e-06,  3.8888888888889e-06,  1.4698618394803e-06,  8.3333333333333e-06,  2.1516574145597e-06,                 -nan,                 -nan,  4.2222222222222e-03,  6.8493488921877e-05,                 -nan,                 -nan,  1.0052910052910e+00,  2.3093443780953e-02
  7.6500000000000e+00,  1.2842259923399e-08,  3.1147055374005e-09,  7.5542705431756e-09,  2.3888700977552e-09,  5.2879893802229e-09,  1.9986721193743e-09,                 -nan,                 -nan,  5.2396420487466e-06,  8.8973786685328e-08,                 -nan,                 -nan,  9.9597932222860e-01,  2.3893996543125e-02,  9.4444444444445e-06,  2.2906142364543e-06,  5.5555555555556e-06,  1.7568209223158e-06,  3.8888888888889e-06,  1.4698618394803e-06,                 -nan,                 -nan,  3.8533333333334e-03,  6.5433030508158e-05,                 -nan,                 -nan,  9.9597932222860e-01,  2.3893996543125e-02
  7.7100000000000e+00,  7.4371524339409e-09,  2.3518340997118e-09,  4.4622914603645e-09,  1.8217228602453e-09,  2.9748609735764e-09,  1.4874304867882e-09,                 -nan,                 -nan,  4.6586322846206e-06,  8.3242967792362e-08,                 -nan,                 -nan,  1.0086956521739e+00,  2.5545025582472e-02,  5.5555555555556e-06,  1.7568209223158e-06,  3.3333333333334e-06,  1.3608276348796e-06,  2.2222222222222e-06,  1.1111111111111e-06,                 -nan,                 -nan,  3.4800000000000e-03,  6.2182527020592e-05,                 -nan,                 -nan,  1.0086956521739e+00,  2.5545025582472e-02
  7.7700000000000e+00,  1.2448652863275e-08,  3.0192418030547e-09,  6.5904632805572e-09,  2.1968210935191e-09,  5.8581895827175e-09,  2.0711827897080e-09,                 -nan,                 -nan,  4.0802290443627e-06,  7.7302579650984e-08,                 -nan,                 -nan,  1.0138282387191e+00,  2.7257438499345e-02,  9.4444444444444e-06,  2.2906142364542e-06,  5.0000000000000e-06,  1.6666666666667e-06,  4.4444444444444e-06,  1.5713484026368e-06,                 -nan,                 -nan,  3.0955555555555e-03,  5.8647303201762e-05,                 -nan,                 -nan,  1.0138282387191e+00,  2.7257438499345e-02
  7.8300000000000e+00,  2.8843766621920e-09,  1.4421883310960e-09,  7.2109416554800e-10,  7.2109416554800e-10,  2.1632824966440e-09,  1.2489717317706e-09,                 -nan,                 -nan,  3.5953755094224e-06,  7.2008392605288e-08,                 -nan,                 -nan,  9.8382004735596e-01,  2.7752727156361e-02,  2.2222222222222e-06,  1.1111111111111e-06,  5.5555555555556e-07,  5.5555555555556e-07,  1.6666666666667e-06,  9.6225044864938e-07,                 -nan,                 -nan,  2.7700000000000e-03,  5.5477723256978e-05,                 -nan,                 -nan,  9.8382004735596e-01,  2.7752727156361e-02
  7.8900000000000e+00,  3.5508435349010e-09,  1.5879855043009e-09,  7.1016870698021e-10,  7.1016870698021e-10,  2.8406748279208e-09,  1.4203374139604e-09,                 -nan,                 -nan,  3.2227455922762e-06,  6.7656382850297e-08,                 -nan,                 -nan,  9.8695084819487e-01,  2.9205983711145e-02,  2.7777777777778e-06,  1.2422599874999e-06,  5.5555555555555e-07,  5.5555555555555e-07,  2.2222222222222e-06,  1.1111111111111e-06,                 -nan,                 -nan,  2.5211111111111e-03,  5.2926690505842e-05,                 -nan,                 -nan,  9.8695084819487e-01,  2.9205983711145e-02
  7.9500000000000e+00,  4.1969380863901e-09,  1.7133927989514e-09,  6.9948968106501e-10,  6.9948968106501e-10,  3.4974484053251e-09,  1.5641064764210e-09,                 -nan,                 -nan,  2.9504474747322e-06,  6.4246518397490e-08,                 -nan,                 -nan,  9.5343580470163e-01,  2.9017015323687e-02,  3.3333333333334e-06,  1.3608276348796e-06,  5.5555555555556e-07,  5.5555555555556e-07,  2.7777777777778e-06,  1.2422599874999e-06,                 -nan,                 -nan,  2.3433333333333e-03,  5.1026500014245e-05,                 -nan,                 -nan,  9.5343580470163e-01,  2.9017015323687e-02
  8.0100000000000e+00,  1.3780994636697e-09,  9.7446347591037e-10,  6.8904973183483e-10,  6.8904973183483e-10,  6.8904973183483e-10,  6.8904973183483e-10,                 -nan,                 -nan,  2.5467278088615e-06,  5.9242250358209e-08,                 -nan,                 -nan,  9.6956977964323e-01,  3.1652919490915e-02,  1.1111111111111e-06,  7.8567420131839e-07,  5.5555555555556e-07,  5.5555555555556e-07,  5.5555555555556e-07,  5.5555555555556e-07,                 -nan,                 -nan,  2.0533333333333e-03,  4.7764856133788e-05,                 -nan,                 -nan,  9.6956977964323e-01,  3.1652919490915e-02
  8.0700000000000e+00,  0.0000000000000e+00,  0.0000000000000e+00,  0.0000000000000e+00,  0.0000000000000e+00,  0.0000000000000e+00,  0.0000000000000e+00,                 -nan,                 -nan,  2.1763667330713e-06,  5.4358231350417e-08,                 -nan,                 -nan,  9.1079545454545e-01,  3.1445694662730e-02,  0.0000000000000e+00,  0.0000000000000e+00,  0.0000000000000e+00,  0.0000000000000e+00,  0.0000000000000e+00,  0.0000000000000e+00,                 -nan,                 -nan,  1.7811111111111e-03,  4.4486091598150e-05,                 -nan,                 -nan,  9.1079545454545e-01,  3.1445694662730e-02
  8.1300000000000e+00,  1.3377179794126e-09,  9.4590945455781e-10,  1.3377179794126e-09,  9.4590945455781e-10,  0.0000000000000e+00,  0.0000000000000e+00,                 -nan,                 -nan,  2.0039015331601e-06,  5.1775043311239e-08,                 -nan,                 -nan,  9.8423127463863e-01,  3.5820974744959e-02,  1.1111111111111e-06,  7.8567420131838e-07,  1.1111111111111e-06,  7.8567420131838e-07,  0.0000000000000e+00,  0.0000000000000e+00,                 -nan,                 -nan,  1.6644444444444e-03,  4.3004449956363e-05,                 -nan,                 -nan,  9.8423127463863e-01,  3.5820974744959e-02
  8.1900000000000e+00,  0.0000000000000e+00,  0.0000000000000e+00,  0.0000000000000e+00,  0.0000000000000e+00,  0.0000000000000e+00,  0.0000000000000e+00,                 -nan,                 -nan,  1.7716468212658e-06,  4.8325628947490e-08,                 -nan,                 -nan,  9.9188191881919e-01,  3.8184941871845e-02,  0.0000000000000e+00,  0.0000000000000e+00,  0.0000000000000e+00,  0.0000000000000e+00,  0.0000000000000e+00,  0.0000000000000e+00,                 -nan,                 -nan,  1.4933333333334e-03,  4.0734006177386e-05,                 -nan,                 -nan,  9.9188191881919e-01,  3.8184941871845e-02
  8.2500000000000e+00,  0.0000000000000e+00,  0.0000000000000e+00,  0.0000000000000e+00,  0.0000000000000e+00,  0.0000000000000e+00,  0.0000000000000e+00,                 -nan,                 -nan,  1.5394166005830e-06,  4.4719505274834e-08,                 -nan,                 -nan,  9.1718266253870e-01,  3.6891677883488e-02,  0.0000000000000e+00,  0.0000000000000e+00,  0.0000000000000e+00,  0.0000000000000e+00,  0.0000000000000e+00,  0.0000000000000e+00,                 -nan,                 -nan,  1.3166666666667e-03,  3.8248698840130e-05,                 -nan,                 -nan,  9.1718266253870e-01,  3.6891677883488e-02
  8.3100000000000e+00,  0.0000000000000e+00,  0.0000000000000e+00,  0.0000000000000e+00,  0.0000000000000e+00,  0.0000000000000e+00,  0.0000000000000e+00,                 -nan,                 -nan,  1.2880765476596e-06,  4.0610906396199e-08,                 -nan,                 -nan,  9.6730769230769e-01,  4.2776160056037e-02,  0.0000000000000e+00,  0.0000000000000e+00,  0.0000000000000e+00,  0.0000000000000e+00,  0.0000000000000e+00,  0.0000000000000e+00,                 -nan,                 -nan,  1.1177777777778e-03,  3.5241670060341e-05,                 -nan,                 -nan,  9.6730769230769e-01,  4.2776160056037e-02
  8.3700000000000e+00,  6.3105157520448e-10,  6.3105157520448e-10,  6.3105157520448e-10,  6.3105157520448e-10,  0.0000000000000e+00,  0.0000000000000e+00,                 -nan,                 -nan,  1.2999662449212e-06,  4.0505450165877e-08,                 -nan,                 -nan,  1.0864978902954e+00,  4.8901169986690e-02,  5.5555555555555e-07,  5.5555555555555e-07,  5.5555555555555e-07,  5.5555555555555e-07,  0.0000000000000e+00,  0.0000000000000e+00,                 -nan,                 -nan,  1.1444444444444e-03,  3.5659570079736e-05,                 -nan,                 -nan,  1.0864978902954e+00,  4.8901169986690e-02
  8.4300000000000e+00,  0.0000000000000e+00,  0.0000000000000e+00,  0.0000000000000e+00,  0.0000000000000e+00,  0.0000000000000e+00,  0.0000000000000e+00,                 -nan,                 -nan,  1.1260021587232e-06,  3.7429578244594e-08,                 -nan,                 -nan,  1.0077951002227e+00,  4.7468733869382e-02,  0.0000000000000e+00,  0.0000000000000e+00,  0.0000000000000e+00,  0.0000000000000e+00,  0.0000000000000e+00,  0.0000000000000e+00,                 -nan,                 -nan,  1.0055555555556e-03,  3.3425797681093e-05,                 -nan,                 -nan,  1.0077951002227e+00,  4.7468733869382e-02
  8.4900000000000e+00,  0.0000000000000e+00,  0.0000000000000e+00,  0.0000000000000e+00,  0.0000000000000e+00,  0.0000000000000e+00,  0.0000000000000e+00,                 -nan,                 -nan,  9.2491491824321e-07,  3.3683414638897e-08,                 -nan,                 -nan,  9.9603698811096e-01,  5.1247665408000e-02,  0.0000000000000e+00,  0.0000000000000e+00,  0.0000000000000e+00,  0.0000000000000e+00,  0.0000000000000e+00,  0.0000000000000e+00,                 -nan,                 -nan,  8.3777777777777e-04,  3.0510067150546e-05,                 -nan,                 -nan,  9.9603698811096e-01,  5.1247665408000e-02
  8.5500000000000e+00,  1.2095215618120e-09,  8.5526089834861e-10,  6.0476078090600e-10,  6.0476078090600e-10,  6.0476078090600e-10,  6.0476078090600e-10,                 -nan,                 -nan,  7.8256045049236e-07,  3.0765625920690e-08,                 -nan,                 -nan,  1.0000000000000e+00,  5.5598472174977e-02,  1.1111111111111e-06,  7.8567420131838e-07,  5.5555555555555e-07,  5.5555555555555e-07,  5.5555555555555e-07,  5.5555555555555e-07,                 -nan,                 -nan,  7.1888888888888e-04,  2.8262438537726e-05,                 -nan,                 -nan,  1.0000000000000e+00,  5.5598472174977e-02
  8.6100000000000e+00,  0.0000000000000e+00,  0.0000000000000e+00,  0.0000000000000e+00,  0.0000000000000e+00,  0.0000000000000e+00,  0.0000000000000e+00,                 -nan,                 -nan,  7.6572811666841e-07,  3.0220878174834e-08,                 -nan,                 -nan,  1.0015600624025e+00,  5.5923429669172e-02,  0.0000000000000e+00,  0.0000000000000e+00,  0.0000000000000e+00,  0.0000000000000e+00,  0.0000000000000e+00,  0.0000000000000e+00,                 -nan,                 -nan,  7.1333333333333e-04,  2.8153021020711e-05,                 -nan,                 -nan,  1.0015600624025e+00,  5.5923429669172e-02
