#                   r,             dens_tot,             dens_err,               dens_A,           dens_err_A,               dens_B,           dens_err_B,           dens_alike,       dens_err_alike,          dens_unlike,      dens_err_unlike,         dens_alike_n,     dens_err_alike_n,        dens_unlike_n,    dens_err_unlike_n,             prob_tot,             prob_err,               prob_A,           prob_err_A,               prob_B,           prob_err_B,           prob_alike,       prob_err_alike,          prob_unlike,      prob_err_unlike,         prob_alike_n,     prob_err_alike_n,        prob_unlike_n,    prob_err_unlike_n
  3.0000000000000e-02,  3.5809862195676e-03,  2.5463793086641e-04,  1.5915494309190e-03,  1.9105039332025e-04,  1.9894367886487e-03,  3.0163204152598e-04,                 -nan,                 -nan,  0.0000000000000e+00,  0.0000000000000e+00,                 -nan,                 -nan,  0.0000000000000e+00,  0.0000000000000e+00,  5.4000000000000e-05,  3.8398495340891e-06,  2.4000000000000e-05,  2.8809720581776e-06,  3.0000000000000e-05,  4.5485040275775e-06,                 -nan,                 -nan,  0.0000000000000e+00,  0.0000000000000e+00
  9.0000000000000e-02,  3.3062544725638e-03,  1.6193573558482e-04,  1.6310223830747e-03,  9.7295182187902e-05,  1.6752320894891e-03,  1.2480446127538e-04,                 -nan,                 -nan,  0.0000000000000e+00,  0.0000000000000e+00,                 -nan,                 -nan,  0.0000000000000e+00,  0.0000000000000e+00,  3.4900000000000e-04,  1.7093533540169e-05,  1.7216666666667e-04,  1.0270237474264e-05,  1.7683333333333e-04,  1.3174048563580e-05,                 -nan,                 -nan,  0.0000000000000e+00,  0.0000000000000e+00
  1.5000000000000e-01,  3.6025093661115e-03,  1.1649422106386e-04,  1.8498271894453e-03,  6.5451694019607e-05,  1.7526821766662e-03,  8.7196257165875e-05,                 -nan,                 -nan,  0.0000000000000e+00,  0.0000000000000e+00,                 -nan,                 -nan,  0.0000000000000e+00,  0.0000000000000e+00,  1.0321666666667e-03,  3.3377137884087e-05,  5.3000000000000e-04,  1.8752777572047e-05,  5.0216666666667e-04,  2.4982883029075e-05,                 -nan,                 -nan,  0.0000000000000e+00,  0.0000000000000e+00
  2.1000000000000e-01,  3.3694965429365e-03,  5.8462580355210e-05,  1.6426295646816e-03,  2.9311766914035e-05,  1.7268669782550e-03,  4.6729065730722e-05,                 -nan,                 -nan,  0.0000000000000e+00,  0.0000000000000e+00,                 -nan,                 -nan,  0.0000000000000e+00,  0.0000000000000e+00,  1.8800000000000e-03,  3.2619012860600e-05,  9.1650000000000e-04,  1.6354408172314e-05,  9.6350000000000e-04,  2.6072335274514e-05,                 -nan,                 -nan,  0.0000000000000e+00,  0.0000000000000e+00
  2.7000000000000e-01,  3.4583224029998e-03,  5.4054953083506e-05,  1.7136696855227e-03,  2.8765563000178e-05,  1.7446527174771e-03,  4.5728176633435e-05,                 -nan,                 -nan,  0.0000000000000e+00,  0.0000000000000e+00,                 -nan,                 -nan,  0.0000000000000e+00,  0.0000000000000e+00,  3.1811666666667e-03,  4.9722898816005e-05,  1.5763333333333e-03,  2.6460242713257e-05,  1.6048333333333e-03,  4.2063444144926e-05,                 -nan,                 -nan,  0.0000000000000e+00,  0.0000000000000e+00
  3.3000000000000e-01,  3.4181147462112e-03,  3.6056703344084e-05,  1.7083893692999e-03,  2.3379675766640e-05,  1.7097253769113e-03,  3.4979108371845e-05,                 -nan,                 -nan,  0.0000000000000e+00,  0.0000000000000e+00,                 -nan,                 -nan,  0.0000000000000e+00,  0.0000000000000e+00,  4.6905000000000e-03,  4.9478727191031e-05,  2.3443333333333e-03,  3.2082705621565e-05,  2.3461666666667e-03,  4.8000000000000e-05,                 -nan,                 -nan,  0.0000000000000e+00,  0.0000000000000e+00
  3.9000000000000e-01,  3.4261652201361e-03,  3.6950389499554e-05,  1.7018996429927e-03,  2.0598902217155e-05,  1.7242655771433e-03,  2.6931441067273e-05,                 -nan,                 -nan,  0.0000000000000e+00,  0.0000000000000e+00,                 -nan,                 -nan,  0.0000000000000e+00,  0.0000000000000e+00,  6.5615000000000e-03,  7.0764240812559e-05,  3.2593333333333e-03,  3.9449264181280e-05,  3.3021666666667e-03,  5.1576803571632e-05,                 -nan,                 -nan,  0.0000000000000e+00,  0.0000000000000e+00
  4.5000000000000e-01,  3.4286720091547e-03,  1.4974365814038e-05,  1.7252903327200e-03,  2.0806208467179e-05,  1.7033816764347e-03,  2.7433415804953e-05,                 -nan,                 -nan,  0.0000000000000e+00,  0.0000000000000e+00,                 -nan,                 -nan,  0.0000000000000e+00,  0.0000000000000e+00,  8.7378333333333e-03,  3.8161571712333e-05,  4.3968333333333e-03,  5.3023789210337e-05,  4.3410000000000e-03,  6.9912961761194e-05,                 -nan,                 -nan,  0.0000000000000e+00,  0.0000000000000e+00
  5.1000000000000e-01,  3.4013460876280e-03,  3.8832769596637e-05,  1.6981009353187e-03,  2.8489903045957e-05,  1.7032451523093e-03,  3.3289153473618e-05,                 -nan,                 -nan,  0.0000000000000e+00,  0.0000000000000e+00,                 -nan,                 -nan,  0.0000000000000e+00,  0.0000000000000e+00,  1.1130166666667e-02,  1.2707180822057e-04,  5.5566666666667e-03,  9.3227022787268e-05,  5.5735000000000e-03,  1.0893152793282e-04,                 -nan,                 -nan,  0.0000000000000e+00,  0.0000000000000e+00
  5.7000000000000e-01,  3.4283730079415e-03,  2.1260764565520e-05,  1.7134523944546e-03,  1.0993743715743e-05,  1.7149206134869e-03,  1.8614873371929e-05,                 -nan,                 -nan,  0.0000000000000e+00,  0.0000000000000e+00,                 -nan,                 -nan,  0.0000000000000e+00,  0.0000000000000e+00,  1.4010333333333e-02,  8.6883894428778e-05,  7.0021666666667e-03,  4.4926854132270e-05,  7.0081666666667e-03,  7.6071238542128e-05,                 -nan,                 -nan,  0.0000000000000e+00,  0.0000000000000e+00
