#                 r,            density,      density error,          density A,    density error A,          density B,    density error B, radial probability,  probability error,     radial prob. A,      prob. error A,     radial prob. B,      prob. error B
 2.750000000000e-02, 7.490207088863e-02, 3.278374580731e-03, 3.400726207012e-02, 2.209009050515e-03, 4.089480881850e-02, 2.422399410981e-03, 9.490909090909e-04, 4.154058057744e-05, 4.309090909091e-04, 2.799055330607e-05, 5.181818181818e-04, 3.069444184752e-05
 8.250000000000e-02, 8.482341799046e-02, 1.318622631817e-03, 4.519952553624e-02, 9.625639204740e-04, 3.962389245422e-02, 9.012415570425e-04, 7.523636363636e-03, 1.169587057169e-04, 4.009090909091e-03, 8.537714095908e-05, 3.514545454545e-03, 7.993799249811e-05
 1.375000000000e-01, 9.145634991543e-02, 8.310780131264e-04, 4.308492785033e-02, 5.704236794128e-04, 4.837142206510e-02, 6.044067255312e-04, 2.201818181818e-02, 2.000826275598e-04, 1.037272727273e-02, 1.373299098239e-04, 1.164545454545e-02, 1.455113525434e-04
 1.925000000000e-01, 8.460125693463e-02, 5.727949848383e-04, 4.191863333515e-02, 4.031942747057e-04, 4.268262359947e-02, 4.068519036461e-04, 3.966363636364e-02, 2.685436695946e-04, 1.965272727273e-02, 1.890297103763e-04, 2.001090909091e-02, 1.907445178095e-04
 2.475000000000e-01, 8.333037689937e-02, 4.427396492445e-04, 4.226855448143e-02, 3.153228487878e-04, 4.106182241793e-02, 3.107891536806e-04, 6.440909090909e-02, 3.422096404494e-04, 3.267090909091e-02, 2.437245430657e-04, 3.173818181818e-02, 2.402202845806e-04
 3.025000000000e-01, 8.281139655023e-02, 3.613566233128e-04, 4.181882493447e-02, 2.567892729461e-04, 4.099257161576e-02, 2.542398051287e-04, 9.548727272727e-02, 4.166692010942e-04, 4.822000000000e-02, 2.960958075906e-04, 4.726727272727e-02, 2.931560947137e-04
 3.575000000000e-01, 8.251158981093e-02, 3.053284536107e-04, 4.096598917368e-02, 2.151401779824e-04, 4.154560063725e-02, 2.166567986517e-04, 1.327800000000e-01, 4.913432423654e-04, 6.592363636364e-02, 3.462097009398e-04, 6.685636363636e-02, 3.486502901094e-04
 4.125000000000e-01, 8.200952328393e-02, 2.638763404628e-04, 4.104848805438e-02, 1.866882099249e-04, 4.096103522955e-02, 1.864892365019e-04, 1.756163636364e-01, 5.650685616267e-04, 8.790181818182e-02, 3.997767972298e-04, 8.771454545455e-02, 3.993507127019e-04
 4.675000000000e-01, 8.060796959175e-02, 2.308717448344e-04, 4.041540488296e-02, 1.634764737152e-04, 4.019256470879e-02, 1.630251670895e-04, 2.216418181818e-01, 6.348110931348e-04, 1.111272727273e-01, 4.494992622651e-04, 1.105145454545e-01, 4.482583375578e-04
 5.225000000000e-01, 8.025728674142e-02, 2.061433134430e-04, 4.038332587271e-02, 1.462271640910e-04, 3.987396086871e-02, 1.453020376979e-04, 2.755927272727e-01, 7.078684100526e-04, 1.386709090909e-01, 5.021244124914e-04, 1.369218181818e-01, 4.989476528962e-04
