# r, density, density error estimate, radial probability, probability error estimate
2.750000000e-02, 3.501169597e-02, 2.241394157e-03, 4.436363636e-04, 2.840090791e-05
8.250000000e-02, 3.859895990e-02, 8.895091958e-04, 3.423636364e-03, 7.889735983e-05
1.375000000e-01, 3.717160646e-02, 5.298348564e-04, 8.949090909e-03, 1.275581216e-04
1.925000000e-01, 4.113137433e-02, 3.993902049e-04, 1.928363636e-02, 1.872462470e-04
2.475000000e-01, 3.976805510e-02, 3.058538274e-04, 3.073818182e-02, 2.364055907e-04
3.025000000e-01, 4.135366324e-02, 2.553571122e-04, 4.768363636e-02, 2.944444271e-04
3.575000000e-01, 3.911868948e-02, 2.102335138e-04, 6.295090909e-02, 3.383137573e-04
4.125000000e-01, 3.846395991e-02, 1.807154591e-04, 8.236727273e-02, 3.869866634e-04
4.675000000e-01, 3.786100847e-02, 1.582260123e-04, 1.041036364e-01, 4.350624540e-04
5.225000000e-01, 3.848035516e-02, 1.427402824e-04, 1.321363636e-01, 4.901509297e-04
5.775000000e-01, 3.768859685e-02, 1.278211288e-04, 1.580709091e-01, 5.360985477e-04
6.325000000e-01, 3.726236524e-02, 1.160517295e-04, 1.874454545e-01, 5.837892748e-04
6.875000000e-01, 3.653655085e-02, 1.057277556e-04, 2.171272727e-01, 6.283127084e-04
7.425000000e-01, 3.597625681e-02, 9.714623758e-05, 2.493545455e-01, 6.733289692e-04
7.975000000e-01, 3.530208811e-02, 8.959776549e-05, 2.822563636e-01, 7.163751730e-04
8.525000000e-01, 3.465525826e-02, 8.304788920e-05, 3.166054545e-01, 7.587135698e-04
9.075000000e-01, 3.351988594e-02, 7.672765036e-05, 3.470072727e-01, 7.943061841e-04
9.625000000e-01, 3.291632788e-02, 7.169016752e-05, 3.833018182e-01, 8.348127914e-04
1.017500000e+00, 3.216004819e-02, 6.703240243e-05, 4.185054545e-01, 8.723067169e-04
1.072500000e+00, 3.159445766e-02, 6.303391639e-05, 4.567836364e-01, 9.113263425e-04
1.127500000e+00, 3.038347120e-02, 5.879938887e-05, 4.854745455e-01, 9.395110386e-04
1.182500000e+00, 2.966478468e-02, 5.539799296e-05, 5.213527273e-01, 9.736087765e-04
1.237500000e+00, 2.886002246e-02, 5.221329568e-05, 5.554800000e-01, 1.004969470e-03
1.292500000e+00, 2.789847850e-02, 4.915194027e-05, 5.857563636e-01, 1.031993978e-03
1.347500000e+00, 2.711190740e-02, 4.647665257e-05, 6.187109091e-01, 1.060626666e-03
1.402500000e+00, 2.629267723e-02, 4.397445153e-05, 6.499890909e-01, 1.087105490e-03
1.457500000e+00, 2.520748402e-02, 4.143278664e-05, 6.729890909e-01, 1.106172016e-03
1.512500000e+00, 2.431282754e-02, 3.921138188e-05, 6.990109091e-01, 1.127354836e-03
1.567500000e+00, 2.350901715e-02, 3.720498493e-05, 7.259454545e-01, 1.148869369e-03
1.622500000e+00, 2.264326058e-02, 3.527586788e-05, 7.491345455e-01, 1.167074466e-03
1.677500000e+00, 2.151263286e-02, 3.325665197e-05, 7.607945455e-01, 1.176121937e-03
1.732500000e+00, 2.068915009e-02, 3.157865066e-05, 7.804327273e-01, 1.191204682e-03
1.787500000e+00, 1.973803400e-02, 2.989527054e-05, 7.925745455e-01, 1.200435183e-03
1.842500000e+00, 1.891953042e-02, 2.839522272e-05, 8.071745455e-01, 1.211441324e-03
1.897500000e+00, 1.816692518e-02, 2.701826455e-05, 8.220254545e-01, 1.222534963e-03
1.952500000e+00, 1.710604026e-02, 2.547904039e-05, 8.195400000e-01, 1.220685351e-03
2.007500000e+00, 1.631581334e-02, 2.420187152e-05, 8.263363636e-01, 1.225736412e-03
2.062500000e+00, 1.552663739e-02, 2.297976609e-05, 8.300436364e-01, 1.228482905e-03
2.117500000e+00, 1.466588365e-02, 2.175365387e-05, 8.263981818e-01, 1.225782260e-03
2.172500000e+00, 1.380421463e-02, 2.057065839e-05, 8.187745455e-01, 1.220115155e-03
2.227500000e+00, 1.308478757e-02, 1.953297152e-05, 8.158945455e-01, 1.217967417e-03
2.282500000e+00, 1.231905452e-02, 1.849614064e-05, 8.065472727e-01, 1.210970514e-03
2.337500000e+00, 1.164897598e-02, 1.756288916e-05, 7.998727273e-01, 1.205949439e-03
2.392500000e+00, 1.095014685e-02, 1.663650848e-05, 7.876854545e-01, 1.196726941e-03
2.447500000e+00, 1.019765967e-02, 1.569394557e-05, 7.676690909e-01, 1.181423710e-03
2.502500000e+00, 9.578751309e-03, 1.487597177e-05, 7.538490909e-01, 1.170741095e-03
2.557500000e+00, 9.001969805e-03, 1.411102262e-05, 7.399381818e-01, 1.159888852e-03
2.612500000e+00, 8.384499427e-03, 1.333177495e-05, 7.191436364e-01, 1.143474479e-03
2.667500000e+00, 7.835434349e-03, 1.262214429e-05, 7.006436364e-01, 1.128670687e-03
2.722500000e+00, 7.258912257e-03, 1.190348758e-05, 6.761327273e-01, 1.108752556e-03
2.777500000e+00, 6.731415669e-03, 1.123584566e-05, 6.525872727e-01, 1.089276050e-03
2.832500000e+00, 6.223057613e-03, 1.059348590e-05, 6.274327273e-01, 1.068076204e-03
2.887500000e+00, 5.789893441e-03, 1.002352437e-05, 6.066490909e-01, 1.050237281e-03
2.942500000e+00, 5.349288538e-03, 9.454508176e-06, 5.820381818e-01, 1.028713390e-03
2.997500000e+00, 4.960270985e-03, 8.937193085e-06, 5.600745455e-01, 1.009117117e-03
3.052500000e+00, 4.572971546e-03, 8.426581500e-06, 5.354654545e-01, 9.866983094e-04
3.107500000e+00, 4.185243636e-03, 7.918761989e-06, 5.078836364e-01, 9.609499432e-04
3.162500000e+00, 3.858505785e-03, 7.471147212e-06, 4.849545455e-01, 9.390077408e-04
3.217500000e+00, 3.543128042e-03, 7.036931179e-06, 4.609400000e-01, 9.154631217e-04
3.272500000e+00, 3.238176980e-03, 6.614229306e-06, 4.357927273e-01, 8.901406705e-04
3.327500000e+00, 2.968167709e-03, 6.227803960e-06, 4.129945455e-01, 8.665443864e-04
3.382500000e+00, 2.715268262e-03, 5.859728649e-06, 3.903981818e-01, 8.425051193e-04
3.437500000e+00, 2.479574133e-03, 5.510042295e-06, 3.681981818e-01, 8.181999998e-04
3.492500000e+00, 2.238853617e-03, 5.153302903e-06, 3.431763636e-01, 7.899095042e-04
3.547500000e+00, 2.038195933e-03, 4.840719691e-06, 3.223363636e-01, 7.655495514e-04
3.602500000e+00, 1.861430724e-03, 4.555425568e-06, 3.035800000e-01, 7.429425525e-04
3.657500000e+00, 1.680398048e-03, 4.263157529e-06, 2.824872727e-01, 7.166681402e-04
3.712500000e+00, 1.532689942e-03, 4.011164223e-06, 2.654636364e-01, 6.947381932e-04
3.767500000e+00, 1.376029288e-03, 3.745160590e-06, 2.454436364e-01, 6.680278116e-04
3.822500000e+00, 1.232636467e-03, 3.493654782e-06, 2.263327273e-01, 6.414936084e-04
