#                 r,           dens_tot,           dens_err,             dens_A,         dens_err_A,             dens_B,         dens_err_B,         dens_alike,     dens_err_alike,        dens_unlike,    dens_err_unlike,       dens_alike_n,   dens_err_alike_n,      dens_unlike_n,  dens_err_unlike_n,           prob_tot,           prob_err,             prob_A,         prob_err_A,             prob_B,         prob_err_B,         prob_alike,     prob_err_alike,        prob_unlike,    prob_err_unlike,       prob_alike_n,   prob_err_alike_n,      prob_unlike_n,  prob_err_unlike_n
 5.266666666667e+00, 1.132266475007e-07, 5.518329144058e-09, 5.190675289225e-08, 3.736329830206e-09, 6.131989460846e-08, 4.061009227036e-09, 7.863218625705e-05, 1.187374785533e-07, 7.817425932479e-05, 1.025298131963e-07, 3.182510545936e-01, 5.517678435237e-04, 3.164813245118e-01, 4.762575020491e-04, 3.946875000000e-05, 1.923589174564e-06, 1.809375000000e-05, 1.302416624011e-06, 2.137500000000e-05, 1.415593956613e-06, 2.740975000000e-02, 4.138972547626e-05, 2.725012500000e-02, 3.574002811100e-05, 3.182510545936e-01, 5.517678435237e-04, 3.164813245118e-01, 4.762575020491e-04
 5.400000000000e+00, 4.093283374328e-08, 3.236024642844e-09, 2.225722834791e-08, 2.386225350254e-09, 1.867560539537e-08, 2.185814280057e-09, 5.722597766132e-05, 9.879316418254e-08, 5.706996387104e-05, 8.544068378977e-08, 2.762545159941e-01, 5.387802985231e-04, 2.760773020158e-01, 4.669026209262e-04, 1.500000000000e-05, 1.185854122563e-06, 8.156250000000e-06, 8.744417862271e-07, 6.843750000000e-06, 8.010003511235e-07, 2.097068750000e-02, 3.620314860271e-05, 2.091351562500e-02, 3.131007896703e-05, 2.762545159941e-01, 5.387802985231e-04, 2.760773020158e-01, 4.669026209262e-04
 5.533333333333e+00, 4.751178463795e-08, 3.402389567139e-09, 2.485231811831e-08, 2.460746172212e-09, 2.265946651964e-08, 2.349677220922e-09, 4.146519939642e-05, 8.206908958685e-08, 4.117773279517e-05, 7.082712019405e-08, 2.398572178912e-01, 5.286089194141e-04, 2.387375424669e-01, 4.570329604039e-04, 1.828125000000e-05, 1.309147504103e-06, 9.562500000000e-06, 9.468285879714e-07, 8.718750000000e-06, 9.040922588431e-07, 1.595468750000e-02, 3.157796650752e-05, 1.584407812500e-02, 2.725236067040e-05, 2.398572178912e-01, 5.286089194141e-04, 2.387375424669e-01, 4.570329604039e-04
 5.666666666667e+00, 3.229243864671e-08, 2.739008897251e-09, 1.231294423220e-08, 1.691312963604e-09, 1.997949441451e-08, 2.154444289919e-09, 2.941972808547e-05, 6.750201219855e-08, 2.937543246219e-05, 5.841443199355e-08, 2.064105587207e-01, 5.201846575931e-04, 2.049134566222e-01, 4.472849606044e-04, 1.303125000000e-05, 1.105296198989e-06, 4.968750000000e-06, 6.825103021200e-07, 8.062500000000e-06, 8.694017339527e-07, 1.187200000000e-02, 2.723967694375e-05, 1.185412500000e-02, 2.357248627903e-05, 2.064105587207e-01, 5.201846575931e-04, 2.049134566222e-01, 4.472849606044e-04
 5.800000000000e+00, 1.485802560221e-08, 1.815196732053e-09, 5.322277827656e-09, 1.086405412257e-09, 9.535747774550e-09, 1.454187902671e-09, 2.062220033061e-05, 5.521601005170e-08, 2.081310008741e-05, 4.803928538187e-08, 1.751492024746e-01, 5.083755892787e-04, 1.758092826087e-01, 4.400175612539e-04, 6.281250000000e-06, 7.673768223630e-07, 2.250000000000e-06, 4.592793267718e-07, 4.031250000000e-06, 6.147598616533e-07, 8.718062500000e-03, 2.334264137260e-05, 8.798765625000e-03, 2.030867151420e-05, 1.751492024746e-01, 5.083755892787e-04, 1.758092826087e-01, 4.400175612539e-04
 5.933333333333e+00, 6.992936448065e-09, 1.217313985126e-09, 1.907164485836e-09, 6.357214952786e-10, 5.085771962229e-09, 1.038128854634e-09, 1.435501517772e-05, 4.503280708680e-08, 1.440470740794e-05, 3.906699829017e-08, 1.484025400460e-01, 4.989003053789e-04, 1.479741216985e-01, 4.299890758982e-04, 3.093750000000e-06, 5.385527481129e-07, 8.437500000000e-07, 2.812500000000e-07, 2.250000000000e-06, 4.592793267718e-07, 6.350812500000e-03, 1.992299629197e-05, 6.372796875000e-03, 1.728365856859e-05, 1.484025400460e-01, 4.989003053789e-04, 1.479741216985e-01, 4.299890758982e-04
 6.066666666667e+00, 4.053905869640e-09, 9.064809098901e-10, 2.026952934820e-09, 6.409787983994e-10, 2.026952934820e-09, 6.409787983994e-10, 9.915042975966e-06, 3.660357492468e-08, 1.012047465591e-05, 3.202633744715e-08, 1.243165672403e-01, 4.866337400714e-04, 1.273713359328e-01, 4.279682903375e-04, 1.875000000000e-06, 4.192627457812e-07, 9.375000000000e-07, 2.964635306408e-07, 9.375000000000e-07, 2.964635306408e-07, 4.585875000000e-03, 1.692977222233e-05, 4.680890625000e-03, 1.481272250624e-05, 1.243165672403e-01, 4.866337400714e-04, 1.273713359328e-01, 4.279682903375e-04
 6.200000000000e+00, 1.746641623301e-09, 5.822138744335e-10, 7.762851659114e-10, 3.881425829557e-10, 9.703564573892e-10, 4.339566002256e-10, 6.940895049274e-06, 2.996696476928e-08, 6.866921542006e-06, 2.581348806471e-08, 1.071594077838e-01, 4.868135543515e-04, 1.055910259490e-01, 4.173581219961e-04, 8.437500000000e-07, 2.812500000000e-07, 3.750000000000e-07, 1.875000000000e-07, 4.687500000000e-07, 2.096313728906e-07, 3.352937500000e-03, 1.447613877213e-05, 3.317203125000e-03, 1.246971918226e-05, 1.071594077838e-01, 4.868135543515e-04, 1.055910259490e-01, 4.173581219961e-04
 6.333333333333e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 4.511900791194e-06, 2.365236003666e-08, 4.559916223917e-06, 2.059224866277e-08, 8.563911030781e-02, 4.677672655982e-04, 8.686371245605e-02, 4.089524754409e-04, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 2.274312500000e-03, 1.192243814201e-05, 2.298515625000e-03, 1.037992870505e-05, 8.563911030781e-02, 4.677672655982e-04, 8.686371245605e-02, 4.089524754409e-04
 6.466666666667e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 3.114318179609e-06, 1.924546457381e-08, 3.059312750827e-06, 1.651921778311e-08, 7.327501776890e-02, 4.691123440210e-04, 7.177536140897e-02, 4.012295165143e-04, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 1.636625000000e-03, 1.011380553995e-05, 1.607718750000e-03, 8.681118384531e-06, 7.327501776890e-02, 4.691123440210e-04, 7.177536140897e-02, 4.012295165143e-04
 6.600000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 2.059700361802e-06, 1.533507056253e-08, 2.028245403395e-06, 1.317876269683e-08, 6.020055728897e-02, 4.615048390389e-04, 5.981373549228e-02, 4.001011828138e-04, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 1.127500000000e-03, 8.394566695190e-06, 1.110281250000e-03, 7.214182808451e-06, 6.020055728897e-02, 4.615048390389e-04, 5.981373549228e-02, 4.001011828138e-04
 6.733333333333e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 1.321083958865e-06, 1.203824218049e-08, 1.285761444977e-06, 1.028510423720e-08, 4.869065283399e-02, 4.543619480373e-04, 4.742526454424e-02, 3.882572582919e-04, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 7.526875000000e-04, 6.858787702648e-06, 7.325625000000e-04, 5.859937473003e-06, 4.869065283399e-02, 4.543619480373e-04, 4.742526454424e-02, 3.882572582919e-04
 6.866666666667e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 8.825398931107e-07, 9.648270285860e-09, 8.724930513731e-07, 8.307950657569e-09, 4.047053588271e-02, 4.513037723753e-04, 4.002932604538e-02, 3.887165240012e-04, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 5.229375000000e-04, 5.716956686035e-06, 5.169843750000e-04, 4.922767776173e-06, 4.047053588271e-02, 4.513037723753e-04, 4.002932604538e-02, 3.887165240012e-04
 7.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 5.698143093742e-07, 7.604963728444e-09, 5.345434735161e-07, 6.379000245312e-09, 3.270094421501e-02, 4.435181281405e-04, 3.092302272327e-02, 3.746835671431e-04, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 3.508750000000e-04, 4.682914423732e-06, 3.291562500000e-04, 3.928001937213e-06, 3.270094421501e-02, 4.435181281405e-04, 3.092302272327e-02, 3.746835671431e-04
 7.133333333333e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 3.423833281908e-07, 5.784855838476e-09, 3.351505659053e-07, 4.956633938176e-09, 2.496561259470e-02, 4.270481117829e-04, 2.406467776912e-02, 3.601559825324e-04, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 2.189375000000e-04, 3.699134189239e-06, 2.143125000000e-04, 3.169526532071e-06, 2.496561259470e-02, 4.270481117829e-04, 2.406467776912e-02, 3.601559825324e-04
 7.266666666667e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 2.195481412846e-07, 4.547352572534e-09, 2.034422930823e-07, 3.790923306920e-09, 2.022840481108e-02, 4.231937107052e-04, 1.902911851573e-02, 3.579445251054e-04, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 1.456875000000e-04, 3.017526926143e-06, 1.350000000000e-04, 2.515576474687e-06, 2.022840481108e-02, 4.231937107052e-04, 1.902911851573e-02, 3.579445251054e-04
 7.400000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 1.305123869893e-07, 3.442891596513e-09, 1.318747292335e-07, 2.997152937125e-09, 1.537506820881e-02, 4.086974375338e-04, 1.557822910296e-02, 3.567977452598e-04, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 8.981250000000e-05, 2.369236427628e-06, 9.075000000000e-05, 2.062500000000e-06, 1.537506820881e-02, 4.086974375338e-04, 1.557822910296e-02, 3.567977452598e-04
 7.533333333333e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 9.166765718815e-08, 2.834329191188e-09, 8.886329291470e-08, 2.416762962252e-09, 1.384458591982e-02, 4.310223811214e-04, 1.373369631466e-02, 3.760633715638e-04, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 6.537500000000e-05, 2.021370203600e-06, 6.337500000000e-05, 1.723572779142e-06, 1.384458591982e-02, 4.310223811214e-04, 1.373369631466e-02, 3.760633715638e-04
 7.666666666667e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 6.676103297425e-08, 2.376755711208e-09, 5.717841322224e-08, 1.904889129471e-09, 1.284451462712e-02, 4.602042088407e-04, 1.113239018966e-02, 3.729323310184e-04, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 4.931250000000e-05, 1.755571488149e-06, 4.223437500000e-05, 1.407031033107e-06, 1.284451462712e-02, 4.602042088407e-04, 1.113239018966e-02, 3.729323310184e-04
 7.800000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 3.441537203018e-08, 1.677302602080e-09, 3.372052485143e-08, 1.437848010842e-09, 8.704101885544e-03, 4.260541613789e-04, 8.657463520597e-03, 3.707500162428e-04, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 2.631250000000e-05, 1.282392783043e-06, 2.578125000000e-05, 1.099316193709e-06, 8.704101885544e-03, 4.260541613789e-04, 8.657463520597e-03, 3.707500162428e-04
 7.933333333333e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 2.425978241972e-08, 1.384578915106e-09, 2.666995624318e-08, 1.257233794233e-09, 7.993542675624e-03, 4.580353374601e-04, 8.769365682549e-03, 4.152004984376e-04, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 1.918750000000e-05, 1.095088466746e-06, 2.109375000000e-05, 9.943689110436e-07, 7.993542675624e-03, 4.580353374601e-04, 8.769365682549e-03, 4.152004984376e-04
 8.066666666667e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 1.215259899723e-08, 9.637637905350e-10, 1.519074874654e-08, 9.331602776049e-10, 5.333243886895e-03, 4.240801101205e-04, 6.610951727579e-03, 4.074477037505e-04, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 9.937500000000e-06, 7.880950133074e-07, 1.242187500000e-05, 7.630697154422e-07, 5.333243886895e-03, 4.240801101205e-04, 6.610951727579e-03, 4.074477037505e-04
 8.200000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 7.470578846068e-09, 7.433503784233e-10, 8.931409858046e-09, 7.038937051513e-10, 4.241202653901e-03, 4.229094167967e-04, 4.962090858657e-03, 3.920365999364e-04, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 6.312500000000e-06, 6.281172263201e-07, 7.546875000000e-06, 5.947770722086e-07, 4.241202653901e-03, 4.229094167967e-04, 4.962090858657e-03, 3.920365999364e-04
 8.333333333333e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 5.156510150627e-09, 6.077005491277e-10, 7.519910636332e-09, 6.355484469474e-10, 3.812347770836e-03, 4.501451027051e-04, 5.579022873994e-03, 4.728269547850e-04, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 4.500000000000e-06, 5.303300858899e-07, 6.562500000000e-06, 5.546324796656e-07, 3.812347770836e-03, 4.501451027051e-04, 5.579022873994e-03, 4.728269547850e-04
 8.466666666667e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 1.873268448434e-09, 3.605106809892e-10, 3.070078846044e-09, 3.996902215917e-10, 1.870194638775e-03, 3.602555282437e-04, 3.034979423868e-03, 3.957198033404e-04, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 1.687500000000e-06, 3.247595264192e-07, 2.765625000000e-06, 3.600537069313e-07, 1.870194638775e-03, 3.602555282437e-04, 3.034979423868e-03, 3.957198033404e-04
 8.600000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 1.546651217038e-09, 3.224990722714e-10, 1.815634037393e-09, 3.026056728988e-10, 1.988759187203e-03, 4.150971060641e-04, 2.342225113858e-03, 3.908277531320e-04, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 1.437500000000e-06, 2.997394702070e-07, 1.687500000000e-06, 2.812500000000e-07, 1.988759187203e-03, 4.150971060641e-04, 2.342225113858e-03, 3.908277531320e-04
 8.733333333333e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 2.086659672656e-09, 3.688728011409e-10, 1.222652151947e-09, 2.445304303894e-10, 3.660908362888e-03, 6.483468027105e-04, 2.152389151959e-03, 4.309408592772e-04, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 2.000000000000e-06, 3.535533905933e-07, 1.171875000000e-06, 2.343750000000e-07, 3.660908362888e-03, 6.483468027105e-04, 2.152389151959e-03, 4.309408592772e-04
 8.866666666667e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 1.897852518002e-10, 1.095725662151e-10, 5.219094424506e-10, 1.573616177411e-10, 4.415011037528e-04, 2.549570443779e-04, 1.258725254606e-03, 3.797587245231e-04, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 1.875000000000e-07, 1.082531754731e-07, 5.156250000000e-07, 1.554667870479e-07, 4.415011037528e-04, 2.549570443779e-04, 1.258725254606e-03, 3.797587245231e-04
 9.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 2.456049879907e-10, 1.228024939953e-10, 1.381528057448e-10, 7.976255958604e-11, 7.444630560208e-04, 3.723700585429e-04, 4.424126235069e-04, 2.554835431017e-04, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 2.500000000000e-07, 1.250000000000e-07, 1.406250000000e-07, 8.118988160479e-08, 7.444630560208e-04, 3.723700585429e-04, 4.424126235069e-04, 2.554835431017e-04
 9.133333333333e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 5.962162713726e-11, 5.962162713726e-11, 0.000000000000e+00, 0.000000000000e+00, 2.852253280091e-04, 2.852660018529e-04, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 6.250000000000e-08, 6.250000000000e-08, 0.000000000000e+00, 0.000000000000e+00, 2.852253280091e-04, 2.852660018529e-04, 0.000000000000e+00, 0.000000000000e+00
 9.266666666667e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 2.316730785208e-10, 1.158365392604e-10, 2.606322133359e-10, 1.064026555342e-10, 1.382170006911e-03, 6.915624370208e-04, 1.481115773883e-03, 6.051106049238e-04, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 2.500000000000e-07, 1.250000000000e-07, 2.812500000000e-07, 1.148198316930e-07, 1.382170006911e-03, 6.915624370208e-04, 1.481115773883e-03, 6.051106049238e-04
 9.400000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00
 9.533333333333e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00
 9.666666666667e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00
 9.800000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00
 9.933333333333e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00
 1.006666666667e+01, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00
 1.020000000000e+01, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00
 1.033333333333e+01, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00
 1.046666666667e+01, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00
 1.060000000000e+01, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00
 1.073333333333e+01, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00
 1.086666666667e+01, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00
