#                 r,           dens_tot,           dens_err,             dens_A,         dens_err_A,             dens_B,         dens_err_B,         dens_alike,     dens_alike_err,        dens_unlike,    dens_unlike_err,           prob_tot,           prob_err,             prob_A,         prob_err_A,             prob_B,         prob_err_B,         prob_alike,     prob_alike_err,        prob_unlike,    prob_unlike_err
 3.000000000000e-02, 9.701574463163e-03, 2.440695935515e-04, 5.028854104640e-03, 1.757223834660e-04, 4.672720358524e-03, 1.693859806637e-04, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 1.462962962963e-04, 3.680482761917e-06, 7.583333333333e-05, 2.649831115047e-06, 7.046296296296e-05, 2.554280411877e-06, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00
 9.000000000000e-02, 1.081909759753e-02, 9.741796797937e-05, 5.284989705295e-03, 6.808722278252e-05, 5.534107892233e-03, 6.967345677512e-05, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 1.142037037037e-03, 1.028319843706e-05, 5.578703703704e-04, 7.187117914935e-06, 5.841666666667e-04, 7.354556830485e-06, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00
 1.500000000000e-01, 1.117264598070e-02, 6.008883522749e-05, 5.347823258375e-03, 4.157232268257e-05, 5.824822722320e-03, 4.338675034816e-05, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 3.201111111111e-03, 1.721624747019e-05, 1.532222222222e-03, 1.191102128214e-05, 1.668888888889e-03, 1.243087884951e-05, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00
 2.100000000000e-01, 1.155426651425e-02, 4.378878505743e-05, 5.754895642039e-03, 3.090369660557e-05, 5.799370872215e-03, 3.102288240826e-05, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 6.446666666667e-03, 2.443181491922e-05, 3.210925925926e-03, 1.724262033753e-05, 3.235740740741e-03, 1.730911968133e-05, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00
 2.700000000000e-01, 1.092116645523e-02, 3.315600244187e-05, 5.386296425855e-03, 2.328481409642e-05, 5.534870029379e-03, 2.360376941128e-05, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 1.004592592593e-02, 3.049882500154e-05, 4.954629629630e-03, 2.141873018513e-05, 5.091296296296e-03, 2.171212388808e-05, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00
 3.300000000000e-01, 1.142617135914e-02, 2.776657017814e-05, 5.672229487212e-03, 1.956359968822e-05, 5.753941871931e-03, 1.970400940663e-05, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 1.567953703704e-02, 3.810261126105e-05, 7.783703703704e-03, 2.684610411025e-05, 7.895833333333e-03, 2.703878101935e-05, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00
 3.900000000000e-01, 1.109946952174e-02, 2.316550746056e-05, 5.445084816059e-03, 1.622531104893e-05, 5.654384705678e-03, 1.653420748843e-05, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 2.125675925926e-02, 4.436460807819e-05, 1.042796296296e-02, 3.107333464886e-05, 1.082879629630e-02, 3.166490681703e-05, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00
 4.500000000000e-01, 1.104258042474e-02, 2.003016378052e-05, 5.468080880481e-03, 1.409505191459e-05, 5.574499544261e-03, 1.423154849619e-05, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 2.814157407407e-02, 5.104607039876e-05, 1.393518518519e-02, 3.592067544680e-05, 1.420638888889e-02, 3.626853151977e-05, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00
 5.100000000000e-01, 1.100225775473e-02, 1.764426646358e-05, 5.547689983297e-03, 1.252906874614e-05, 5.454567771438e-03, 1.242346873430e-05, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 3.600250000000e-02, 5.773703157259e-05, 1.815361111111e-02, 4.099865751089e-05, 1.784888888889e-02, 4.065310439707e-05, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00
 5.700000000000e-01, 1.111618537454e-02, 1.587032468945e-05, 5.539400083851e-03, 1.120312775313e-05, 5.576785290689e-03, 1.124086892974e-05, 0.000000000000e+00, 0.000000000000e+00, 9.063080445760e-08, 2.616285967523e-08, 4.542722222222e-02, 6.485541056716e-05, 2.263722222222e-02, 4.578251953148e-05, 2.279000000000e-02, 4.593675200953e-05, 0.000000000000e+00, 0.000000000000e+00, 3.703703703704e-07, 1.069167165166e-07
