#                 r,            density,      density error,          density A,    density error A,          density B,    density error B, radial probability,  probability error,     radial prob. A,      prob. error A,     radial prob. B,      prob. error B
 2.750000000000e-02, 2.331711989404e-01, 1.566389730127e-03, 1.181166437161e-01, 1.114853811974e-03, 1.150545552243e-01, 1.100308031677e-03, 4.028909090909e-02, 2.706527157853e-04, 2.040909090909e-02, 1.926329100038e-04, 1.988000000000e-02, 1.901195795952e-04
 8.250000000000e-02, 2.330554498909e-01, 9.041310378789e-04, 1.188953191402e-01, 6.457793079969e-04, 1.141601307507e-01, 6.327890794088e-04, 1.208072727273e-01, 4.686678853697e-04, 6.163090909091e-02, 3.347479624241e-04, 5.917636363636e-02, 3.280143113185e-04
 1.375000000000e-01, 2.399793475804e-01, 7.106639838552e-04, 1.211240144755e-01, 5.048850373151e-04, 1.188553331049e-01, 5.001343789866e-04, 2.073272727273e-01, 6.139696064839e-04, 1.046436363636e-01, 4.361893591375e-04, 1.026836363636e-01, 4.320850849788e-04
 1.925000000000e-01, 2.399282376105e-01, 6.005567271751e-04, 1.211140931284e-01, 4.266882612049e-04, 1.188141444821e-01, 4.226174514915e-04, 2.901963636364e-01, 7.263812718305e-04, 1.464890909091e-01, 5.160850721082e-04, 1.437072727273e-01, 5.111613741405e-04
 2.475000000000e-01, 2.374316993086e-01, 5.268784913609e-04, 1.187000656930e-01, 3.725345863150e-04, 1.187316336156e-01, 3.725841202438e-04, 3.692272727273e-01, 8.193426109080e-04, 1.845890909091e-01, 5.793242001899e-04, 1.846381818182e-01, 5.794012298261e-04
 3.025000000000e-01, 2.383827759800e-01, 4.775330869239e-04, 1.196003360782e-01, 3.382456589728e-04, 1.187824399018e-01, 3.370871152879e-04, 4.530854545455e-01, 9.076297348243e-04, 2.273200000000e-01, 6.428911967892e-04, 2.257654545455e-01, 6.406891950299e-04
 3.575000000000e-01, 2.324726574737e-01, 4.337871053216e-04, 1.166450928628e-01, 3.072726703068e-04, 1.158275646109e-01, 3.061939888793e-04, 5.221890909091e-01, 9.743894040597e-04, 2.620127272727e-01, 6.902077780346e-04, 2.601763636364e-01, 6.877848020161e-04
 4.125000000000e-01, 2.354728512524e-01, 4.064313182915e-04, 1.171141867963e-01, 2.866299039903e-04, 1.183586644560e-01, 2.881487716904e-04, 6.103018181818e-01, 1.053394356080e-03, 3.035381818182e-01, 7.428913805569e-04, 3.067636363636e-01, 7.468280030340e-04
 4.675000000000e-01, 2.367717990530e-01, 3.828273000693e-04, 1.177960126592e-01, 2.700245235714e-04, 1.189757863939e-01, 2.713733560031e-04, 6.954909090909e-01, 1.124512750314e-03, 3.460127272727e-01, 7.931671006710e-04, 3.494781818182e-01, 7.971291463954e-04
 5.225000000000e-01, 2.354950411021e-01, 3.611407178097e-04, 1.166717189783e-01, 2.541958008244e-04, 1.188233221237e-01, 2.565289708850e-04, 7.731218181818e-01, 1.185612092152e-03, 3.830290909091e-01, 8.345157451634e-04, 3.900927272727e-01, 8.421754592318e-04
