#                   r,             dens_tot,             dens_err,               dens_A,           dens_err_A,               dens_B,           dens_err_B,           dens_alike,       dens_err_alike,          dens_unlike,      dens_err_unlike,             prob_tot,             prob_err,               prob_A,           prob_err_A,               prob_B,           prob_err_B,           prob_alike,       prob_err_alike,          prob_unlike,      prob_err_unlike
  3.0000000000000e-02,  1.8037560217081e-01,  3.6456257844836e-03,  7.6482792096939e-02,  2.3739144130740e-03,  1.0389281007388e-01,  2.7667883402767e-03,  9.6303477139401e-02,  2.6638157002754e-03,  1.2658712603328e-01,  3.0540627798000e-03,  2.7200000000000e-03,  5.4974741674902e-05,  1.1533333333333e-03,  3.5797785985749e-05,  1.5666666666667e-03,  4.1722185234486e-05,  1.4522222222222e-03,  4.0169394405612e-05,  1.9088888888889e-03,  4.6054181724584e-05
  9.0000000000000e-02,  1.7737565780698e-01,  1.3664104658270e-03,  8.7440483615369e-02,  9.5937952534933e-04,  8.9935174191611e-02,  9.7296890364595e-04,  9.2019346065433e-02,  9.8417820129517e-04,  1.2395559588956e-01,  1.1422659708939e-03,  1.8723333333333e-02,  1.4423489072934e-04,  9.2300000000000e-03,  1.0126971687309e-04,  9.4933333333333e-03,  1.0270417785148e-04,  9.7133333333333e-03,  1.0388740343561e-04,  1.3084444444444e-02,  1.2057475525556e-04
  1.5000000000000e-01,  1.8413342721604e-01,  8.4503112982736e-04,  9.2398286406128e-02,  5.9860225461399e-04,  9.1735140809912e-02,  5.9645029226949e-04,  9.2669749515690e-02,  5.9948094650860e-04,  1.2926297668467e-01,  7.0801664227906e-04,  5.2756666666667e-02,  2.4211261536425e-04,  2.6473333333333e-02,  1.7150747743120e-04,  2.6283333333333e-02,  1.7089091170599e-04,  2.6551111111111e-02,  1.7175923430169e-04,  3.7035555555556e-02,  2.0285614923869e-04
  2.1000000000000e-01,  1.7706584847438e-01,  5.9381304035456e-04,  8.9255812679914e-02,  4.2159998089427e-04,  8.7810035794470e-02,  4.1817147559952e-04,  9.3955583271717e-02,  4.3255727905025e-04,  1.2538231196207e-01,  4.9968977769923e-04,  9.8793333333333e-02,  3.3131611848863e-04,  4.9800000000000e-02,  2.3523038352503e-04,  4.8993333333333e-02,  2.3331745977753e-04,  5.2422222222222e-02,  2.4134397357350e-04,  6.9956666666667e-02,  2.7880034008162e-04
  2.7000000000000e-01,  1.7895146982484e-01,  4.6492822007192e-04,  8.9434061828506e-02,  3.2867733013799e-04,  8.9517407996336e-02,  3.2883044638933e-04,  9.5612549487242e-02,  3.3984096016620e-04,  1.2395870195793e-01,  3.8695172109130e-04,  1.6461000000000e-01,  4.2766809560686e-04,  8.2266666666667e-02,  3.0233657967141e-04,  8.2343333333333e-02,  3.0247742493051e-04,  8.7950000000000e-02,  3.1260553773441e-04,  1.1402444444444e-01,  3.5594076355553e-04
  3.3000000000000e-01,  1.7482833662786e-01,  3.7624298115071e-04,  8.6600013372545e-02,  2.6480212968932e-04,  8.8228323255318e-02,  2.6728002726948e-04,  9.2805566302217e-02,  2.7412554407893e-04,  1.2558795428025e-01,  3.1888675944050e-04,  2.3990777777778e-01,  5.1629855464727e-04,  1.1883666666667e-01,  3.6337410576531e-04,  1.2107111111111e-01,  3.6677439494889e-04,  1.2735222222222e-01,  3.7616813944804e-04,  1.7233777777778e-01,  4.3759161298303e-04
  3.9000000000000e-01,  1.7285415028162e-01,  3.1668043698055e-04,  8.7372188155891e-02,  2.2514791834102e-04,  8.5481962125731e-02,  2.2269915588726e-04,  9.3523255182211e-02,  2.3293842625649e-04,  1.2464468381444e-01,  2.6891697041238e-04,  3.3103555555556e-01,  6.0647941758201e-04,  1.6732777777778e-01,  4.3118412898253e-04,  1.6370777777778e-01,  4.2649446756576e-04,  1.7910777777778e-01,  4.4610384662689e-04,  2.3870888888889e-01,  5.1500689195916e-04
  4.5000000000000e-01,  1.6936546690372e-01,  2.7173918579075e-04,  8.5362664784733e-02,  1.9291847489924e-04,  8.4002802118988e-02,  1.9137567017981e-04,  9.3532740608202e-02,  2.0193968191613e-04,  1.2470843150724e-01,  2.3317809313848e-04,  4.3162111111111e-01,  6.9251643471161e-04,  2.1754333333333e-01,  4.9164500893919e-04,  2.1407777777778e-01,  4.8771323288472e-04,  2.3836444444444e-01,  5.1463519381796e-04,  3.1781444444444e-01,  5.9424503405062e-04
  5.1000000000000e-01,  1.6605702221851e-01,  2.3745534304604e-04,  8.4424919846809e-02,  1.6931235553399e-04,  8.1632102371705e-02,  1.6648833654236e-04,  9.1991502778751e-02,  1.7673687842992e-04,  1.2197362925100e-01,  2.0351025403740e-04,  5.4338555555556e-01,  7.7702106045786e-04,  2.7626222222222e-01,  5.5403792712355e-04,  2.6712333333333e-01,  5.4479693804545e-04,  3.0102222222222e-01,  5.7833306649583e-04,  3.9913222222222e-01,  6.6594312588507e-04
  5.7000000000000e-01,  1.6428582482465e-01,  2.1134821833769e-04,  8.2312709224478e-02,  1.4960013757446e-04,  8.1973115600175e-02,  1.4929121954160e-04,  9.1697891549280e-02,  1.5789857831700e-04,  1.2159980349478e-01,  1.8182976664411e-04,  6.7136777777778e-01,  8.6369218911072e-04,  3.3637777777778e-01,  6.1135348728845e-04,  3.3499000000000e-01,  6.1009106788340e-04,  3.7473111111111e-01,  6.4526576015977e-04,  4.9692777777778e-01,  7.4306256486829e-04
  6.3000000000000e-01,  1.6434435233627e-01,  1.9126988003165e-04,  8.2642766900059e-02,  1.3563495195181e-04,  8.1701585436211e-02,  1.3486039750924e-04,  9.0960914430711e-02,  1.4229728115608e-04,  1.2051752958264e-01,  1.6379261014208e-04,  8.2030222222222e-01,  9.5469728897711e-04,  4.1250000000000e-01,  6.7700320038633e-04,  4.0780222222222e-01,  6.7313711845872e-04,  4.5401888888889e-01,  7.1025729992642e-04,  6.0154666666667e-01,  8.1754827697524e-04
  6.9000000000000e-01,  1.5788136204481e-01,  1.7118013678239e-04,  7.9011951078086e-02,  1.2109726368852e-04,  7.8869410966724e-02,  1.2098798269245e-04,  9.0006470761449e-02,  1.2924828922535e-04,  1.1924519670355e-01,  1.4876760932808e-04,  9.4517555555555e-01,  1.0247902525534e-03,  4.7301444444444e-01,  7.2496317488426e-04,  4.7216111111111e-01,  7.2430895120116e-04,  5.3883444444444e-01,  7.7376025891202e-04,  7.1387555555555e-01,  8.9061499073864e-04
  7.5000000000000e-01,  1.5563120639975e-01,  1.5636700246320e-04,  7.8013007237224e-02,  1.1070832463316e-04,  7.7618199162528e-02,  1.1042783306868e-04,  8.9168495558695e-02,  1.1835932740611e-04,  1.1850636466360e-01,  1.3644813586545e-04,  1.1006788888889e+00,  1.1058826986665e-03,  5.5173555555556e-01,  7.8296839410850e-04,  5.4894333333333e-01,  7.8098465864384e-04,  6.3063111111111e-01,  8.3707898944359e-04,  8.3811888888889e-01,  9.6500943512307e-04
  8.1000000000000e-01,  1.5216153868020e-01,  1.4316668620334e-04,  7.5786105315783e-02,  1.0103790243230e-04,  7.6375433364421e-02,  1.0142998723517e-04,  8.7819712606537e-02,  1.0876409056814e-04,  1.1650187094721e-01,  1.2527256707381e-04,  1.2551144444444e+00,  1.1809198130857e-03,  6.2512666666667e-01,  8.3341777349969e-04,  6.2998777777778e-01,  8.3665191074490e-04,  7.2438666666667e-01,  8.9714774372679e-04,  9.6097333333333e-01,  1.0333189963163e-03
  8.7000000000000e-01,  1.4812937394332e-01,  1.3151918358468e-04,  7.3797747222947e-02,  9.2830366038702e-05,  7.4331626720377e-02,  9.3165545089916e-05,  8.6394711034009e-02,  1.0044124535279e-04,  1.1573344459691e-01,  1.1625133536440e-04,  1.4094888888889e+00,  1.2514386782548e-03,  7.0220444444445e-01,  8.8330468157586e-04,  7.0728444444445e-01,  8.8649399599674e-04,  8.2206777777778e-01,  9.5572414533447e-04,  1.1012333333333e+00,  1.1061611964775e-03
  9.3000000000000e-01,  1.4485168255153e-01,  1.2166826919227e-04,  7.2629516599122e-02,  8.6153343139648e-05,  7.2222165952409e-02,  8.5911403166888e-05,  8.5704491283280e-02,  9.3587392782958e-05,  1.1352584552540e-01,  1.0771171242636e-04,  1.5748888888889e+00,  1.3228289924287e-03,  7.8965888888889e-01,  9.3669566318634e-04,  7.8523000000000e-01,  9.3406518925489e-04,  9.3181555555555e-01,  1.0175218018716e-03,  1.2343011111111e+00,  1.1710873917058e-03
  9.9000000000000e-01,  1.4023252136214e-01,  1.1245959970150e-04,  6.9907703059519e-02,  7.9402591769394e-05,  7.0324818302617e-02,  7.9639123459038e-05,  8.4284515603845e-02,  8.7185860762310e-05,  1.1252723088663e-01,  1.0073977530189e-04,  1.7276744444444e+00,  1.3855101124153e-03,  8.6126777777778e-01,  9.7824546895494e-04,  8.6640666666667e-01,  9.8115955586952e-04,  1.0383911111111e+00,  1.0741358858332e-03,  1.3863433333333e+00,  1.2411210583507e-03
