# r, density, density error estimate, radial probability, probability error estimate
3.500000000e-02, 8.329882036e-01, 1.076819865e-02, 1.709714286e-02, 2.210180526e-04
1.050000000e-01, 7.802900863e-01, 3.939151261e-03, 1.121085714e-01, 5.659595428e-04
1.750000000e-01, 7.559872008e-01, 2.353445004e-03, 2.948171429e-01, 9.177879351e-04
2.450000000e-01, 7.094666113e-01, 1.633761855e-03, 5.387885714e-01, 1.240723949e-03
3.150000000e-01, 6.615043243e-01, 1.228641158e-03, 8.282228571e-01, 1.538294842e-03
3.850000000e-01, 6.023738995e-01, 9.599221432e-04, 1.125102857e+00, 1.792924871e-03
4.550000000e-01, 5.390416908e-01, 7.686576443e-04, 1.405111429e+00, 2.003647694e-03
5.250000000e-01, 4.732409784e-01, 6.243404206e-04, 1.641548571e+00, 2.165672823e-03
5.950000000e-01, 4.119093977e-01, 5.140372795e-04, 1.834620000e+00, 2.289491522e-03
6.650000000e-01, 3.521881628e-01, 4.253303420e-04, 1.958974286e+00, 2.365812627e-03
7.350000000e-01, 2.961629389e-01, 3.529189608e-04, 2.012071429e+00, 2.397660424e-03
8.050000000e-01, 2.462511068e-01, 2.938444385e-04, 2.006565714e+00, 2.394377768e-03
8.750000000e-01, 2.016448717e-01, 2.446418783e-04, 1.941085714e+00, 2.354986026e-03
9.450000000e-01, 1.630105405e-01, 2.036750416e-04, 1.830154286e+00, 2.286703357e-03
1.015000000e+00, 1.304312677e-01, 1.696288865e-04, 1.689257143e+00, 2.196918064e-03
1.085000000e+00, 1.036485763e-01, 1.414613086e-04, 1.533851429e+00, 2.093426056e-03
1.155000000e+00, 8.164392836e-02, 1.179436466e-04, 1.369085714e+00, 1.977795103e-03
1.225000000e+00, 6.318297295e-02, 9.782861519e-05, 1.191791429e+00, 1.845296282e-03
1.295000000e+00, 4.850132142e-02, 8.108027200e-05, 1.022371429e+00, 1.709111238e-03
1.365000000e+00, 3.695688043e-02, 6.714728593e-05, 8.654971429e-01, 1.572529484e-03
1.435000000e+00, 2.772879952e-02, 5.532629955e-05, 7.176800000e-01, 1.431961691e-03
1.505000000e+00, 2.059284800e-02, 4.546148413e-05, 5.862428571e-01, 1.294210026e-03
1.575000000e+00, 1.528955620e-02, 3.743192707e-05, 4.766914286e-01, 1.167037065e-03
1.645000000e+00, 1.118325086e-02, 3.065112452e-05, 3.803428571e-01, 1.042446103e-03
1.715000000e+00, 8.092608505e-03, 2.500984743e-05, 2.991485714e-01, 9.245053835e-04
1.785000000e+00, 5.767738436e-03, 2.028606333e-05, 2.309657143e-01, 8.123435485e-04
1.855000000e+00, 4.121043648e-03, 1.650041900e-05, 1.782200000e-01, 7.135825110e-04
1.925000000e+00, 2.871842969e-03, 1.327353899e-05, 1.337457143e-01, 6.181671394e-04
1.995000000e+00, 1.990305496e-03, 1.066241887e-05, 9.955428571e-02, 5.333299320e-04
2.065000000e+00, 1.387654002e-03, 8.601234605e-06, 7.436571429e-02, 4.609484455e-04
2.135000000e+00, 9.175100515e-04, 6.764709174e-06, 5.256000000e-02, 3.875195848e-04
2.205000000e+00, 6.207770824e-04, 5.387683232e-06, 3.793142857e-02, 3.292043593e-04
2.275000000e+00, 4.231863677e-04, 4.311499580e-06, 2.752571429e-02, 2.804369768e-04
2.345000000e+00, 2.750976918e-04, 3.372450223e-06, 1.901142857e-02, 2.330630115e-04
2.415000000e+00, 1.832515545e-04, 2.672714327e-06, 1.343142857e-02, 1.958966825e-04
2.485000000e+00, 1.128420761e-04, 2.038242385e-06, 8.757142857e-03, 1.581784061e-04
2.555000000e+00, 7.289241623e-05, 1.593300646e-06, 5.980000000e-03, 1.307123341e-04
2.625000000e+00, 4.480613787e-05, 1.215871352e-06, 3.880000000e-03, 1.052887187e-04
2.695000000e+00, 3.011308215e-05, 9.708847351e-07, 2.748571429e-03, 8.861749954e-05
2.765000000e+00, 1.900244496e-05, 7.517251048e-07, 1.825714286e-03, 7.222414091e-05
2.835000000e+00, 1.151299485e-05, 5.706779676e-07, 1.162857143e-03, 5.764068858e-05
2.905000000e+00, 6.250241378e-06, 4.103484499e-07, 6.628571429e-04, 4.351870346e-05
2.975000000e+00, 4.007307910e-06, 3.208414087e-07, 4.457142857e-04, 3.568570285e-05
3.045000000e+00, 1.642869908e-06, 2.007085038e-07, 1.914285714e-04, 2.338672221e-05
3.115000000e+00, 1.171541610e-06, 1.656810034e-07, 1.428571429e-04, 2.020305089e-05
3.185000000e+00, 3.810084946e-07, 9.240813339e-08, 4.857142857e-05, 1.178030179e-05
3.255000000e+00, 2.145869803e-07, 6.785836140e-08, 2.857142857e-05, 9.035079029e-06
3.325000000e+00, 0.000000000e+00, 0.000000000e+00, 0.000000000e+00, 0.000000000e+00
3.395000000e+00, 3.945092083e-08, 2.789601364e-08, 5.714285714e-06, 4.040610178e-06
3.465000000e+00, 5.680964799e-08, 3.279906556e-08, 8.571428571e-06, 4.948716593e-06
