#                 r,           dens_tot,           dens_err,             dens_A,         dens_err_A,             dens_B,         dens_err_B,         dens_alike,     dens_alike_err,        dens_unlike,    dens_unlike_err,           prob_tot,           prob_err,             prob_A,         prob_err_A,             prob_B,         prob_err_B,         prob_alike,     prob_alike_err,        prob_unlike,    prob_unlike_err
 3.000000000000e-02, 2.354166866568e-02, 9.312940191900e-04, 1.212082784195e-02, 6.682428702652e-04, 1.142084082372e-02, 6.486601702886e-04,               -nan,               -nan, 8.915624126907e-03, 8.105112842643e-04, 3.550000000000e-04, 1.404358295529e-05, 1.827777777778e-04, 1.007686508179e-05, 1.722222222222e-04, 9.781564923144e-06,               -nan,               -nan, 1.344444444444e-04, 1.222222222222e-05
 9.000000000000e-02, 2.247326742733e-02, 3.439159218844e-04, 1.088400867441e-02, 2.393390770900e-04, 1.158925875292e-02, 2.469715925026e-04,               -nan,               -nan, 8.315635254140e-03, 2.958570251686e-04, 2.372222222222e-03, 3.630290945045e-05, 1.148888888889e-03, 2.526403777978e-05, 1.223333333333e-03, 2.606970712589e-05,               -nan,               -nan, 8.777777777778e-04, 3.122993182790e-05
 1.500000000000e-01, 2.218047507344e-02, 2.073847482855e-04, 1.120367033607e-02, 1.473911992900e-04, 1.097680473737e-02, 1.458912889562e-04,               -nan,               -nan, 7.663015778499e-03, 1.723876898097e-04, 6.355000000000e-03, 5.941847823325e-05, 3.210000000000e-03, 4.222953153107e-05, 3.145000000000e-03, 4.179978734661e-05,               -nan,               -nan, 2.195555555556e-03, 4.939135726865e-05
 2.100000000000e-01, 2.208493892504e-02, 1.482912177829e-04, 1.085527521013e-02, 1.039651416469e-04, 1.122966371490e-02, 1.057427756108e-04,               -nan,               -nan, 8.131001409462e-03, 1.272489907157e-04, 1.232222222222e-02, 8.273861862725e-05, 6.056666666667e-03, 5.800702384035e-05, 6.265555555556e-03, 5.899884912039e-05,               -nan,               -nan, 4.536666666667e-03, 7.099817420709e-05
 2.700000000000e-01, 2.209941758757e-02, 1.155297115686e-04, 1.103974349111e-02, 8.165499682142e-05, 1.105967409646e-02, 8.172867152492e-05,               -nan,               -nan, 7.811589382023e-03, 9.713773574244e-05, 2.032833333333e-02, 1.062709674300e-04, 1.015500000000e-02, 7.511102892829e-05, 1.017333333333e-02, 7.517879921794e-05,               -nan,               -nan, 7.185555555556e-03, 8.935295528008e-05
 3.300000000000e-01, 2.165992218752e-02, 9.364313449474e-05, 1.083299747470e-02, 6.622497716288e-05, 1.082692471283e-02, 6.620641236146e-05,               -nan,               -nan, 7.926168792870e-03, 8.011136883232e-05, 2.972277777778e-02, 1.285015732238e-04, 1.486555555556e-02, 9.087707067962e-05, 1.485722222222e-02, 9.085159517410e-05,               -nan,               -nan, 1.087666666667e-02, 1.099326393078e-04
 3.900000000000e-01, 2.159864626696e-02, 7.915522684625e-05, 1.077365017405e-02, 5.590462862191e-05, 1.082499609292e-02, 5.603768763723e-05,               -nan,               -nan, 7.807480567176e-03, 6.730336613663e-05, 4.136388888889e-02, 1.515913528919e-04, 2.063277777778e-02, 1.070637862257e-04, 2.073111111111e-02, 1.073186095261e-04,               -nan,               -nan, 1.495222222222e-02, 1.288936780719e-04
 4.500000000000e-01, 2.125379455907e-02, 6.806801396321e-05, 1.056716621663e-02, 4.799589664771e-05, 1.068662834244e-02, 4.826643170858e-05,               -nan,               -nan, 7.911095886485e-03, 5.872975135197e-05, 5.416444444444e-02, 1.734686081823e-04, 2.693000000000e-02, 1.223156208794e-04, 2.723444444444e-02, 1.230050686500e-04,               -nan,               -nan, 2.016111111111e-02, 1.496704198160e-04
 5.100000000000e-01, 2.100215718892e-02, 5.971319070015e-05, 1.045379593994e-02, 4.212843582788e-05, 1.054836124898e-02, 4.231855430292e-05,               -nan,               -nan, 7.841959828271e-03, 5.160189253081e-05, 6.872500000000e-02, 1.953984533090e-04, 3.420777777778e-02, 1.378561604995e-04, 3.451722222222e-02, 1.384782819358e-04,               -nan,               -nan, 2.566111111111e-02, 1.688559909479e-04
 5.700000000000e-01, 2.077135686582e-02, 5.313931852816e-05, 1.037623017155e-02, 3.755807678152e-05, 1.039512669428e-02, 3.759226040173e-05,               -nan,               -nan, 7.726094818401e-03, 4.583302920517e-05, 8.488388888889e-02, 2.171582741905e-04, 4.240333333333e-02, 1.534842252722e-04, 4.248055555556e-02, 1.536239194982e-04,               -nan,               -nan, 3.157333333333e-02, 1.873005111618e-04
