# PRETRAINING
#                 K,       elapsed time,   acceptance ratio 
   1.1276135572e-02,   6.7721342000e-01,   9.4980000000e-01
   8.6340378157e-03,   6.1490994200e-01,   9.5600000000e-01
   1.4300396156e-02,   6.2502422800e-01,   9.5420000000e-01
   4.5847026165e-02,   6.5030764700e-01,   9.5060000000e-01
   1.0875909481e-01,   6.5560998800e-01,   9.4720000000e-01
   1.6759599752e-01,   6.5472710900e-01,   9.5240000000e-01
   1.6142313014e-01,   6.3165972100e-01,   9.4800000000e-01
   1.2630101937e-01,   6.3237605700e-01,   9.4920000000e-01
   1.6238492805e-01,   6.3753836500e-01,   9.5400000000e-01
   1.5037525816e-01,   6.2713166400e-01,   9.5220000000e-01
   2.8944386532e-01,   6.3772558300e-01,   9.5440000000e-01
   3.9787124554e-01,   6.2670549700e-01,   9.5120000000e-01
   5.0243800463e-01,   6.3711844800e-01,   9.5280000000e-01
   5.2545544323e-01,   6.9902346100e-01,   9.5180000000e-01
   6.0727213828e-01,   7.0291739500e-01,   9.5840000000e-01
   6.3294568509e-01,   7.1726075300e-01,   9.5080000000e-01
   5.0242796885e-01,   7.0521576500e-01,   9.5480000000e-01
   5.9017857303e-01,   7.1676191500e-01,   9.5500000000e-01
   8.3736598653e-01,   7.5304938300e-01,   9.4980000000e-01
   3.9285832606e-01,   7.3770491300e-01,   9.5180000000e-01
   5.7940153587e-01,   8.1978437000e-01,   9.5240000000e-01
   6.7882806701e-01,   8.5934070800e-01,   9.5340000000e-01
   7.3485999915e-01,   8.2985783200e-01,   9.5180000000e-01
   9.0562614145e-01,   8.1220330600e-01,   9.5020000000e-01
   7.1079746699e-01,   7.2331215900e-01,   9.5040000000e-01
   6.9407732398e-01,   7.8691201200e-01,   9.5700000000e-01
   8.4333135326e-01,   8.3472420800e-01,   9.4340000000e-01
   9.1280890688e-01,   7.7648942200e-01,   9.5340000000e-01
   8.9885008080e-01,   7.8227328200e-01,   9.5500000000e-01
   8.1097487551e-01,   7.6325129700e-01,   9.5540000000e-01
   9.0263094502e-01,   7.2018732900e-01,   9.5000000000e-01
   9.3294710654e-01,   6.9126543100e-01,   9.5180000000e-01
   9.4278359248e-01,   6.8895917300e-01,   9.5640000000e-01
   8.9967405044e-01,   7.1363832500e-01,   9.5160000000e-01
   9.2698954143e-01,   7.0682518100e-01,   9.5300000000e-01
   9.4854261001e-01,   7.4986771400e-01,   9.5160000000e-01
   9.2371626805e-01,   7.1015881400e-01,   9.5060000000e-01
   9.5584524958e-01,   7.0006579200e-01,   9.5020000000e-01
   9.4486493337e-01,   6.8851180600e-01,   9.5360000000e-01
   9.8057910670e-01,   7.5806370500e-01,   9.5120000000e-01
   9.3897584628e-01,   7.5166506500e-01,   9.5040000000e-01
   9.5505787199e-01,   6.9453056600e-01,   9.5240000000e-01
   9.5515661527e-01,   7.4319346000e-01,   9.4700000000e-01
   9.7553952335e-01,   6.9842387600e-01,   9.5760000000e-01
   9.6791142044e-01,   7.3577478400e-01,   9.5500000000e-01
   9.6397158346e-01,   7.1635402700e-01,   9.5140000000e-01
   9.5713342492e-01,   6.9689088400e-01,   9.5560000000e-01
   9.7070231867e-01,   7.1103507500e-01,   9.5280000000e-01
   9.9092864299e-01,   6.9771351500e-01,   9.4920000000e-01
   9.7515253473e-01,   6.8984209000e-01,   9.5500000000e-01
   9.8978366602e-01,   7.0172431900e-01,   9.5200000000e-01
   9.7249752508e-01,   7.6827895000e-01,   9.4600000000e-01
   9.8866689887e-01,   7.4587089900e-01,   9.5340000000e-01
