# PRETRAINING
#                 K,       elapsed time,   acceptance ratio 
 9.602913330118e-02, 3.676060252471e-02, 2.291618346581e-03, 1.100000000000e-02, 3.839042267000e+00, 8.422857142857e-01,               7000
 1.913681686356e-01, 2.223344386393e-02, 1.782191422456e-03, 1.200000000000e-02, 4.140955942000e+00, 9.235714285714e-01,               7000
 1.148826260375e-01, 2.885908076815e-02, 2.030449660549e-03, 1.300000000000e-02, 3.771623917000e+00, 8.787142857143e-01,               7000
 1.084061521425e-01, 4.167894220893e-02, 2.440109546983e-03, 1.400000000000e-02, 3.971532377000e+00, 8.302857142857e-01,               7000
 1.293498825702e-01, 6.336029210098e-02, 3.008566153526e-03, 1.500000000000e-02, 3.885856170000e+00, 8.208571428571e-01,               7000
 1.493418230634e-01, 7.293375819112e-02, 3.227864357902e-03, 1.600000000000e-02, 3.826627672000e+00, 8.217142857143e-01,               7000
 1.381973025477e-01, 8.592750096267e-02, 3.503620595952e-03, 1.700000000000e-02, 4.042074796000e+00, 8.458571428571e-01,               7000
 1.454035673427e-01, 7.391494548204e-02, 3.249504258499e-03, 1.800000000000e-02, 3.794565170000e+00, 8.508571428571e-01,               7000
 1.395386597064e-01, 7.506603136544e-02, 3.274708959051e-03, 1.900000000000e-02, 3.764381041000e+00, 8.638571428571e-01,               7000
 1.339138927444e-01, 5.594463602603e-02, 2.827028627528e-03, 2.000000000000e-02, 3.769740041000e+00, 8.832857142857e-01,               7000
 1.370025960081e-01, 4.837712795757e-02, 2.628881564402e-03, 2.100000000000e-02, 3.752385185000e+00, 9.018571428571e-01,               7000
 1.541180023762e-01, 4.336326565540e-02, 2.488925920249e-03, 2.200000000000e-02, 3.785342195000e+00, 8.997142857143e-01,               7000
 1.205128765736e-01, 5.830995865327e-02, 2.886172914661e-03, 2.300000000000e-02, 3.765745152000e+00, 8.731428571429e-01,               7000
 1.616313612070e-01, 8.591930340372e-02, 3.503453467727e-03, 2.400000000000e-02, 3.818093790000e+00, 8.347142857143e-01,               7000
 1.380885815800e-01, 7.000494711101e-02, 3.162389402041e-03, 2.500000000000e-02, 3.755918304000e+00, 8.797142857143e-01,               7000
 1.386258696920e-01, 6.614947530438e-02, 3.074073038085e-03, 2.600000000000e-02, 3.831953038000e+00, 8.887142857143e-01,               7000
 1.347858371954e-01, 5.665441147353e-02, 2.844905508688e-03, 2.700000000000e-02, 3.814966930000e+00, 9.017142857143e-01,               7000
 1.331029943800e-01, 5.129783515959e-02, 2.707076313231e-03, 2.800000000000e-02, 3.796003557000e+00, 9.147142857143e-01,               7000
 2.509138533621e-01, 3.365083493607e-02, 2.192546951316e-03, 2.900000000000e-02, 3.767020511000e+00, 9.582857142857e-01,               7000
 1.362873318644e-01, 5.440446020450e-02, 2.787842489005e-03, 3.000000000000e-02, 3.773133936000e+00, 8.980000000000e-01,               7000
 1.262037336716e-01, 6.092459092998e-02, 2.950171688224e-03, 3.100000000000e-02, 4.057758803000e+00, 8.810000000000e-01,               7000
 1.399730343921e-01, 6.996037199979e-02, 3.161382428165e-03, 3.200000000000e-02, 4.065976363000e+00, 8.585714285714e-01,               7000
 1.448334610195e-01, 6.660541736604e-02, 3.084649027640e-03, 3.300000000000e-02, 3.792626606000e+00, 8.764285714286e-01,               7000
 1.392659854672e-01, 5.911610779272e-02, 2.906055446151e-03, 3.400000000000e-02, 3.834139303000e+00, 8.964285714286e-01,               7000
 1.253969812841e-01, 5.672816688208e-02, 2.846756723062e-03, 3.500000000000e-02, 3.816247891000e+00, 8.987142857143e-01,               7000
 1.236382049402e-01, 5.054626386953e-02, 2.687172275554e-03, 3.600000000000e-02, 3.777061252000e+00, 9.165714285714e-01,               7000
 1.248458442590e-01, 3.478591020464e-02, 2.229218639685e-03, 3.700000000000e-02, 3.768282476000e+00, 9.190000000000e-01,               7000
 1.520211780510e-01, 2.412559335245e-02, 1.856478746462e-03, 3.800000000000e-02, 3.773754011000e+00, 9.358571428571e-01,               7000
 1.149686574132e-01, 4.007919145988e-02, 2.392822346097e-03, 3.900000000000e-02, 3.828795138000e+00, 9.062857142857e-01,               7000
 1.229786255121e-01, 5.439078450076e-02, 2.787492075601e-03, 4.000000000000e-02, 3.784129074000e+00, 8.868571428571e-01,               7000
 1.343385516396e-01, 7.480308878896e-02, 3.268968574532e-03, 4.100000000000e-02, 3.793567674000e+00, 8.691428571429e-01,               7000
 1.471017635075e-01, 6.903115127490e-02, 3.140317346905e-03, 4.200000000000e-02, 3.779444928000e+00, 8.701428571429e-01,               7000
 1.402095746205e-01, 6.592403627200e-02, 3.068830309324e-03, 4.300000000000e-02, 3.787395312000e+00, 8.827142857143e-01,               7000
 1.437141993200e-01, 6.083360648596e-02, 2.947967980199e-03, 4.400000000000e-02, 3.775602468000e+00, 8.964285714286e-01,               7000
 1.276552660567e-01, 5.784860460623e-02, 2.874732400123e-03, 4.500000000000e-02, 3.791399956000e+00, 9.135714285714e-01,               7000
 1.268686166570e-01, 3.722785597235e-02, 2.306136409432e-03, 4.600000000000e-02, 3.771379162000e+00, 9.360000000000e-01,               7000
 1.318836030313e-01, 2.972958976920e-02, 2.060845518893e-03, 4.700000000000e-02, 3.730069951000e+00, 9.412857142857e-01,               7000
 1.418889854945e-01, 5.011427025946e-02, 2.675664677353e-03, 4.800000000000e-02, 3.797804160000e+00, 8.958571428571e-01,               7000
 1.314022491407e-01, 5.762881702047e-02, 2.869266133662e-03, 4.900000000000e-02, 3.888224083000e+00, 8.814285714286e-01,               7000
 1.410154928143e-01, 6.744121110793e-02, 3.103942449483e-03, 5.000000000000e-02, 3.884766355000e+00, 8.551428571429e-01,               7000
 1.339968039106e-01, 6.256766167494e-02, 2.989688509215e-03, 5.100000000000e-02, 4.047047831000e+00, 8.858571428571e-01,               7000
 1.488937611932e-01, 6.951579582464e-02, 3.151321623533e-03, 5.200000000000e-02, 4.034128591000e+00, 8.744285714286e-01,               7000
 1.334120569183e-01, 4.762983699736e-02, 2.608498117345e-03, 5.300000000000e-02, 3.931120631000e+00, 9.120000000000e-01,               7000
 1.057820255304e-01, 1.472991914570e-02, 1.450611651570e-03, 5.400000000000e-02, 4.088322402000e+00, 9.481428571429e-01,               7000
 8.954936686213e-02, 1.560082977241e-02, 1.492879756540e-03, 5.500000000000e-02, 4.742177865000e+00, 9.271428571429e-01,               7000
 9.232389378210e-02, 1.980624509271e-02, 1.682100943663e-03, 5.600000000000e-02, 4.181796295000e+00, 9.104285714286e-01,               7000
 9.242107048904e-02, 2.089231488717e-02, 1.727604240691e-03, 5.700000000000e-02, 3.919866190000e+00, 9.025714285714e-01,               7000
 9.349632497450e-02, 1.895266711011e-02, 1.645455521390e-03, 5.800000000000e-02, 4.050672659000e+00, 8.998571428571e-01,               7000
 9.608271158194e-02, 2.021265053459e-02, 1.699270874505e-03, 5.900000000000e-02, 4.406828366000e+00, 9.031428571429e-01,               7000
 9.088098296511e-02, 2.020815242677e-02, 1.699081786763e-03, 6.000000000000e-02, 4.101032855000e+00, 8.992857142857e-01,               7000
 9.274254104764e-02, 1.906937188968e-02, 1.650513854604e-03, 6.100000000000e-02, 3.832729512000e+00, 8.964285714286e-01,               7000
 8.839064747577e-02, 2.231011982979e-02, 1.785261878741e-03, 6.200000000000e-02, 3.780512818000e+00, 8.942857142857e-01,               7000
 8.690037192475e-02, 1.487223586411e-02, 1.457602525877e-03, 6.300000000000e-02, 4.091585598000e+00, 9.112857142857e-01,               7000
 8.297376443708e-02, 1.406506711651e-02, 1.417496138393e-03, 6.400000000000e-02, 4.749833346000e+00, 9.150000000000e-01,               7000
 8.782424838484e-02, 1.164176351299e-02, 1.289615862683e-03, 6.500000000000e-02, 4.886365608000e+00, 9.255714285714e-01,               7000
 8.856162443006e-02, 1.329909926860e-02, 1.378358198759e-03, 6.600000000000e-02, 4.226961930000e+00, 9.350000000000e-01,               7000
 8.758273483556e-02, 1.254421509544e-02, 1.338667519558e-03, 6.700000000000e-02, 4.335963692000e+00, 9.234285714286e-01,               7000
 8.334607319218e-02, 1.344209424082e-02, 1.385748598144e-03, 6.800000000000e-02, 4.299779079000e+00, 9.132857142857e-01,               7000
 8.033023971513e-02, 1.497734258863e-02, 1.462744123148e-03, 6.900000000000e-02, 4.314405285000e+00, 9.118571428571e-01,               7000
 8.397391439450e-02, 1.674481979250e-02, 1.546647055153e-03, 7.000000000000e-02, 4.211213248000e+00, 9.007142857143e-01,               7000
 8.500849922118e-02, 1.256498503565e-02, 1.339775302891e-03, 7.100000000000e-02, 4.049596739000e+00, 9.100000000000e-01,               7000
 8.593589703851e-02, 1.607703603463e-02, 1.515493132125e-03, 7.200000000000e-02, 3.981995528000e+00, 9.018571428571e-01,               7000
 7.953545763432e-02, 1.491707494896e-02, 1.459798173377e-03, 7.300000000000e-02, 4.028340365000e+00, 9.114285714286e-01,               7000
 7.922617882220e-02, 1.448182281950e-02, 1.438343433036e-03, 7.400000000000e-02, 4.149813639000e+00, 9.151428571429e-01,               7000
 8.174399536216e-02, 1.272530445662e-02, 1.348295455996e-03, 7.500000000000e-02, 4.020477093000e+00, 9.050000000000e-01,               7000
 8.046595612180e-02, 1.129966453355e-02, 1.270526580008e-03, 7.600000000000e-02, 3.924860130000e+00, 9.184285714286e-01,               7000
 7.867599788342e-02, 1.150515413284e-02, 1.282027085341e-03, 7.700000000000e-02, 3.964561636000e+00, 9.298571428571e-01,               7000
 8.168580663827e-02, 1.154424778882e-02, 1.284203354437e-03, 7.800000000000e-02, 3.847473137000e+00, 9.340000000000e-01,               7000
 8.720966602277e-02, 9.541986745753e-03, 1.167536279384e-03, 7.900000000000e-02, 3.825710476000e+00, 9.267142857143e-01,               7000
 8.093574573597e-02, 9.698880925271e-03, 1.177095755619e-03, 8.000000000000e-02, 3.913176908000e+00, 9.212857142857e-01,               7000
 7.967284569431e-02, 1.151542113825e-02, 1.282598987450e-03, 8.100000000000e-02, 3.849478021000e+00, 9.098571428571e-01,               7000
 7.841403993287e-02, 1.183453447019e-02, 1.300249122844e-03, 8.200000000000e-02, 3.842785766000e+00, 9.111428571429e-01,               7000
 7.670153830967e-02, 1.308541882800e-02, 1.367240120410e-03, 8.300000000000e-02, 3.835422519000e+00, 9.044285714286e-01,               7000
 7.762793942346e-02, 1.443494314389e-02, 1.436013486999e-03, 8.400000000000e-02, 3.867409321000e+00, 8.932857142857e-01,               7000
 8.459259031519e-02, 1.032580256620e-02, 1.214542980842e-03, 8.500000000000e-02, 3.808046778000e+00, 8.888571428571e-01,               7000
 8.030777565083e-02, 1.404834490507e-02, 1.416653244450e-03, 8.600000000000e-02, 4.100925433000e+00, 8.914285714286e-01,               7000
 7.830515067004e-02, 8.220856775519e-03, 1.083701116908e-03, 8.700000000000e-02, 4.223588755000e+00, 8.904285714286e-01,               7000
 7.717114994077e-02, 1.198317329893e-02, 1.308389047588e-03, 8.800000000000e-02, 4.005452209000e+00, 8.905714285714e-01,               7000
 7.672517755281e-02, 1.257690537394e-02, 1.340410671289e-03, 8.900000000000e-02, 3.932216256000e+00, 9.038571428571e-01,               7000
 7.537055466201e-02, 9.978993622219e-03, 1.193972578186e-03, 9.000000000000e-02, 3.866227543000e+00, 9.050000000000e-01,               7000
 6.975058214859e-02, 1.324210522605e-02, 1.375401511562e-03, 9.100000000000e-02, 3.819506064000e+00, 9.235714285714e-01,               7000
 7.671909087701e-02, 9.500109861524e-03, 1.164971481044e-03, 9.200000000000e-02, 3.882699127000e+00, 9.254285714286e-01,               7000
 7.460584698740e-02, 7.305820773040e-03, 1.021610827009e-03, 9.300000000000e-02, 4.233859285000e+00, 9.244285714286e-01,               7000
 7.504583564241e-02, 8.358960036351e-03, 1.092765824891e-03, 9.400000000000e-02, 3.877728441000e+00, 9.302857142857e-01,               7000
 7.375159356271e-02, 1.027948040186e-02, 1.211815662659e-03, 9.500000000000e-02, 3.979139919000e+00, 9.272857142857e-01,               7000
 7.419662201829e-02, 6.347089561859e-03, 9.522221800954e-04, 9.600000000000e-02, 4.098711189000e+00, 9.215714285714e-01,               7000
 7.393257516834e-02, 8.306997720920e-03, 1.089364016356e-03, 9.700000000000e-02, 3.906391792000e+00, 9.170000000000e-01,               7000
 7.384930162846e-02, 7.382876933191e-03, 1.026984276774e-03, 9.800000000000e-02, 3.791676675000e+00, 9.121428571429e-01,               7000
 7.069681737430e-02, 9.360054500341e-03, 1.156352300515e-03, 9.900000000000e-02, 3.796960404000e+00, 9.055714285714e-01,               7000
 7.253537850277e-02, 9.300538356661e-03, 1.152670090124e-03, 1.000000000000e-01, 3.823882326000e+00, 9.052857142857e-01,               7000
 7.496949731652e-02, 6.230433229110e-03, 9.434309142024e-04, 1.010000000000e-01, 3.825387531000e+00, 8.971428571429e-01,               7000
 7.149835028589e-02, 6.037411923218e-03, 9.287020068905e-04, 1.020000000000e-01, 3.828930859000e+00, 9.048571428571e-01,               7000
 7.126869071372e-02, 9.197588219495e-03, 1.146272731165e-03, 1.030000000000e-01, 3.850684645000e+00, 8.878571428571e-01,               7000
 7.188050366489e-02, 5.991568884104e-03, 9.251693963890e-04, 1.040000000000e-01, 3.778249588000e+00, 8.951428571429e-01,               7000
 7.012997099120e-02, 7.266129794241e-03, 1.018831949850e-03, 1.050000000000e-01, 3.808564158000e+00, 9.055714285714e-01,               7000
 6.955641805156e-02, 5.917726373361e-03, 9.194506413662e-04, 1.060000000000e-01, 3.917009107000e+00, 9.121428571429e-01,               7000
 7.028627664920e-02, 8.876309673652e-03, 1.126074704046e-03, 1.070000000000e-01, 3.931333612000e+00, 9.158571428571e-01,               7000
 6.744636353776e-02, 7.151011238558e-03, 1.010728961730e-03, 1.080000000000e-01, 3.784378287000e+00, 9.255714285714e-01,               7000
 6.864684168779e-02, 9.340581650355e-03, 1.155148824695e-03, 1.090000000000e-01, 3.848609936000e+00, 9.258571428571e-01,               7000
 7.131038376568e-02, 6.662355926021e-03, 9.755845080200e-04, 1.100000000000e-01, 3.814561330000e+00, 9.265714285714e-01,               7000
 6.590252055729e-02, 6.350125343535e-03, 9.524498744617e-04, 1.110000000000e-01, 3.772186560000e+00, 9.342857142857e-01,               7000
 6.946981727861e-02, 6.241762892145e-03, 9.442883104029e-04, 1.120000000000e-01, 3.758129278000e+00, 9.248571428571e-01,               7000
 6.945528028246e-02, 1.570518766296e-02, 1.497864559152e-03, 1.130000000000e-01, 3.778801404000e+00, 9.194285714286e-01,               7000
 6.782787612400e-02, 4.006470048295e-03, 7.565400610953e-04, 1.140000000000e-01, 3.861600360000e+00, 9.175714285714e-01,               7000
 6.761383427866e-02, 6.183810819791e-03, 9.398944332660e-04, 1.150000000000e-01, 3.814182521000e+00, 9.197142857143e-01,               7000
 6.804016051504e-02, 4.632948489188e-03, 8.135415073429e-04, 1.160000000000e-01, 3.752140306000e+00, 9.107142857143e-01,               7000
 6.587141865640e-02, 4.745092502904e-03, 8.233288271145e-04, 1.170000000000e-01, 3.766042266000e+00, 9.078571428571e-01,               7000
 6.916250500749e-02, 5.283822003210e-03, 8.688105171694e-04, 1.180000000000e-01, 3.831980928000e+00, 9.074285714286e-01,               7000
 6.370083912782e-02, 6.286336477187e-03, 9.476539812451e-04, 1.190000000000e-01, 3.818482812000e+00, 9.124285714286e-01,               7000
 6.759312783179e-02, 4.834725110569e-03, 8.310685987303e-04, 1.200000000000e-01, 3.779851002000e+00, 9.031428571429e-01,               7000
 6.603234446180e-02, 6.386334472824e-03, 9.551615026359e-04, 1.210000000000e-01, 3.790914164000e+00, 8.990000000000e-01,               7000
 6.686171004838e-02, 3.673288607049e-03, 7.244001071871e-04, 1.220000000000e-01, 3.779576359000e+00, 9.168571428571e-01,               7000
 6.474202050050e-02, 8.971585114563e-03, 1.132102034433e-03, 1.230000000000e-01, 3.795421250000e+00, 9.037142857143e-01,               7000
 6.686236330080e-02, 4.176430198200e-03, 7.724201482724e-04, 1.240000000000e-01, 3.817911249000e+00, 9.064285714286e-01,               7000
 6.681798031848e-02, 3.551783227663e-03, 7.123184708765e-04, 1.250000000000e-01, 3.754276717000e+00, 9.084285714286e-01,               7000
 6.547677534765e-02, 2.430624824753e-03, 5.892640476237e-04, 1.260000000000e-01, 3.787618049000e+00, 9.025714285714e-01,               7000
 6.394096947611e-02, 5.416745888625e-03, 8.796708709694e-04, 1.270000000000e-01, 3.769352314000e+00, 9.102857142857e-01,               7000
 6.538302660097e-02, 2.813328654175e-03, 6.339590629162e-04, 1.280000000000e-01, 3.789199053000e+00, 9.038571428571e-01,               7000
 6.709412542345e-02, 3.011819658930e-03, 6.559420334723e-04, 1.290000000000e-01, 3.842062550000e+00, 9.102857142857e-01,               7000
 6.382254920690e-02, 4.536012794915e-03, 8.049856072285e-04, 1.300000000000e-01, 3.800260979000e+00, 8.938571428571e-01,               7000
 6.532115833463e-02, 3.557661284997e-03, 7.129076563119e-04, 1.310000000000e-01, 3.800652164000e+00, 8.984285714286e-01,               7000
 6.422908108151e-02, 6.376355207522e-03, 9.544149447640e-04, 1.320000000000e-01, 4.059034118000e+00, 8.954285714286e-01,               7000
 6.739428427522e-02, 3.988350090012e-03, 7.548273303035e-04, 1.330000000000e-01, 3.948977521000e+00, 8.885714285714e-01,               7000
 6.701974675260e-02, 3.236873057817e-03, 6.800076740971e-04, 1.340000000000e-01, 3.875547267000e+00, 8.980000000000e-01,               7000
 6.623402933453e-02, 4.014338456423e-03, 7.572825908114e-04, 1.350000000000e-01, 3.867214717000e+00, 8.990000000000e-01,               7000
 6.574435718287e-02, 2.813803114238e-03, 6.340125183800e-04, 1.360000000000e-01, 4.286228958000e+00, 9.067142857143e-01,               7000
 6.525442406447e-02, 4.584063201281e-03, 8.092380191338e-04, 1.370000000000e-01, 3.949875375000e+00, 9.080000000000e-01,               7000
 6.428464855638e-02, 3.346883637013e-03, 6.914667265017e-04, 1.380000000000e-01, 3.869238473000e+00, 9.228571428571e-01,               7000
 6.412229169443e-02, 1.103870025283e-02, 1.255769556478e-03, 1.390000000000e-01, 3.908684555000e+00, 9.110000000000e-01,               7000
 6.271946177412e-02, 3.811839728199e-03, 7.379353173550e-04, 1.400000000000e-01, 3.948818408000e+00, 9.135714285714e-01,               7000
 6.336666291861e-02, 5.113981917070e-03, 8.547332012363e-04, 1.410000000000e-01, 4.115309961000e+00, 9.124285714286e-01,               7000
 6.558454775525e-02, 3.642576463291e-03, 7.213654179294e-04, 1.420000000000e-01, 3.918384307000e+00, 9.155714285714e-01,               7000
 6.468449693595e-02, 4.342184936427e-03, 7.875989676068e-04, 1.430000000000e-01, 4.011936299000e+00, 9.130000000000e-01,               7000
 6.335100147559e-02, 5.192782835964e-03, 8.612932830479e-04, 1.440000000000e-01, 4.517570158000e+00, 9.180000000000e-01,               7000
 6.389031180682e-02, 3.421729830810e-03, 6.991555958859e-04, 1.450000000000e-01, 4.372391085000e+00, 9.105714285714e-01,               7000
 6.470338656127e-02, 4.064522757053e-03, 7.620013832996e-04, 1.460000000000e-01, 4.551772597000e+00, 9.057142857143e-01,               7000
 6.513544208681e-02, 6.568042694891e-03, 9.686546410129e-04, 1.470000000000e-01, 3.868634295000e+00, 9.065714285714e-01,               7000
 6.238984769454e-02, 5.434938475567e-03, 8.811468562186e-04, 1.480000000000e-01, 3.787906395000e+00, 9.015714285714e-01,               7000
 6.512947538348e-02, 2.263782346809e-03, 5.686804710166e-04, 1.490000000000e-01, 3.781902679000e+00, 9.090000000000e-01,               7000
 6.507606598573e-02, 3.103041681259e-03, 6.658015235424e-04, 1.500000000000e-01, 3.813072942000e+00, 9.097142857143e-01,               7000
 6.446843639193e-02, 3.839700577939e-03, 7.406272031132e-04, 1.510000000000e-01, 3.835854327000e+00, 9.055714285714e-01,               7000
 6.269531533601e-02, 3.867487385910e-03, 7.433022251999e-04, 1.520000000000e-01, 3.828349994000e+00, 9.120000000000e-01,               7000
 6.157595609430e-02, 5.250105619532e-03, 8.660341150928e-04, 1.530000000000e-01, 3.804230890000e+00, 9.160000000000e-01,               7000
 6.216381563063e-02, 4.003947729426e-03, 7.563018793941e-04, 1.540000000000e-01, 3.810135833000e+00, 9.140000000000e-01,               7000
