# PRETRAINING
#                 K,       elapsed time,   acceptance ratio 
   4.3615113532e-01,   1.1384505460e+00,   9.2280000000e-01
   4.6366738618e-01,   1.0507080610e+00,   9.1680000000e-01
   5.2408654143e-01,   9.1903218100e-01,   9.1100000000e-01
   5.4390676753e-01,   9.1362017200e-01,   9.1360000000e-01
   6.3811861716e-01,   9.1775338400e-01,   9.1260000000e-01
   6.4337749298e-01,   9.2282839800e-01,   9.1520000000e-01
   7.0075430137e-01,   9.1467968400e-01,   9.1720000000e-01
   7.6944784552e-01,   1.0457767720e+00,   9.2360000000e-01
   8.1442221716e-01,   9.8567539200e-01,   9.1680000000e-01
   7.8515227383e-01,   9.1741186400e-01,   9.1440000000e-01
   8.4717135789e-01,   9.3141509400e-01,   9.1960000000e-01
   8.2509192598e-01,   9.4573312500e-01,   9.1100000000e-01
   8.2318561716e-01,   1.0175393670e+00,   9.1900000000e-01
   8.7413305466e-01,   1.0198302740e+00,   9.2040000000e-01
   7.0419555123e-01,   9.7056828200e-01,   9.2100000000e-01
   8.5480491149e-01,   9.5732478900e-01,   9.2000000000e-01
   8.4923989727e-01,   1.0758570520e+00,   9.0860000000e-01
   7.6381912192e-01,   9.9624898200e-01,   9.0420000000e-01
   8.6189099373e-01,   9.3575055200e-01,   9.1060000000e-01
   8.8777766823e-01,   9.6952892900e-01,   9.1700000000e-01
   8.6500889644e-01,   9.6569702400e-01,   9.3060000000e-01
   8.7671239182e-01,   9.5559390500e-01,   9.1580000000e-01
   8.3926217237e-01,   9.5594870900e-01,   9.2240000000e-01
   8.7347334520e-01,   9.3221915900e-01,   9.1180000000e-01
   8.4991667444e-01,   9.2073243000e-01,   9.1680000000e-01
   8.8216357104e-01,   9.2698773300e-01,   9.1680000000e-01
   8.7906348404e-01,   9.2904014000e-01,   9.1840000000e-01
   9.0234699091e-01,   9.3026804500e-01,   9.1720000000e-01
   8.8944051688e-01,   9.1368831400e-01,   9.1380000000e-01
   8.9634369830e-01,   9.3730126700e-01,   9.1360000000e-01
   9.0108740477e-01,   9.2533174400e-01,   9.1720000000e-01
   9.0181633123e-01,   9.3712097100e-01,   9.2420000000e-01
   9.0370977472e-01,   9.3070542600e-01,   9.1880000000e-01
   9.1082956517e-01,   9.2566281900e-01,   9.1740000000e-01
   9.1250241545e-01,   9.3008833100e-01,   9.1680000000e-01
   8.9816264654e-01,   9.1692170800e-01,   9.1880000000e-01
   6.7198688039e-01,   9.2642302900e-01,   9.1080000000e-01
   8.8568071268e-01,   9.2295052500e-01,   9.1700000000e-01
   8.8155316430e-01,   9.2229992700e-01,   9.1140000000e-01
   9.0804627487e-01,   9.2831464100e-01,   9.1300000000e-01
   9.0907534154e-01,   9.3012604700e-01,   9.1640000000e-01
   8.7513656015e-01,   9.2562428800e-01,   9.1620000000e-01
   9.0809758873e-01,   9.6431721500e-01,   9.1400000000e-01
   9.0900806927e-01,   9.6599042000e-01,   9.1460000000e-01
   8.9251694758e-01,   9.6640232300e-01,   9.1460000000e-01
   9.2185672551e-01,   9.2503636900e-01,   9.1860000000e-01
   9.2159730957e-01,   9.2194271400e-01,   9.1800000000e-01
   9.0831053201e-01,   9.5566631200e-01,   9.1800000000e-01
   9.1331899783e-01,   1.1059365470e+00,   9.1720000000e-01
   9.2074035713e-01,   1.0753794760e+00,   9.1260000000e-01
   9.1421645335e-01,   9.5147131500e-01,   9.1460000000e-01
   9.1253524849e-01,   9.5187811800e-01,   9.2020000000e-01
   9.2682958829e-01,   9.9927288200e-01,   9.1460000000e-01
   8.7735817381e-01,   9.9499183400e-01,   9.0880000000e-01
   9.2198198879e-01,   1.0823068420e+00,   9.1880000000e-01
   9.2589856807e-01,   9.6005768000e-01,   9.1900000000e-01
   9.2021678467e-01,   9.3085362000e-01,   9.1420000000e-01
   9.3167946584e-01,   9.2066938000e-01,   9.2000000000e-01
   8.6726651009e-01,   9.2277902100e-01,   9.2460000000e-01
   9.1669980753e-01,   9.3353004600e-01,   9.1960000000e-01
   8.3728359514e-01,   9.2977544100e-01,   9.2000000000e-01
   9.1267077821e-01,   9.3139744700e-01,   9.2140000000e-01
   7.5379498884e-01,   9.2220313000e-01,   9.2780000000e-01
   9.1423025231e-01,   9.2989394900e-01,   9.2040000000e-01
