# PRETRAINING
#                 K,       elapsed time,   acceptance ratio 
   5.1045298145e-03,   6.3574047300e-01,   9.3080000000e-01
   5.9360967252e-03,   6.3811323400e-01,   9.3080000000e-01
   7.5281922688e-03,   6.3342401400e-01,   9.3580000000e-01
   9.5904577146e-03,   6.3725760400e-01,   9.3280000000e-01
   7.1001986249e-03,   6.6217707000e-01,   9.3900000000e-01
   7.7609707488e-03,   6.6472047400e-01,   9.3760000000e-01
   7.8430532075e-03,   6.8153218100e-01,   9.3980000000e-01
   1.7248458387e-02,   6.5338748400e-01,   9.3320000000e-01
   3.6151309259e-02,   6.5541741400e-01,   9.3340000000e-01
   1.6396023113e-01,   6.4455236900e-01,   9.3420000000e-01
   9.0997200981e-02,   6.4244298600e-01,   9.3180000000e-01
   3.7753957987e-02,   7.0177858500e-01,   9.3580000000e-01
   2.5252220581e-02,   6.6297219600e-01,   9.3380000000e-01
   2.5265401703e-02,   6.3648817500e-01,   9.3800000000e-01
   3.0892119331e-02,   6.3399265700e-01,   9.3380000000e-01
   2.5269650927e-02,   6.5921910400e-01,   9.2900000000e-01
   3.6119188659e-02,   6.5702826500e-01,   9.3480000000e-01
   3.5839393554e-02,   6.4565600700e-01,   9.3640000000e-01
   4.4168588359e-02,   6.3194288500e-01,   9.3140000000e-01
   1.1263428728e-01,   6.5848940400e-01,   9.3600000000e-01
   6.7105666448e-02,   6.8074257300e-01,   9.3280000000e-01
   1.3129779240e-02,   7.0406250500e-01,   9.3780000000e-01
   6.3033578043e-03,   6.6275265800e-01,   9.3340000000e-01
   2.2761625651e-03,   6.4768093800e-01,   9.3000000000e-01
   2.0361625058e-03,   6.7812568500e-01,   9.3740000000e-01
   2.1351862463e-03,   6.5332580700e-01,   9.3360000000e-01
   1.5477194912e-03,   6.4983673600e-01,   9.3300000000e-01
   6.4897475407e-04,   6.8122121500e-01,   9.3800000000e-01
   1.3874697462e-03,   6.5790235800e-01,   9.3420000000e-01
   7.6257894761e-04,   6.5207582800e-01,   9.3280000000e-01
   3.2353405977e-04,   6.8422381100e-01,   9.4160000000e-01
   8.1994870241e-04,   8.7306568800e-01,   9.3580000000e-01
   4.6742569906e-04,   8.4982571900e-01,   9.3680000000e-01
   1.2075431689e-03,   8.2048169100e-01,   9.4240000000e-01
   5.3558601348e-04,   8.2097508500e-01,   9.4060000000e-01
   4.3217597088e-04,   8.7673393100e-01,   9.2780000000e-01
   2.9073449003e-04,   8.0487939700e-01,   9.3280000000e-01
   1.3783525075e-03,   7.7938291300e-01,   9.3520000000e-01
