# PRETRAINING
#                 K,       elapsed time,   acceptance ratio 
   2.7400113582e-02,   6.6354560100e-01,   9.4620000000e-01
   2.2771790005e-03,   6.1147182600e-01,   9.4740000000e-01
   2.3029201395e-03,   6.4925507900e-01,   9.4420000000e-01
   8.8983736727e-03,   6.4983917400e-01,   9.4940000000e-01
   3.1373229213e-02,   6.0764453800e-01,   9.4500000000e-01
   1.8153118199e-02,   6.0524423400e-01,   9.4420000000e-01
   3.0142866395e-02,   6.0314945600e-01,   9.4300000000e-01
   3.2803643586e-02,   6.1224007600e-01,   9.5200000000e-01
   5.3408237208e-02,   6.5150109600e-01,   9.4420000000e-01
   6.7181185400e-02,   6.2260643700e-01,   9.3760000000e-01
   5.5331582305e-02,   6.1063439300e-01,   9.4580000000e-01
   2.3077145219e-02,   6.4562906900e-01,   9.4120000000e-01
   1.1941952520e-02,   6.3310993300e-01,   9.4560000000e-01
   7.0737150029e-03,   6.6984644800e-01,   9.4500000000e-01
   2.5000398583e-03,   6.2775265900e-01,   9.4600000000e-01
   6.1010060606e-03,   6.6841275000e-01,   9.4220000000e-01
   2.3120008232e-03,   6.2195074400e-01,   9.4100000000e-01
