#              p[0],               p[1],               p[2],             energy,           variance,              error,       elapsed time,   acceptance ratio 
 1.000000000000e+00, 1.000000000000e+00, 1.000000000000e+00, 8.707550449310e+06, 1.052127809048e+17, 3.243651968150e+05, 2.892046500000e-01, 9.211550000000e-01
 1.456027703336e+00, 2.997774859069e+00, 5.000000000000e+00,-7.620978435405e+03, 1.744376386271e+08, 1.320748418992e+01, 2.762288390000e-01, 6.891620000000e-01
 1.455743921443e+00, 2.953193288892e+00, 5.000000000000e+00, 4.311622758808e+00, 6.171551591340e+00, 2.484260773619e-03, 3.833364270000e-01, 9.186320000000e-01
 1.455960960042e+00, 2.987289620528e+00, 5.000000000000e+00,-7.081160236990e+03, 1.341823947851e+08, 1.158371247852e+01, 3.675422120000e-01, 4.600080000000e-01
 1.456013515544e+00, 2.995545985153e+00, 5.000000000000e+00,               -nan,               -nan,               -nan, 3.112744640000e-01, 6.894750000000e-01
 1.456020609440e+00, 2.996660422111e+00, 5.000000000000e+00,-5.911725954435e+04, 1.678647776589e+09, 4.097130430666e+01, 3.314600760000e-01, 2.297330000000e-01
 1.509003336071e+00, 0.000000000000e+00, 5.000000000000e+00, 1.642905561614e+71,2.699135981639e+148, 1.642904739064e+71, 1.943919620000e-01, 9.929230000000e-01
 1.482511972756e+00, 1.498330211056e+00, 5.000000000000e+00, 2.663407368788e+00, 1.277901027882e+01, 3.574774157736e-03, 3.044077520000e-01, 8.997790000000e-01
 1.464664654368e+00, 2.507760190487e+00, 5.000000000000e+00, 3.877441240337e+00, 9.532533326963e+00, 3.087480093371e-03, 3.229633660000e-01, 9.158950000000e-01
 1.458723331697e+00, 2.843796624126e+00, 5.000000000000e+00,-2.944764261028e+04, 2.602235103213e+09, 5.101210741788e+01, 2.743090230000e-01, 6.886200000000e-01
 1.456464894757e+00, 2.971532001740e+00, 5.000000000000e+00,-4.878960757191e+03, 7.153978429535e+07, 8.458119430189e+00, 2.892172350000e-01, 6.892010000000e-01
 1.456086360765e+00, 2.992941579992e+00, 5.000000000000e+00,               -nan,               -nan,               -nan, 2.750357240000e-01, 6.891150000000e-01
 1.456053485103e+00, 2.994801001052e+00, 5.000000000000e+00,-5.424360594588e+03, 8.841317365610e+07, 9.402827960571e+00, 2.939834280000e-01, 6.897250000000e-01
 1.456021258899e+00, 2.996623689197e+00, 5.000000000000e+00, 4.344485485165e+00, 7.479007135320e+00, 2.734777346571e-03, 2.836159320000e-01, 9.188880000000e-01
 1.456020615934e+00, 2.996660054782e+00, 5.000000000000e+00, 4.363816162675e+00, 5.367835209679e+00, 2.316858910180e-03, 2.894270280000e-01, 9.191100000000e-01
 1.456020609505e+00, 2.996660418438e+00, 5.000000000000e+00,               -nan,               -nan,               -nan, 2.873029270000e-01, 6.896350000000e-01
 1.456020609472e+00, 2.996660420274e+00, 5.000000000000e+00,               -nan,               -nan,               -nan, 2.752743320000e-01, 6.894230000000e-01
