#              p[0],               p[1],               p[2],             energy,           variance,              error,       elapsed time,   acceptance ratio 
 1.000000000000e+00, 1.000000000000e+00, 1.000000000000e+00, 6.504561675978e+06, 4.831721222074e+16, 2.198117654284e+05, 3.373026790000e-01, 9.217720000000e-01
 1.389997141222e+00, 3.028151728503e+00, 5.000000000000e+00,-2.596758878312e+05, 2.023015391988e+11, 4.497794339438e+02, 3.692287660000e-01, 6.863430000000e-01
 1.127880968938e+00, 1.362304602324e+00, 5.000000000000e+00, 2.410637257992e+00, 2.158435302610e+01, 4.645896364116e-03, 3.423801710000e-01, 8.656790000000e-01
 1.302849673788e+00, 2.474296707223e+00, 5.000000000000e+00,               -nan,               -nan,               -nan, 3.515298680000e-01, 4.510400000000e-01
 1.346423407505e+00, 2.751224217863e+00, 5.000000000000e+00,-4.970736067607e+04, 7.413699057723e+09, 8.610284000963e+01, 3.483393460000e-01, 6.816710000000e-01
 1.376326705155e+00, 2.941270951793e+00, 5.000000000000e+00, 4.313512502038e+00, 6.749322670730e+00, 2.597945856004e-03, 4.663609420000e-01, 9.128950000000e-01
 1.385654896137e+00, 3.000555123406e+00, 5.000000000000e+00,               -nan,               -nan,               -nan, 4.305763820000e-01, 2.281520000000e-01
 1.387826018679e+00, 3.014353425955e+00, 5.000000000000e+00,               -nan,               -nan,               -nan, 3.418213370000e-01, 6.856640000000e-01
 1.388911579951e+00, 3.021252577229e+00, 5.000000000000e+00,               -nan,               -nan,               -nan, 3.532538550000e-01, 6.864290000000e-01
 1.390752100880e+00, 0.000000000000e+00, 5.000000000000e+00, 1.225465998232e+64,1.487943634270e+134, 1.219812950526e+64, 2.492487900000e-01, 9.919750000000e-01
 1.390374621051e+00, 1.514075864252e+00, 5.000000000000e+00, 9.949103386375e-01, 7.446364722007e+02, 2.728802800132e-02, 3.370101230000e-01, 8.902730000000e-01
 1.390122612055e+00, 2.524886799537e+00, 5.000000000000e+00,               -nan,               -nan,               -nan, 3.616598610000e-01, 4.549300000000e-01
 1.390059876638e+00, 2.776519264020e+00, 5.000000000000e+00,-2.926485030985e+06, 2.569021126584e+13, 5.068551199883e+03, 3.568782510000e-01, 5.467050000000e-01
 1.415975061823e+00, 0.000000000000e+00, 5.000000000000e+00, 4.000724779754e+78,1.600578275523e+163, 4.000722779103e+78, 2.358959620000e-01, 9.920500000000e-01
 1.403017469231e+00, 1.388259632010e+00, 5.000000000000e+00,-6.779468305885e+03, 1.107139306738e+08, 1.052206874497e+01, 3.616231500000e-01, 4.460860000000e-01
 1.394373543922e+00, 2.314358556868e+00, 5.000000000000e+00,-3.880399878371e+06, 4.517259616238e+13, 6.721056179082e+03, 3.455936250000e-01, 6.805200000000e-01
 1.415668831459e+00, 0.000000000000e+00, 5.000000000000e+00, 5.054666002227e+63,2.244465866715e+133, 4.737579410116e+63, 2.651270630000e-01, 9.922970000000e-01
 1.405021187690e+00, 1.157179278434e+00, 5.000000000000e+00,-4.628771969423e+01, 7.056560150871e+03, 8.400333416520e-02, 3.424491230000e-01, 6.648760000000e-01
 1.397918390117e+00, 1.929106885117e+00, 5.000000000000e+00, 3.323569445131e+00, 9.810153430322e+00, 3.132116445843e-03, 3.711273060000e-01, 9.023160000000e-01
 1.395550802175e+00, 2.186414864700e+00, 5.000000000000e+00,-5.023116967955e+06, 7.405576864874e+13, 8.605566143418e+03, 3.266894250000e-01, 4.530430000000e-01
 1.407207898142e+00, 0.000000000000e+00, 5.000000000000e+00, 2.477405682479e+66,5.472547694894e+138, 2.339347707138e+66, 2.236702800000e-01, 9.921330000000e-01
 1.401379350159e+00, 1.093207432350e+00, 5.000000000000e+00, 2.534210418552e+00, 2.788924503501e+01, 5.281026892093e-03, 3.332195210000e-01, 8.841920000000e-01
 1.397491279900e+00, 1.822457207262e+00, 5.000000000000e+00, 3.194211888024e+00, 1.011390474838e+01, 3.180236586856e-03, 3.442761080000e-01, 9.004670000000e-01
 1.396195262265e+00, 2.065539380545e+00, 5.000000000000e+00, 3.480151411910e+00, 8.174552571902e+00, 2.859117446329e-03, 3.423301090000e-01, 9.046050000000e-01
 1.395763273661e+00, 2.146563531622e+00, 5.000000000000e+00, 3.549214608266e+00, 9.679625187437e+00, 3.111209601977e-03, 3.321091150000e-01, 9.058210000000e-01
 1.395619328527e+00, 2.173562003675e+00, 5.000000000000e+00,-5.060018282442e+04, 7.564268088772e+09, 8.697280085620e+01, 3.290507100000e-01, 4.529120000000e-01
 1.395571497343e+00, 2.182533261431e+00, 5.000000000000e+00,               -nan,               -nan,               -nan, 4.684630300000e-01, 6.795550000000e-01
 1.395561149759e+00, 2.184474063066e+00, 5.000000000000e+00,-2.941442045522e+04, 2.596258890267e+09, 5.095349733106e+01, 3.349989060000e-01, 6.795880000000e-01
 1.395552849361e+00, 2.186030892843e+00, 5.000000000000e+00, 3.586375439931e+00, 9.194363286313e+00, 3.032220850518e-03, 4.591965220000e-01, 9.059470000000e-01
 1.395550954507e+00, 2.186386293204e+00, 5.000000000000e+00,               -nan,               -nan,               -nan, 3.604615380000e-01, 4.531070000000e-01
 1.395550878341e+00, 2.186400578952e+00, 5.000000000000e+00,               -nan,               -nan,               -nan, 3.351464370000e-01, 4.535880000000e-01
