#              p[0],               p[1],               p[2],             energy,           variance,              error,       elapsed time,   acceptance ratio 
 1.000000000000e+00, 1.000000000000e+00, 1.000000000000e-03, 1.201137261896e+50,1.440098281199e+104, 1.200040949801e+49, 2.446148520000e-01, 9.862410000000e-01
 1.965782392753e+00, 1.000009946066e+00, 1.000000000000e+01,-4.965957535565e+14, 7.398081076259e+29, 8.601209842958e+11, 2.267821560000e-01, 2.172330000000e-01
 1.965782306559e+00, 0.000000000000e+00, 1.000000000000e+01, 9.146493753156e+63,5.803739634191e+133, 7.618227900365e+63, 1.986230610000e-01, 9.952220000000e-01
 1.965782306559e+00, 0.000000000000e+00, 1.000000000000e+01, 5.685386436650e+66,3.232358651443e+139, 5.685383585513e+66, 2.346094530000e-01, 9.952870000000e-01
 1.965782349656e+00, 5.000049730332e-01, 1.000000000000e+01,-2.465027004782e+09, 1.822910726017e+19, 4.269555862167e+06, 2.245012550000e-01, 6.552150000000e-01
 1.965782378387e+00, 8.333416663744e-01, 1.000000000000e+01, 8.855928095431e+00, 1.243440703868e+03, 3.526245459221e-02, 2.518248500000e-01, 8.697860000000e-01
 1.965782387964e+00, 9.444538956192e-01, 1.000000000000e+01,-1.619510548759e+08, 7.713196571898e+16, 2.777264224358e+05, 2.453327510000e-01, 4.334020000000e-01
 1.965782391157e+00, 9.814913053706e-01, 1.000000000000e+01, 3.316330053179e+00, 5.530149483116e+01, 7.436497484109e-03, 2.390447520000e-01, 8.682990000000e-01
 1.965782392221e+00, 9.938371086176e-01, 1.000000000000e+01, 3.231381033760e+00, 4.778238759424e+01, 6.912480567368e-03, 2.432329510000e-01, 8.688880000000e-01
 1.965782392576e+00, 9.979523763661e-01, 1.000000000000e+01,-1.026082040751e+13, 3.158533063062e+26, 1.777226227317e+10, 2.490973490000e-01, 6.512860000000e-01
 1.965782392694e+00, 9.993253472394e-01, 1.000000000000e+01, 3.238524747493e+00, 4.435061398538e+01, 6.659625664058e-03, 2.219240560000e-01, 8.691260000000e-01
 1.965782392733e+00, 9.997817892329e-01, 1.000000000000e+01, 3.247326176240e+00, 4.451842638428e+01, 6.672213005015e-03, 2.264030530000e-01, 8.689430000000e-01
 1.965782392746e+00, 9.999339365480e-01, 1.000000000000e+01, 3.228278053859e+00, 4.395771292109e+01, 6.630061305983e-03, 2.133763560000e-01, 8.694750000000e-01
 1.965782392751e+00, 9.999846522716e-01, 1.000000000000e+01,-1.272111466621e+09, 4.854802774268e+18, 2.203361698466e+06, 2.573549350000e-01, 6.505750000000e-01
