#              p[0],               p[1],               p[2],             energy,           variance,              error,       elapsed time,   acceptance ratio 
 1.000000000000e+00, 1.000000000000e+00, 1.000000000000e-03, 4.177898354447e+47,4.598849194773e+100, 2.144492759319e+47, 3.201209360000e-01, 9.863670000000e-01
 1.850083319505e+00, 1.000009947179e+00, 1.000000000000e+01,-1.513272054911e+18, 6.869976936515e+36, 2.621064084778e+15, 2.433440470000e-01, 6.489930000000e-01
 1.850083320327e+00, 0.000000000000e+00, 1.000000000000e+01, 1.654841423189e+61,2.240842277508e+128, 1.496944313429e+61, 2.415689520000e-01, 9.946440000000e-01
 1.850083320327e+00, 0.000000000000e+00, 1.000000000000e+01, 2.554740160602e+67,5.510823637019e+140, 2.347514352889e+67, 1.932527800000e-01, 9.947800000000e-01
 1.850083319916e+00, 5.000049735893e-01, 1.000000000000e+01, 2.135894336484e+03, 1.015620399201e+08, 1.007779935899e+01, 2.478323100000e-01, 8.709920000000e-01
 1.850083319642e+00, 8.333416237632e-01, 1.000000000000e+01, 1.051767925043e+01, 1.796730545542e+03, 4.238785846846e-02, 2.445017190000e-01, 8.615770000000e-01
 1.850083319550e+00, 9.444538404878e-01, 1.000000000000e+01,-7.449052767376e+04, 1.664822250837e+10, 1.290279911817e+02, 2.777203270000e-01, 6.460920000000e-01
 1.850083319520e+00, 9.814912460627e-01, 1.000000000000e+01,-8.508983060787e+12, 2.172083781877e+26, 1.473799098208e+10, 3.017210490000e-01, 6.470640000000e-01
 1.850083319510e+00, 9.938370479924e-01, 1.000000000000e+01, 3.265997500014e+00, 5.003221976138e+01, 7.073345726131e-03, 3.127583960000e-01, 8.633100000000e-01
 1.850083319506e+00, 9.979523152309e-01, 1.000000000000e+01,-2.635903644169e+12, 2.084396406442e+25, 4.565519035599e+09, 3.116291990000e-01, 6.464420000000e-01
 1.850083319505e+00, 9.993240709785e-01, 1.000000000000e+01,-6.906063401941e+02, 1.443586297988e+06, 1.201493361608e+00, 2.955126430000e-01, 6.448720000000e-01
 1.850083319505e+00, 9.997813228929e-01, 1.000000000000e+01, 3.180821036982e+00, 5.142707402746e+01, 7.171267253942e-03, 2.785980660000e-01, 8.613780000000e-01
 1.850083319505e+00, 9.999337401977e-01, 1.000000000000e+01, 3.252441000865e+00, 4.864319607747e+01, 6.974467440419e-03, 2.831800530000e-01, 8.625480000000e-01
 1.850083319505e+00, 9.999845459659e-01, 1.000000000000e+01, 3.153699652289e+00, 5.111497063928e+01, 7.149473451890e-03, 2.482164570000e-01, 8.612780000000e-01
