#              p[0],               p[1],               p[2],             energy,           variance,              error,       elapsed time,   acceptance ratio 
 4.000000000000e+00, 1.000000000000e+00, 5.000000000000e+00, 1.475657965325e-01, 7.215467129145e-01, 8.494390577990e-04, 3.284035010000e-01, 9.877050000000e-01
 4.002734962841e+00, 1.304580005199e+00, 5.000000000000e+00, 1.451380776376e-01, 4.878024002750e-02, 2.208624912191e-04, 3.269766000000e-01, 9.862590000000e-01
 4.001246448766e+00, 1.242181371031e+00, 5.000000000000e+00, 1.406705912795e-01, 2.367804004499e-02, 1.538767040360e-04, 3.276474990000e-01, 9.865190000000e-01
 3.996429835857e+00, 1.040268556168e+00, 5.000000000000e+00, 1.379151204698e-01, 1.476319625856e-01, 3.842290496378e-04, 3.271796990000e-01, 9.879070000000e-01
 3.996695088486e+00, 1.201015579396e+00, 5.000000000000e+00, 1.376819859400e-01, 1.588300490178e-02, 1.260277941638e-04, 3.217439020000e-01, 9.865700000000e-01
 3.993163387770e+00, 1.149328884266e+00, 5.000000000000e+00, 1.346582304705e-01, 3.653565000373e-03, 6.044472682024e-05, 3.288116080000e-01, 9.870380000000e-01
 3.973504686832e+00, 1.063090970927e+00, 5.000000000000e+00, 1.349132743154e-01, 6.280510455658e-02, 2.506094662150e-04, 3.229353090000e-01, 9.876060000000e-01
 3.982699757645e+00, 1.103427497863e+00, 5.000000000000e+00, 1.344417918451e-01, 1.926298280420e-02, 1.387911481478e-04, 3.957386090000e-01, 9.872780000000e-01
 3.982897238011e+00, 1.120849776180e+00, 5.000000000000e+00, 1.334453695190e-01, 1.739357237615e-03, 4.170560199320e-05, 3.313921070000e-01, 9.872660000000e-01
 3.980417201455e+00, 1.113246154100e+00, 5.000000000000e+00, 1.336884136406e-01, 3.225027302886e-03, 5.678932384600e-05, 3.673307080000e-01, 9.871260000000e-01
 3.982713925690e+00, 1.120287753168e+00, 5.000000000000e+00, 1.337269523959e-01, 2.243226365382e-03, 4.736271070559e-05, 3.545978060000e-01, 9.870990000000e-01
 3.982895404888e+00, 1.120844155950e+00, 5.000000000000e+00, 1.335197526161e-01, 1.779826002224e-03, 4.218798409766e-05, 3.526200060000e-01, 9.871410000000e-01
 3.982897219680e+00, 1.120849719978e+00, 5.000000000000e+00, 1.337790476213e-01, 1.880148696860e-03, 4.336068146213e-05, 4.131720060000e-01, 9.871340000000e-01
 3.982897237828e+00, 1.120849775618e+00, 5.000000000000e+00, 1.338290500136e-01, 1.921824409656e-03, 4.383861778907e-05, 3.751488040000e-01, 9.873700000000e-01
 3.982897238009e+00, 1.120849776175e+00, 5.000000000000e+00, 1.337537989477e-01, 1.832124545096e-03, 4.280332399587e-05, 3.259828040000e-01, 9.872810000000e-01
 3.982897238011e+00, 1.120849776180e+00, 5.000000000000e+00, 1.336991079124e-01, 1.729887351450e-03, 4.159191449609e-05, 3.424833030000e-01, 9.875020000000e-01
 3.978063906422e+00, 1.102553604913e+00, 5.000000000000e+00, 1.340697132677e-01, 1.613628402482e-02, 1.270286740261e-04, 3.512094020000e-01, 9.871030000000e-01
 3.982473473506e+00, 1.119245651195e+00, 5.000000000000e+00, 1.337359477438e-01, 1.952732066920e-03, 4.418972807022e-05, 3.570233020000e-01, 9.871390000000e-01
 3.982890198044e+00, 1.120823126975e+00, 5.000000000000e+00, 1.334635264806e-01, 1.776158448422e-03, 4.214449487682e-05, 3.453483010000e-01, 9.871230000000e-01
 3.982897167612e+00, 1.120849509688e+00, 5.000000000000e+00, 1.334373794032e-01, 1.796981665552e-03, 4.239082053407e-05, 3.630798000000e-01, 9.871030000000e-01
 3.982890400179e+00, 1.120838966356e+00, 5.000000000000e+00, 1.334263338689e-01, 1.900313803294e-03, 4.359258885744e-05, 3.365824000000e-01, 9.871210000000e-01
 3.982889723435e+00, 1.120837912023e+00, 5.000000000000e+00, 1.335653091339e-01, 1.986222243500e-03, 4.456705334101e-05, 3.422120990000e-01, 9.868900000000e-01
 3.982890332504e+00, 1.120838860923e+00, 5.000000000000e+00, 1.334409458738e-01, 1.800077571023e-03, 4.242732104462e-05, 3.686589980000e-01, 9.873960000000e-01
 3.982890393411e+00, 1.120838955813e+00, 5.000000000000e+00, 1.335878976965e-01, 1.801317469369e-03, 4.244193055658e-05, 3.506810990000e-01, 9.870210000000e-01
 3.982890399502e+00, 1.120838965302e+00, 5.000000000000e+00, 1.340034638176e-01, 2.149768254443e-03, 4.636559343353e-05, 3.727505960000e-01, 9.872580000000e-01
 3.982890400111e+00, 1.120838966251e+00, 5.000000000000e+00, 1.336239207392e-01, 1.776364645291e-03, 4.214694111428e-05, 3.416822970000e-01, 9.873040000000e-01
 3.982890400172e+00, 1.120838966346e+00, 5.000000000000e+00, 1.336123434571e-01, 1.865315748891e-03, 4.318930132442e-05, 3.520855850000e-01, 9.872350000000e-01
 3.982890400178e+00, 1.120838966355e+00, 5.000000000000e+00, 1.338499452106e-01, 2.688473458486e-03, 5.185049140062e-05, 3.469181490000e-01, 9.871530000000e-01
 3.982890400178e+00, 1.120838966356e+00, 5.000000000000e+00, 1.336226903928e-01, 1.828963266162e-03, 4.276638009186e-05, 3.327904500000e-01, 9.871300000000e-01
 3.982890400179e+00, 1.120838966356e+00, 5.000000000000e+00, 1.336443497037e-01, 1.864965233633e-03, 4.318524323925e-05, 3.434436480000e-01, 9.871070000000e-01
 3.982890400179e+00, 1.120838966356e+00, 5.000000000000e+00, 1.334110779864e-01, 1.911245379671e-03, 4.371779248397e-05, 3.545003460000e-01, 9.869670000000e-01
