#              p[0],               p[1],             energy,           variance,              error,       elapsed time,   acceptance ratio 
 4.000000000000e-01, 2.800000000000e+00, 2.704216166590e+01, 7.110960347701e+00, 2.666638398377e-02, 2.693589180000e-01, 9.323000000000e-01
 1.000000000000e+00, 2.859288845259e+00, 3.438400253671e+01, 4.277165509273e+01, 6.540004211981e-02, 2.459537790000e-01, 7.861000000000e-01
 5.041556211855e-01, 2.810292110846e+00, 2.687215191559e+01, 5.729903204163e+00, 2.393721622111e-02, 2.331571120000e-01, 9.093000000000e-01
 4.882588723905e-01, 2.809500330217e+00, 2.689840293497e+01, 5.349164439401e+00, 2.312826072017e-02, 3.115288570000e-01, 9.123000000000e-01
 5.022392201542e-01, 2.810196659302e+00, 2.677998471675e+01, 5.375363762373e+00, 2.318483073558e-02, 2.138673520000e-01, 9.008000000000e-01
 4.927276422526e-01, 2.809964450005e+00, 2.665869147394e+01, 5.848559895105e+00, 2.418379601118e-02, 3.481760110000e-01, 9.088000000000e-01
 4.917764844624e-01, 2.809941229075e+00, 2.658334976727e+01, 5.585108827381e+00, 2.363283484346e-02, 3.819094010000e-01, 9.074000000000e-01
 4.907302108933e-01, 2.809915686053e+00, 2.662823981448e+01, 5.656796004013e+00, 2.378401985370e-02, 3.600548400000e-01, 9.115000000000e-01
 4.808589381518e-01, 2.813325817301e+00, 2.664933337195e+01, 5.448249660477e+00, 2.334148594344e-02, 2.848995870000e-01, 9.134000000000e-01
 4.902016220046e-01, 2.810098292443e+00, 2.678460563150e+01, 5.679797983949e+00, 2.383232675160e-02, 2.099061800000e-01, 9.071000000000e-01
 4.907249250044e-01, 2.809917512116e+00, 2.669901097085e+01, 6.027604029097e+00, 2.455117925701e-02, 1.762307500000e-01, 9.083000000000e-01
 4.907301580344e-01, 2.809915704313e+00, 2.665967974041e+01, 5.286902008384e+00, 2.299326424931e-02, 1.834591400000e-01, 9.046000000000e-01
 4.907302103647e-01, 2.809915686235e+00, 2.666065373872e+01, 5.562399851079e+00, 2.358474051390e-02, 1.989016510000e-01, 9.128000000000e-01
 4.907302108880e-01, 2.809915686054e+00, 2.673403386559e+01, 5.489388049379e+00, 2.342944312052e-02, 1.441346100000e-01, 9.066000000000e-01
 1.000000000000e-03, 2.906027580212e+00, 3.823203668451e+03, 1.196278976579e+06, 1.093745389283e+01, 1.428125950000e-01, 1.000000000000e+00
 1.653676262051e-01, 2.873769648106e+00, 4.232699524556e+01, 8.481684417230e+01, 9.209606081277e-02, 3.597735390000e-01, 9.791000000000e-01
 4.251135043572e-01, 2.822793278272e+00, 2.676172534395e+01, 6.331807969572e+00, 2.516308401125e-02, 3.418563000000e-01, 9.299000000000e-01
 4.756798003941e-01, 2.812869401034e+00, 2.669019212370e+01, 5.028136425729e+00, 2.242350647363e-02, 3.090942760000e-01, 9.122000000000e-01
 4.902427301473e-01, 2.810011356478e+00, 2.672314667523e+01, 5.906774677859e+00, 2.430385705574e-02, 3.734119760000e-01, 9.140000000000e-01
 4.907253360858e-01, 2.809916642757e+00, 2.668251673873e+01, 5.762841137029e+00, 2.400591830576e-02, 2.266572070000e-01, 9.066000000000e-01
 4.907301621452e-01, 2.809915695620e+00, 2.672675431436e+01, 5.557374232671e+00, 2.357408372063e-02, 1.727159680000e-01, 9.061000000000e-01
 4.907302104058e-01, 2.809915686148e+00, 2.671811630083e+01, 5.808127877726e+00, 2.410005783754e-02, 1.595304100000e-01, 9.082000000000e-01
 4.907302108884e-01, 2.809915686054e+00, 2.659270935828e+01, 5.273069626463e+00, 2.296316534466e-02, 1.461203520000e-01, 9.066000000000e-01
 1.000000000000e-03, 2.857280549837e+00, 4.332065807658e+03, 2.066060233214e+06, 1.437379641297e+01, 2.063488670000e-01, 1.000000000000e+00
 1.650600018757e-01, 2.841413283598e+00, 4.213785417283e+01, 8.162403838042e+01, 9.034602281253e-02, 1.520426190000e-01, 9.764000000000e-01
 4.245515700402e-01, 2.816316235253e+00, 2.682238191907e+01, 5.930555112714e+00, 2.435273108445e-02, 1.550462090000e-01, 9.251000000000e-01
 4.836584056802e-01, 2.810599644451e+00, 2.681189517683e+01, 5.254217588713e+00, 2.292208016022e-02, 2.309839700000e-01, 9.080000000000e-01
 4.906594928363e-01, 2.809922525638e+00, 2.673246266889e+01, 5.473119928275e+00, 2.339470010125e-02, 4.055392790000e-01, 9.065000000000e-01
 4.907295037079e-01, 2.809915754449e+00, 2.661281323832e+01, 5.468396171523e+00, 2.338460213799e-02, 2.098087160000e-01, 9.103000000000e-01
 4.907302038166e-01, 2.809915686737e+00, 2.667118052412e+01, 5.338229181179e+00, 2.310460815764e-02, 2.790941900000e-01, 9.067000000000e-01
 4.907302108177e-01, 2.809915686060e+00, 2.676498613440e+01, 5.186700862631e+00, 2.277432954585e-02, 1.666294080000e-01, 9.143000000000e-01
 4.907302108877e-01, 2.809915686054e+00, 2.679199683697e+01, 5.476385489152e+00, 2.340167833544e-02, 1.740272650000e-01, 9.122000000000e-01
 4.907302108884e-01, 2.809915686054e+00, 2.662337073540e+01, 5.383373846322e+00, 2.320209871180e-02, 1.395771820000e-01, 9.183000000000e-01
 4.907302108884e-01, 2.809915686054e+00, 2.659968949564e+01, 5.721389556423e+00, 2.391942632344e-02, 1.368354610000e-01, 9.113000000000e-01
