#              p[0],               p[1],               p[2],             energy,           variance,              error,       elapsed time,   acceptance ratio 
 1.000000000000e+00, 0.000000000000e+00, 5.000000000000e+00, 1.874125661572e+00, 4.212464027926e-01, 6.490349780964e-04, 4.134156210000e-01, 9.737630000000e-01
 6.000000000000e-02, 0.000000000000e+00, 5.000000000000e+00, 6.369500529782e+00, 1.267757127110e+01, 3.560557719108e-03, 4.441037080000e-01, 9.448100000000e-02
 4.074119738942e-01, 0.000000000000e+00, 5.000000000000e+00, 1.531727570707e+00, 3.186151508125e-02, 1.784979413922e-04, 4.066802210000e-01, 8.997330000000e-01
 6.462582486795e-01, 0.000000000000e+00, 5.000000000000e+00, 1.549657138542e+00, 5.071510089704e-02, 2.252001352065e-04, 4.075064200000e-01, 9.495130000000e-01
 5.021009407195e-01, 0.000000000000e+00, 5.000000000000e+00, 1.500018675362e+00, 1.324178419457e-05, 3.638926241980e-06, 4.077202180000e-01, 9.265330000000e-01
 5.005561493038e-01, 0.000000000000e+00, 5.000000000000e+00, 1.500000001139e+00, 9.300533425614e-07, 9.643927325324e-07, 4.198090120000e-01, 9.255570000000e-01
 4.999970710679e-01, 0.000000000000e+00, 5.000000000000e+00, 1.500000007545e+00, 2.566430259976e-11, 5.065994729543e-09, 3.897339250000e-01, 9.260760000000e-01
 5.003705745693e-01, 0.000000000000e+00, 5.000000000000e+00, 1.500002315568e+00, 4.155459390683e-07, 6.446285279666e-07, 4.218254070000e-01, 9.261070000000e-01
 5.005491991922e-01, 0.000000000000e+00, 5.000000000000e+00, 1.500004000058e+00, 9.051112979789e-07, 9.513733746426e-07, 4.641945880000e-01, 9.269360000000e-01
 5.005560798026e-01, 0.000000000000e+00, 5.000000000000e+00, 1.499997049933e+00, 9.234089419006e-07, 9.609416953700e-07, 4.091366100000e-01, 9.263810000000e-01
 5.005462487853e-01, 0.000000000000e+00, 5.000000000000e+00, 1.500002672531e+00, 8.980100650606e-07, 9.476339298804e-07, 4.189912040000e-01, 9.262780000000e-01
 5.005559814925e-01, 0.000000000000e+00, 5.000000000000e+00, 1.500002854351e+00, 9.336145900211e-07, 9.662373362798e-07, 4.288510980000e-01, 9.262290000000e-01
 5.005560788195e-01, 0.000000000000e+00, 5.000000000000e+00, 1.500003824441e+00, 9.366155412964e-07, 9.677889962675e-07, 4.075752060000e-01, 9.265410000000e-01
 5.005560797928e-01, 0.000000000000e+00, 5.000000000000e+00, 1.499999824974e+00, 9.319362495122e-07, 9.653684527227e-07, 4.426168890000e-01, 9.269350000000e-01
 5.005560798025e-01, 0.000000000000e+00, 5.000000000000e+00, 1.500003674692e+00, 9.342903782356e-07, 9.665869739634e-07, 4.117918170000e-01, 9.264180000000e-01
 4.972367873783e-01, 0.000000000000e+00, 5.000000000000e+00, 1.500033982755e+00, 2.297920696805e-05, 4.793663209702e-06, 4.210184650000e-01, 9.256340000000e-01
 5.003095952770e-01, 0.000000000000e+00, 5.000000000000e+00, 1.499998466161e+00, 2.858422453302e-07, 5.346421656867e-07, 4.226552610000e-01, 9.265590000000e-01
 5.005390302730e-01, 0.000000000000e+00, 5.000000000000e+00, 1.499999258478e+00, 8.679254623157e-07, 9.316251726503e-07, 3.964568690000e-01, 9.262840000000e-01
 5.005559093073e-01, 0.000000000000e+00, 5.000000000000e+00, 1.499995897891e+00, 9.202191923131e-07, 9.592805597494e-07, 4.241719580000e-01, 9.267600000000e-01
