#              p[0],               p[1],               p[2],             energy,           variance,              error,       elapsed time,   acceptance ratio 
 1.000000000000e+00, 1.000000000000e+00, 2.000000000000e+00, 1.223353274549e+03, 6.399475481238e+08, 2.529718458888e+01, 2.061856480000e-01, 9.063970000000e-01
 1.000000000000e+00, 9.885650429102e+03, 2.000000000000e+00,-3.349592480078e+14, 3.362655374183e+29, 5.798840723957e+11, 2.004496480000e-01, 0.000000000000e+00
 1.000000000000e+00, 0.000000000000e+00, 2.000000000000e+00, 1.370976383255e+62,1.879516616232e+130, 1.370954636825e+62, 1.676948560000e-01, 9.868290000000e-01
 1.000000000000e+00, 0.000000000000e+00, 2.000000000000e+00, 7.271976406444e+64,4.243061169142e+135, 6.513878390899e+64, 1.830317520000e-01, 9.869000000000e-01
 1.000000000000e+00, 4.942825214551e+03, 2.000000000000e+00,-4.594548297569e+17, 6.161959733819e+35, 7.849815114905e+14, 2.116405450000e-01, 0.000000000000e+00
 1.000000000000e+00, 9.836222176956e+03, 2.000000000000e+00,-4.264270090395e+22, 5.455199821026e+45, 7.385932453676e+19, 1.965305490000e-01, 0.000000000000e+00
 1.000000000000e+00, 0.000000000000e+00, 2.000000000000e+00, 3.124669633082e+65,9.127583414711e+136, 3.021189072983e+65, 1.782910520000e-01, 9.869300000000e-01
 1.000000000000e+00, 4.918111088478e+03, 2.000000000000e+00,-1.170339148281e+18, 4.104847309697e+36, 2.026042277372e+15, 2.134461420000e-01, 0.000000000000e+00
 1.000000000000e+00, 8.196852640922e+03, 2.000000000000e+00,-6.193802746972e+18, 1.140514224174e+38, 1.067948605587e+16, 2.172173410000e-01, 0.000000000000e+00
 1.000000000000e+00, 9.289767740306e+03, 2.000000000000e+00,-2.070957021833e+24, 1.286658826521e+49, 3.587002685420e+21, 2.317545370000e-01, 0.000000000000e+00
 1.000000000000e+00, 9.830757632590e+03, 2.000000000000e+00,-9.216314267771e+11, 1.647168030080e+23, 4.058531791276e+08, 2.050807430000e-01, 0.000000000000e+00
 1.000000000000e+00, 9.834400662339e+03, 2.000000000000e+00,-2.902886543895e+17, 2.521178511604e+35, 5.021133847653e+14, 1.945326460000e-01, 0.000000000000e+00
 1.000000000000e+00, 9.835615005626e+03, 2.000000000000e+00,-1.411080757429e+13, 3.412553945274e+26, 1.847309921284e+10, 1.983198440000e-01, 0.000000000000e+00
 1.000000000000e+00, 9.836019786684e+03, 2.000000000000e+00,-9.355281714622e+18, 2.625604324127e+38, 1.620371662344e+16, 2.023659430000e-01, 0.000000000000e+00
 1.000000000000e+00, 9.836154714147e+03, 2.000000000000e+00,-1.001683647528e+15, 9.454324552821e+29, 9.723335103153e+11, 2.016728430000e-01, 0.000000000000e+00
 1.000000000000e+00, 9.836199689525e+03, 2.000000000000e+00,-7.527559375315e+15, 8.971769420910e+31, 9.471942472856e+12, 1.953203440000e-01, 0.000000000000e+00
 1.000000000000e+00, 9.836214681317e+03, 2.000000000000e+00,-5.328302285354e+20, 8.517239850022e+41, 9.228889342723e+17, 1.963213430000e-01, 0.000000000000e+00
