#              p[0],               p[1],             energy,           variance,              error,       elapsed time,   acceptance ratio 
 4.000000000000e-01, 2.750000000000e+00, 2.466114811655e+00, 2.846943727873e-01, 5.335675897084e-04, 1.030483810000e-01, 9.525430000000e-01
 1.000000000000e+00, 2.802820620018e+00, 3.003589375421e+00, 2.754624045960e+00, 1.659706011907e-03, 9.994378200000e-02, 8.124630000000e-01
 5.314465619559e-01, 2.761571814836e+00, 2.403482494585e+00, 1.244850964808e-02, 1.115728893956e-04, 9.889468200000e-02, 9.272840000000e-01
 5.124702684611e-01, 2.759714276969e+00, 2.400293942246e+00, 1.021904436452e-03, 3.196724005059e-05, 1.020521810000e-01, 9.310730000000e-01
 5.035304457748e-01, 2.759251441819e+00, 2.400076383393e+00, 2.782546239517e-04, 1.668096591783e-05, 9.868738300000e-02, 9.332240000000e-01
 5.042778699432e-01, 2.759617217380e+00, 2.400080426867e+00, 2.138739813819e-04, 1.462443097635e-05, 1.099016800000e-01, 9.330850000000e-01
 5.036395186392e-01, 2.759304820061e+00, 2.400049005678e+00, 2.680042031379e-04, 1.637083391700e-05, 1.131661790000e-01, 9.330130000000e-01
 5.043132572358e-01, 2.760020806557e+00, 2.400048910688e+00, 2.059050575584e-04, 1.434939223655e-05, 9.703758200000e-02, 9.332850000000e-01
 5.044384950404e-01, 2.760648158907e+00, 2.400093439028e+00, 1.892993395771e-04, 1.375860965276e-05, 1.054049800000e-01, 9.334230000000e-01
 5.043145096138e-01, 2.760027080080e+00, 2.399998805996e+00, 2.048689346032e-04, 1.431324332928e-05, 9.971398100000e-02, 9.332250000000e-01
 5.041495938585e-01, 2.761973754833e+00, 2.400065637093e+00, 1.831193880889e-04, 1.353216124974e-05, 1.012795800000e-01, 9.332070000000e-01
 5.043122522780e-01, 2.760053725799e+00, 2.400061318318e+00, 2.057172202968e-04, 1.434284561364e-05, 9.725528200000e-02, 9.325580000000e-01
 5.043144870405e-01, 2.760027346537e+00, 2.400060273904e+00, 2.042267349779e-04, 1.429079196469e-05, 9.693218200000e-02, 9.328820000000e-01
 5.043145093881e-01, 2.760027082745e+00, 2.400053231719e+00, 2.047700349772e-04, 1.430978808289e-05, 1.084306800000e-01, 9.328360000000e-01
 5.043145096116e-01, 2.760027080107e+00, 2.400079399441e+00, 2.042659649896e-04, 1.429216446133e-05, 1.008543810000e-01, 9.326420000000e-01
 5.043145096138e-01, 2.760027080081e+00, 2.400039632457e+00, 2.056214919249e-04, 1.433950807820e-05, 9.952268100000e-02, 9.329850000000e-01
 5.030192138442e-01, 2.762938630169e+00, 2.400041573115e+00, 2.450783941456e-04, 1.565497985133e-05, 1.139434780000e-01, 9.332780000000e-01
 5.042686442407e-01, 2.760130175709e+00, 2.400096085777e+00, 2.056576599508e-04, 1.434076915478e-05, 1.958581610000e-01, 9.330380000000e-01
 5.043140509601e-01, 2.760028111037e+00, 2.400035819409e+00, 2.052210694329e-04, 1.432553906256e-05, 1.522587700000e-01, 9.329850000000e-01
 5.043145050273e-01, 2.760027090390e+00, 2.400068314780e+00, 2.048145228538e-04, 1.431134245463e-05, 9.834858000000e-02, 9.329410000000e-01
 5.043145095680e-01, 2.760027080183e+00, 2.400105932705e+00, 2.047853283341e-04, 1.431032243991e-05, 1.004291800000e-01, 9.329970000000e-01
 5.043145096134e-01, 2.760027080081e+00, 2.400055716866e+00, 2.059738867115e-04, 1.435179036606e-05, 1.002900800000e-01, 9.329140000000e-01
 5.043145096138e-01, 2.760027080080e+00, 2.400096456187e+00, 2.066432415711e-04, 1.437509101088e-05, 9.711598100000e-02, 9.327880000000e-01
 5.043145096138e-01, 2.760027080080e+00, 2.400094584573e+00, 2.042184586177e-04, 1.429050239207e-05, 9.916478000000e-02, 9.330470000000e-01
 5.043145096138e-01, 2.760027080080e+00, 2.400053680539e+00, 2.052551791552e-04, 1.432672953452e-05, 9.952218100000e-02, 9.327380000000e-01
 5.043145096138e-01, 2.760027080080e+00, 2.400074126056e+00, 2.055097479134e-04, 1.433561118032e-05, 1.001997800000e-01, 9.331970000000e-01
 5.043145096138e-01, 2.760027080080e+00, 2.400042705085e+00, 2.056807771696e-04, 1.434157512861e-05, 1.104365770000e-01, 9.329820000000e-01
