#              p[0],               p[1],               p[2],             energy,           variance,              error,       elapsed time,   acceptance ratio 
 1.000000000000e+00, 0.000000000000e+00, 5.000000000000e+00, 1.838825054043e+00, 3.889814161218e-01, 6.236837468796e-03, 4.165702000000e-03, 9.743000000000e-01
 6.000000000000e-02, 0.000000000000e+00, 5.000000000000e+00, 6.943543235789e+00, 1.084061503951e+01, 3.292508927780e-02, 4.445802000000e-03, 9.290000000000e-02
 4.196804168389e-01, 0.000000000000e+00, 5.000000000000e+00, 1.521631414448e+00, 2.473949433307e-02, 1.572879344803e-03, 5.198902000000e-03, 9.082000000000e-01
 6.473830422825e-01, 0.000000000000e+00, 5.000000000000e+00, 1.545395334223e+00, 4.996973664150e-02, 2.235391165803e-03, 4.059002000000e-03, 9.472000000000e-01
 5.042727809404e-01, 0.000000000000e+00, 5.000000000000e+00, 1.500293688280e+00, 5.640908769033e-05, 7.510598357676e-05, 5.883703000000e-03, 9.263000000000e-01
 5.010778248201e-01, 0.000000000000e+00, 5.000000000000e+00, 1.499931958635e+00, 3.387755130852e-06, 1.840585540216e-05, 5.796302000000e-03, 9.261000000000e-01
 5.000752914074e-01, 0.000000000000e+00, 5.000000000000e+00, 1.499998314160e+00, 1.698595431381e-08, 1.303301742261e-06, 4.219002000000e-03, 9.270000000000e-01
 5.010627228528e-01, 0.000000000000e+00, 5.000000000000e+00, 1.499977819035e+00, 3.302415048431e-06, 1.817254811090e-05, 5.056402000000e-03, 9.264000000000e-01
 5.010776738005e-01, 0.000000000000e+00, 5.000000000000e+00, 1.499999963058e+00, 3.398475884898e-06, 1.843495561399e-05, 5.854703000000e-03, 9.276000000000e-01
 5.010778233099e-01, 0.000000000000e+00, 5.000000000000e+00, 1.500001648099e+00, 3.540632039821e-06, 1.881656727414e-05, 4.578602000000e-03, 9.280000000000e-01
 5.010778248050e-01, 0.000000000000e+00, 5.000000000000e+00, 1.499984519453e+00, 3.502857478808e-06, 1.871592230911e-05, 6.756303000000e-03, 9.214000000000e-01
 5.010778248200e-01, 0.000000000000e+00, 5.000000000000e+00, 1.499992273374e+00, 3.501842747265e-06, 1.871321123502e-05, 4.870502000000e-03, 9.212000000000e-01
 4.947983115033e-01, 0.000000000000e+00, 5.000000000000e+00, 1.499816776583e+00, 8.249016546029e-05, 9.082409672564e-05, 8.697104000000e-03, 9.278000000000e-01
 5.000445393070e-01, 0.000000000000e+00, 5.000000000000e+00, 1.500003949871e+00, 6.253543276126e-09, 7.907934797484e-07, 5.148403000000e-03, 9.305000000000e-01
 4.953392929009e-01, 0.000000000000e+00, 5.000000000000e+00, 1.500039091293e+00, 6.626612447460e-05, 8.140400756388e-05, 4.719403000000e-03, 9.262000000000e-01
 4.948048993913e-01, 0.000000000000e+00, 5.000000000000e+00, 1.500486772613e+00, 7.501789976904e-05, 8.661287419838e-05, 6.065703000000e-03, 9.259000000000e-01
 4.947983773822e-01, 0.000000000000e+00, 5.000000000000e+00, 1.500199250595e+00, 8.077533497611e-05, 8.987509943032e-05, 4.768002000000e-03, 9.217000000000e-01
 4.947983121621e-01, 0.000000000000e+00, 5.000000000000e+00, 1.499703111246e+00, 9.248058320936e-05, 9.616682546979e-05, 7.147003000000e-03, 9.191000000000e-01
 5.305421540125e-01, 0.000000000000e+00, 5.000000000000e+00, 1.503141138002e+00, 2.684058317780e-03, 5.180789821813e-04, 4.707802000000e-03, 9.293000000000e-01
 4.983283571458e-01, 0.000000000000e+00, 5.000000000000e+00, 1.499950402878e+00, 8.609106558768e-06, 2.934127904296e-05, 5.071103000000e-03, 9.273000000000e-01
 4.950287873988e-01, 0.000000000000e+00, 5.000000000000e+00, 1.499912098026e+00, 7.376368148987e-05, 8.588578548856e-05, 6.412803000000e-03, 9.215000000000e-01
 4.948006169144e-01, 0.000000000000e+00, 5.000000000000e+00, 1.499862209585e+00, 8.951732324534e-05, 9.461359481879e-05, 5.225503000000e-03, 9.215000000000e-01
 4.947983352096e-01, 0.000000000000e+00, 5.000000000000e+00, 1.499948395774e+00, 8.360300742196e-05, 9.143468019409e-05, 4.468302000000e-03, 9.261000000000e-01
 4.947983123925e-01, 0.000000000000e+00, 5.000000000000e+00, 1.500050963685e+00, 7.855665988601e-05, 8.863219498919e-05, 4.734902000000e-03, 9.262000000000e-01
 4.947983121644e-01, 0.000000000000e+00, 5.000000000000e+00, 1.500270144810e+00, 8.591099547973e-05, 9.268818451115e-05, 4.648302000000e-03, 9.238000000000e-01
 4.947983121621e-01, 0.000000000000e+00, 5.000000000000e+00, 1.500095726260e+00, 8.086692450881e-05, 8.992603878122e-05, 4.664202000000e-03, 9.240000000000e-01
 4.947983121621e-01, 0.000000000000e+00, 5.000000000000e+00, 1.499769347622e+00, 8.733048310104e-05, 9.345078014711e-05, 5.311503000000e-03, 9.277000000000e-01
 4.947983121621e-01, 0.000000000000e+00, 5.000000000000e+00, 1.500293407649e+00, 7.624661258665e-05, 8.731930633408e-05, 5.671003000000e-03, 9.208000000000e-01
 4.947983121621e-01, 0.000000000000e+00, 5.000000000000e+00, 1.499988206136e+00, 8.289297456527e-05, 9.104557900594e-05, 6.836603000000e-03, 9.240000000000e-01
