#              p[0],               p[1],               p[2],             energy,           variance,              error,       elapsed time,   acceptance ratio 
 1.000000000000e+00, 0.000000000000e+00, 5.000000000000e+00, 1.822204870990e+00, 3.777482102757e-01, 6.146122438381e-03, 5.666095000000e-03, 9.724000000000e-01
 6.000000000000e-02, 0.000000000000e+00, 5.000000000000e+00, 6.182766604775e+00, 1.411396277069e+01, 3.756855436491e-02, 6.071795000000e-03, 9.360000000000e-02
 4.025033670173e-01, 0.000000000000e+00, 5.000000000000e+00, 1.531989681865e+00, 3.612551950030e-02, 1.900671447155e-03, 7.773493000000e-03, 9.016000000000e-01
 6.708269253525e-01, 0.000000000000e+00, 5.000000000000e+00, 1.579419739765e+00, 7.583909943139e-02, 2.753889965692e-03, 4.562696000000e-03, 9.545000000000e-01
 4.942560520542e-01, 0.000000000000e+00, 5.000000000000e+00, 1.500148192999e+00, 1.051804175508e-04, 1.025575046259e-04, 4.947796000000e-03, 9.247000000000e-01
 4.985653035047e-01, 0.000000000000e+00, 5.000000000000e+00, 1.499990945169e+00, 6.244488536030e-06, 2.498897464089e-05, 8.871393000000e-03, 9.265000000000e-01
 4.999013480144e-01, 0.000000000000e+00, 5.000000000000e+00, 1.499998798142e+00, 2.871778786256e-08, 1.694632345453e-06, 6.758095000000e-03, 9.300000000000e-01
 4.987516865152e-01, 0.000000000000e+00, 5.000000000000e+00, 1.499981313232e+00, 4.984501711436e-06, 2.232599765170e-05, 6.453094000000e-03, 9.303000000000e-01
 5.008172338344e-01, 0.000000000000e+00, 5.000000000000e+00, 1.500032924040e+00, 2.149670080887e-06, 1.466175324062e-05, 8.746193000000e-03, 9.232000000000e-01
 4.988526008924e-01, 0.000000000000e+00, 5.000000000000e+00, 1.499962960505e+00, 4.249228722581e-06, 2.061365742070e-05, 5.379995000000e-03, 9.269000000000e-01
 5.001411417289e-01, 0.000000000000e+00, 5.000000000000e+00, 1.500000328411e+00, 6.188233842430e-08, 2.487616096272e-06, 1.136409000000e-02, 9.255000000000e-01
 4.989017188622e-01, 0.000000000000e+00, 5.000000000000e+00, 1.500057857625e+00, 3.565563947782e-06, 1.888270093970e-05, 6.364795000000e-03, 9.276000000000e-01
 4.988530920721e-01, 0.000000000000e+00, 5.000000000000e+00, 1.500026584535e+00, 3.873746923280e-06, 1.968183660963e-05, 5.261495000000e-03, 9.240000000000e-01
 4.988526058042e-01, 0.000000000000e+00, 5.000000000000e+00, 1.500014966497e+00, 3.985455946065e-06, 1.996360675345e-05, 6.110095000000e-03, 9.235000000000e-01
 4.988526009415e-01, 0.000000000000e+00, 5.000000000000e+00, 1.499998446653e+00, 4.137790771868e-06, 2.034156034297e-05, 9.463591000000e-03, 9.273000000000e-01
 4.988526008929e-01, 0.000000000000e+00, 5.000000000000e+00, 1.499936385589e+00, 4.091332612737e-06, 2.022704282078e-05, 8.347093000000e-03, 9.239000000000e-01
 4.988526009056e-01, 0.000000000000e+00, 5.000000000000e+00, 1.500084437558e+00, 3.754711951477e-06, 1.937707911806e-05, 5.757695000000e-03, 9.265000000000e-01
 4.988526008930e-01, 0.000000000000e+00, 5.000000000000e+00, 1.500053101996e+00, 3.702147552941e-06, 1.924096554994e-05, 9.383292000000e-03, 9.259000000000e-01
 5.059922829294e-01, 0.000000000000e+00, 5.000000000000e+00, 1.500036957035e+00, 1.067728800405e-04, 1.033309634333e-04, 7.898193000000e-03, 9.297000000000e-01
 5.000581364718e-01, 0.000000000000e+00, 5.000000000000e+00, 1.499999581716e+00, 9.926202536339e-09, 9.963032939993e-07, 6.910794000000e-03, 9.216000000000e-01
 4.988782729085e-01, 0.000000000000e+00, 5.000000000000e+00, 1.500068646850e+00, 3.748128841111e-06, 1.936008481673e-05, 6.346294000000e-03, 9.242000000000e-01
 4.988528576130e-01, 0.000000000000e+00, 5.000000000000e+00, 1.499936888674e+00, 4.088994521133e-06, 2.022126237685e-05, 7.095994000000e-03, 9.297000000000e-01
 4.988526034601e-01, 0.000000000000e+00, 5.000000000000e+00, 1.499934064583e+00, 4.161019330896e-06, 2.039857674176e-05, 4.915996000000e-03, 9.253000000000e-01
