#              p[0],               p[1],               p[2],             energy,           variance,              error,       elapsed time,   acceptance ratio 
 9.000000000000e-01, 1.000000000000e+00, 1.000000000000e+00, 5.025856557981e-01, 5.622158967987e-03, 7.498105739443e-05, 1.082598690000e-01, 9.845400000000e-01
 9.591806227578e-01, 1.000000000000e+00, 1.000000000000e+00, 5.004589689829e-01, 8.656510823935e-04, 2.942194899040e-05, 1.040386700000e-01, 9.860960000000e-01
 9.933164864218e-01, 1.000000000000e+00, 1.000000000000e+00, 5.000117729253e-01, 2.265611444999e-05, 4.759843952273e-06, 1.131169680000e-01, 9.868820000000e-01
 9.996791966509e-01, 1.000000000000e+00, 1.000000000000e+00, 5.000006998680e-01, 5.108943764010e-08, 2.260297273371e-07, 1.131403670000e-01, 9.869830000000e-01
 9.999918062299e-01, 1.000000000000e+00, 1.000000000000e+00, 4.999999974351e-01, 3.388474953320e-11, 5.821060859774e-09, 1.123953670000e-01, 9.867830000000e-01
 1.000000141534e+00, 1.000000000000e+00, 1.000000000000e+00, 5.000000000331e-01, 1.265654138319e-14, 1.125012950290e-10, 1.276400630000e-01, 9.867630000000e-01
 9.999918895830e-01, 1.000000000000e+00, 1.000000000000e+00, 5.000000055943e-01, 3.266689342492e-11, 5.715495903674e-09, 1.203749650000e-01, 9.871380000000e-01
 9.999918070635e-01, 1.000000000000e+00, 1.000000000000e+00, 5.000000164463e-01, 3.342116180780e-11, 5.781103857206e-09, 1.066121690000e-01, 9.868560000000e-01
 9.999918062383e-01, 1.000000000000e+00, 1.000000000000e+00, 5.000000344051e-01, 3.314080544499e-11, 5.756805142176e-09, 1.087325680000e-01, 9.868590000000e-01
 9.999918062300e-01, 1.000000000000e+00, 1.000000000000e+00, 4.999999742994e-01, 3.404679877305e-11, 5.834963476582e-09, 1.096615680000e-01, 9.868540000000e-01
 9.999959624344e-01, 1.000000000000e+00, 1.000000000000e+00, 4.999999935608e-01, 8.225240104283e-12, 2.867967939898e-09, 1.159444660000e-01, 9.870330000000e-01
 9.999918477921e-01, 1.000000000000e+00, 1.000000000000e+00, 5.000000078067e-01, 3.313537789232e-11, 5.756333719680e-09, 1.215301640000e-01, 9.868150000000e-01
 9.999918066457e-01, 1.000000000000e+00, 1.000000000000e+00, 4.999999996460e-01, 3.326583440616e-11, 5.767654151053e-09, 1.175841650000e-01, 9.868970000000e-01
 9.999918062342e-01, 1.000000000000e+00, 1.000000000000e+00, 5.000000011196e-01, 3.353361907158e-11, 5.790821968562e-09, 1.145021660000e-01, 9.868630000000e-01
 9.999918062301e-01, 1.000000000000e+00, 1.000000000000e+00, 4.999999838921e-01, 3.375582179829e-11, 5.809976058323e-09, 1.245023620000e-01, 9.868810000000e-01
 9.999918062300e-01, 1.000000000000e+00, 1.000000000000e+00, 5.000000127904e-01, 3.341516246866e-11, 5.780584959038e-09, 1.177668650000e-01, 9.871010000000e-01
 9.999918062300e-01, 1.000000000000e+00, 1.000000000000e+00, 4.999999801070e-01, 3.379923402853e-11, 5.813710865577e-09, 1.214256640000e-01, 9.869530000000e-01
 9.999918062300e-01, 1.000000000000e+00, 1.000000000000e+00, 5.000000155014e-01, 3.326470605955e-11, 5.767556333453e-09, 1.054582690000e-01, 9.869440000000e-01
 9.999918062300e-01, 1.000000000000e+00, 1.000000000000e+00, 4.999999946384e-01, 3.351568923154e-11, 5.789273635918e-09, 1.086100670000e-01, 9.869690000000e-01
 9.999918062300e-01, 1.000000000000e+00, 1.000000000000e+00, 4.999999869248e-01, 3.385524750719e-11, 5.818526231546e-09, 1.062132680000e-01, 9.870460000000e-01
 9.999918062300e-01, 1.000000000000e+00, 1.000000000000e+00, 4.999999986275e-01, 3.363104051165e-11, 5.799227578881e-09, 1.109663660000e-01, 9.867800000000e-01
