#              p[0],               p[1],               p[2],             energy,           variance,              error,       elapsed time,   acceptance ratio 
 1.000000000000e+00, 0.000000000000e+00, 5.000000000000e+00, 1.883733551206e+00, 1.200695939788e+00, 1.095762720569e-02, 5.683100000000e-03, 9.737000000000e-01
 1.000000000000e-03, 0.000000000000e+00, 5.000000000000e+00, 2.283296847401e+05, 2.807560758532e+09, 5.298642051065e+02, 3.814400000000e-03, 0.000000000000e+00
 9.900100000000e-01, 0.000000000000e+00, 5.000000000000e+00, 1.940951677118e+00, 1.251561176727e+00, 1.118731950347e-02, 5.996300000000e-03, 9.732000000000e-01
 9.995648645681e-01, 0.000000000000e+00, 5.000000000000e+00, 1.831240722260e+00, 1.137075913660e+00, 1.066337617108e-02, 4.848399000000e-03, 9.706000000000e-01
 9.916841952463e-01, 0.000000000000e+00, 5.000000000000e+00, 1.853246871760e+00, 1.183916334029e+00, 1.088079194741e-02, 5.313200000000e-03, 9.759000000000e-01
 9.990111356919e-01, 0.000000000000e+00, 5.000000000000e+00, 1.934827287902e+00, 1.174748233307e+00, 1.083858031897e-02, 5.099099000000e-03, 9.752000000000e-01
 9.995593272793e-01, 0.000000000000e+00, 5.000000000000e+00, 1.950428929761e+00, 1.240597090630e+00, 1.113820941907e-02, 5.553999000000e-03, 9.731000000000e-01
 9.995648091952e-01, 0.000000000000e+00, 5.000000000000e+00, 1.877154045567e+00, 1.189722019079e+00, 1.090743791676e-02, 5.115099000000e-03, 9.737000000000e-01
 9.995648640143e-01, 0.000000000000e+00, 5.000000000000e+00, 1.801732155753e+00, 1.071375830199e+00, 1.035072862266e-02, 4.104000000000e-03, 9.710000000000e-01
 9.995648549846e-01, 0.000000000000e+00, 5.000000000000e+00, 1.856954474185e+00, 1.134737378843e+00, 1.065240526287e-02, 4.656500000000e-03, 9.762000000000e-01
 9.995648639240e-01, 0.000000000000e+00, 5.000000000000e+00, 1.864562376640e+00, 1.170815653405e+00, 1.082042352870e-02, 5.925400000000e-03, 9.730000000000e-01
 1.000000000000e-03, 0.000000000000e+00, 5.000000000000e+00, 2.024650092047e+05, 3.157256142571e+09, 5.618946647345e+02, 6.506600000000e-03, 0.000000000000e+00
 9.895792153742e-01, 0.000000000000e+00, 5.000000000000e+00, 1.855816583791e+00, 1.177001818405e+00, 1.084897146464e-02, 4.987100000000e-03, 9.728000000000e-01
 9.991510181498e-01, 0.000000000000e+00, 5.000000000000e+00, 1.933430576923e+00, 1.166098898403e+00, 1.079860592115e-02, 6.406100000000e-03, 9.739000000000e-01
 9.995607255557e-01, 0.000000000000e+00, 5.000000000000e+00, 1.886674174532e+00, 1.195566083498e+00, 1.093419445363e-02, 1.173110000000e-02, 9.728000000000e-01
 9.995648226297e-01, 0.000000000000e+00, 5.000000000000e+00, 1.949551200874e+00, 1.259221033813e+00, 1.122150183270e-02, 6.400600000000e-03, 9.754000000000e-01
 9.995648636005e-01, 0.000000000000e+00, 5.000000000000e+00, 1.899327142571e+00, 1.208804723282e+00, 1.099456558160e-02, 5.559300000000e-03, 9.760000000000e-01
 9.995648640102e-01, 0.000000000000e+00, 5.000000000000e+00, 1.821791305782e+00, 1.081774444796e+00, 1.040083864309e-02, 5.684200000000e-03, 9.727000000000e-01
 9.995648640143e-01, 0.000000000000e+00, 5.000000000000e+00, 1.869100810196e+00, 1.209887823903e+00, 1.099949009683e-02, 6.552500000000e-03, 9.743000000000e-01
 9.995648640143e-01, 0.000000000000e+00, 5.000000000000e+00, 1.855852085140e+00, 1.207071457410e+00, 1.098668037858e-02, 4.794500000000e-03, 9.747000000000e-01
 9.995648640143e-01, 0.000000000000e+00, 5.000000000000e+00, 1.853472861499e+00, 1.122509869251e+00, 1.059485662598e-02, 4.120200000000e-03, 9.732000000000e-01
 9.995648640143e-01, 0.000000000000e+00, 5.000000000000e+00, 1.831170653179e+00, 1.078331809120e+00, 1.038427565659e-02, 7.021300000000e-03, 9.745000000000e-01
