#              p[0],               p[1],               p[2],             energy,           variance,              error,       elapsed time,   acceptance ratio 
 1.000000000000e+00, 5.000000000000e-01, 5.000000000000e+00, 1.588504160149e-01, 1.335841371729e-02, 1.155786040636e-04, 1.709593510000e-01, 9.737850000000e-01
 1.142489678538e+00, 5.000000000000e-01, 5.000000000000e+00, 1.422210104101e-01, 9.636731387691e-03, 9.816685483243e-05, 1.634686540000e-01, 9.786480000000e-01
 1.540521490468e+00, 5.000000000000e-01, 5.000000000000e+00, 1.117686794836e-01, 4.585216338884e-03, 6.771422552820e-05, 1.733774510000e-01, 9.861760000000e-01
 1.959962115838e+00, 5.000000000000e-01, 5.000000000000e+00, 9.498802193638e-02, 2.246177456286e-03, 4.739385462574e-05, 2.424951310000e-01, 9.904450000000e-01
 2.470606036829e+00, 5.000000000000e-01, 5.000000000000e+00, 8.408196591976e-02, 9.321240180584e-04, 3.053070615067e-05, 2.320685330000e-01, 9.930910000000e-01
 3.001782827698e+00, 5.000000000000e-01, 5.000000000000e+00, 7.808109289582e-02, 3.199951435852e-04, 1.788840807856e-05, 2.858869150000e-01, 9.949880000000e-01
 3.504163425130e+00, 5.000000000000e-01, 5.000000000000e+00, 7.571098762781e-02, 6.575817742516e-05, 8.109141596073e-06, 2.872486140000e-01, 9.959890000000e-01
 3.819998991366e+00, 5.000000000000e-01, 5.000000000000e+00, 7.503869355645e-02, 8.147896612196e-06, 2.854452068646e-06, 2.296053320000e-01, 9.963430000000e-01
 3.973818842948e+00, 5.000000000000e-01, 5.000000000000e+00, 7.499855846333e-02, 1.645736483505e-07, 4.056767781751e-07, 1.902725420000e-01, 9.967070000000e-01
 3.998057059875e+00, 5.000000000000e-01, 5.000000000000e+00, 7.499978922051e-02, 8.929115098811e-10, 2.988162495383e-08, 1.942700390000e-01, 9.967630000000e-01
 3.978189539199e+00, 5.000000000000e-01, 5.000000000000e+00, 7.500405058901e-02, 1.107777507448e-07, 3.328329171594e-07, 2.130381340000e-01, 9.967310000000e-01
 3.973886701427e+00, 5.000000000000e-01, 5.000000000000e+00, 7.500168231681e-02, 1.612351713524e-07, 4.015409958552e-07, 1.865303420000e-01, 9.966530000000e-01
 3.973819521533e+00, 5.000000000000e-01, 5.000000000000e+00, 7.500250421218e-02, 1.604237772731e-07, 4.005293712989e-07, 1.989634380000e-01, 9.967310000000e-01
 3.973818849734e+00, 5.000000000000e-01, 5.000000000000e+00, 7.499842513286e-02, 1.652404785217e-07, 4.064978210541e-07, 2.171818310000e-01, 9.966580000000e-01
 3.973945424462e+00, 5.000000000000e-01, 5.000000000000e+00, 7.499948755337e-02, 1.614088983237e-07, 4.017572629383e-07, 2.063705340000e-01, 9.967700000000e-01
 3.973820115482e+00, 5.000000000000e-01, 5.000000000000e+00, 7.500005905803e-02, 1.621505716067e-07, 4.026792415890e-07, 1.751451430000e-01, 9.965890000000e-01
 3.973818862392e+00, 5.000000000000e-01, 5.000000000000e+00, 7.499946854165e-02, 1.623844277081e-07, 4.029695121322e-07, 2.139281310000e-01, 9.967880000000e-01
 3.973818849861e+00, 5.000000000000e-01, 5.000000000000e+00, 7.500004323817e-02, 1.639441950805e-07, 4.049002285509e-07, 1.772201430000e-01, 9.967560000000e-01
 3.973818849736e+00, 5.000000000000e-01, 5.000000000000e+00, 7.500082493332e-02, 1.614391136146e-07, 4.017948650923e-07, 1.971738350000e-01, 9.967910000000e-01
 3.973818849734e+00, 5.000000000000e-01, 5.000000000000e+00, 7.500279546707e-02, 1.616766415696e-07, 4.020903400600e-07, 1.934834350000e-01, 9.966570000000e-01
 3.973818849734e+00, 5.000000000000e-01, 5.000000000000e+00, 7.499920273556e-02, 1.624824180383e-07, 4.030910790855e-07, 1.936117350000e-01, 9.967620000000e-01
 3.973818849734e+00, 5.000000000000e-01, 5.000000000000e+00, 7.500129407541e-02, 1.623911880447e-07, 4.029779001939e-07, 1.834191380000e-01, 9.965860000000e-01
 3.973818849734e+00, 5.000000000000e-01, 5.000000000000e+00, 7.500175363726e-02, 1.616446094887e-07, 4.020505061416e-07, 1.791754400000e-01, 9.967440000000e-01
 3.973818849734e+00, 5.000000000000e-01, 5.000000000000e+00, 7.500477509571e-02, 1.608634420828e-07, 4.010778504016e-07, 2.247248230000e-01, 9.966530000000e-01
 3.973818849734e+00, 5.000000000000e-01, 5.000000000000e+00, 7.500064673599e-02, 1.633820631677e-07, 4.042054714718e-07, 1.934056330000e-01, 9.967530000000e-01
