#              p[0],               p[1],               p[2],             energy,           variance,              error,       elapsed time,   acceptance ratio 
 2.000000000000e+00, 1.000000000000e+01, 5.000000000000e+00,-8.664657416601e+10, 2.097453750936e+20, 1.448258868758e+08, 7.322591300000e-02, 0.000000000000e+00
 2.000000000000e+00, 0.000000000000e+00, 5.000000000000e+00, 2.451906678279e+09, 1.901485963084e+22, 1.378943785324e+09, 8.482101500000e-02, 9.914000000000e-01
 2.000000000000e+00, 5.000069769821e+00, 5.000000000000e+00,-7.388576948873e+07, 2.897403235005e+14, 1.702176029383e+05, 8.755701500000e-02, 0.000000000000e+00
 2.000000000000e+00, 8.333516956490e+00, 5.000000000000e+00,-1.326163514337e+10, 2.275453378520e+18, 1.508460598929e+07, 7.551611300000e-02, 0.000000000000e+00
 2.000000000000e+00, 9.455623783386e+00, 5.000000000000e+00,-5.538300646498e+10, 2.368969038674e+20, 1.539145554739e+08, 7.971701300000e-02, 0.000000000000e+00
 2.000000000000e+00, 9.900668282263e+00, 5.000000000000e+00,-7.130930856144e+10, 1.677543992032e+20, 1.295200367523e+08, 6.419771100000e-02, 0.000000000000e+00
 2.000000000000e+00, 9.978902471098e+00, 5.000000000000e+00,-9.303643827307e+10, 1.341697256336e+20, 1.158316561367e+08, 5.278500900000e-02, 0.000000000000e+00
 2.000000000000e+00, 0.000000000000e+00, 5.000000000000e+00, 2.981910864909e+11, 7.772509057255e+25, 8.816183447079e+10, 5.495161000000e-02, 9.889000000000e-01
 2.000000000000e+00, 0.000000000000e+00, 5.000000000000e+00, 7.077972144881e+13, 7.839622250955e+30, 2.799932544001e+13, 4.746510800000e-02, 9.919000000000e-01
 2.000000000000e+00, 5.059436699998e+00, 5.000000000000e+00,-1.396064374179e+08, 4.051926949003e+15, 6.365474804760e+05, 5.148780800000e-02, 0.000000000000e+00
 2.000000000000e+00, 8.339896000493e+00, 5.000000000000e+00,-1.303265822329e+10, 1.554687239157e+19, 3.942952243126e+07, 5.462370900000e-02, 0.000000000000e+00
 2.000000000000e+00, 9.486767971619e+00, 5.000000000000e+00,-4.379769362631e+10, 1.183356634613e+20, 1.087821968253e+08, 4.823140800000e-02, 0.000000000000e+00
 2.000000000000e+00, 9.874722701961e+00, 5.000000000000e+00,-8.645661428109e+10, 3.961083589745e+20, 1.990247117758e+08, 5.716980900000e-02, 0.000000000000e+00
 2.000000000000e+00, 9.965528290380e+00, 5.000000000000e+00,-9.759380102556e+10, 2.093182618781e+20, 1.446783542477e+08, 6.890681100000e-02, 0.000000000000e+00
 2.000000000000e+00, 0.000000000000e+00, 5.000000000000e+00, 2.396414733742e+12, 7.775443236152e+27, 8.817847376856e+11, 5.073520800000e-02, 9.913000000000e-01
 2.000000000000e+00, 0.000000000000e+00, 5.000000000000e+00, 8.334732773854e+10, 3.356931271189e+25, 5.793903063729e+10, 4.177680700000e-02, 9.894000000000e-01
 2.000000000000e+00, 4.982947575033e+00, 5.000000000000e+00,-7.550050284331e+07, 2.247727006634e+13, 4.741019939458e+04, 4.831750700000e-02, 0.000000000000e+00
 2.000000000000e+00, 8.304799291453e+00, 5.000000000000e+00,-1.037725523008e+10, 7.074485690778e+18, 2.659790535132e+07, 4.517870700000e-02, 0.000000000000e+00
 2.000000000000e+00, 9.441961613948e+00, 5.000000000000e+00,-5.610437729379e+10, 1.111209528319e+20, 1.054139235736e+08, 4.607650700000e-02, 0.000000000000e+00
 2.000000000000e+00, 9.818198774608e+00, 5.000000000000e+00,-6.250549201174e+10, 2.085171593573e+19, 4.566367915065e+07, 4.935820800000e-02, 0.000000000000e+00
 2.000000000000e+00, 9.917867884442e+00, 5.000000000000e+00,-7.840071145239e+10, 4.194323905146e+20, 2.048004859649e+08, 4.970560800000e-02, 0.000000000000e+00
 2.000000000000e+00, 9.959336672205e+00, 5.000000000000e+00,-8.334523731625e+10, 3.086239111123e+20, 1.756769509959e+08, 4.639300700000e-02, 0.000000000000e+00
 2.000000000000e+00, 9.964479895547e+00, 5.000000000000e+00,-8.542157975916e+10, 6.732739827434e+20, 2.594752363412e+08, 4.850300800000e-02, 0.000000000000e+00
 2.000000000000e+00, 9.965406820659e+00, 5.000000000000e+00,-8.413133793919e+10, 6.665593774113e+20, 2.581781124362e+08, 4.624680700000e-02, 0.000000000000e+00
 2.000000000000e+00, 9.965516989655e+00, 5.000000000000e+00,-9.229639779205e+10, 2.040811379085e+20, 1.428569696965e+08, 4.713670700000e-02, 0.000000000000e+00
 2.000000000000e+00, 9.965527246011e+00, 5.000000000000e+00,-1.282505684056e+11, 5.053836235321e+21, 7.109033855118e+08, 4.976690800000e-02, 0.000000000000e+00
 2.000000000000e+00, 0.000000000000e+00, 5.000000000000e+00, 4.257851673184e+12, 1.699554551972e+29, 4.122565405148e+12, 3.918930600000e-02, 9.904000000000e-01
 2.000000000000e+00, 4.982979349184e+00, 5.000000000000e+00,-8.806806054131e+07, 1.377770466156e+15, 3.711833059495e+05, 4.807970700000e-02, 0.000000000000e+00
 2.000000000000e+00, 8.304701789932e+00, 5.000000000000e+00,-1.239099740379e+10, 7.551655491915e+18, 2.748027563893e+07, 5.659310900000e-02, 0.000000000000e+00
 2.000000000000e+00, 9.413301394789e+00, 5.000000000000e+00,-4.292477504419e+10, 2.985143390615e+20, 1.727756750997e+08, 5.815170900000e-02, 0.000000000000e+00
 2.000000000000e+00, 9.791233201726e+00, 5.000000000000e+00,-5.508947832567e+10, 1.033667673706e+20, 1.016694483956e+08, 4.998640700000e-02, 0.000000000000e+00
 2.000000000000e+00, 9.908473224822e+00, 5.000000000000e+00,-8.623859504389e+10, 3.435358841618e+20, 1.853472104354e+08, 5.130770800000e-02, 0.000000000000e+00
 2.000000000000e+00, 9.947465158617e+00, 5.000000000000e+00,-6.838502723139e+10, 9.415926467351e+19, 9.703569687157e+07, 5.834030900000e-02, 0.000000000000e+00
 2.000000000000e+00, 9.959552640136e+00, 5.000000000000e+00,-8.539123862777e+10, 7.638758406157e+20, 2.763830386648e+08, 5.070740800000e-02, 0.000000000000e+00
 2.000000000000e+00, 9.963695065618e+00, 5.000000000000e+00,-8.240769987135e+10, 6.001349909653e+20, 2.449765276440e+08, 5.493930800000e-02, 0.000000000000e+00
 2.000000000000e+00, 9.964957585078e+00, 5.000000000000e+00,-7.297944888781e+10, 7.784481550919e+20, 2.790068377463e+08, 6.977031100000e-02, 0.000000000000e+00
 2.000000000000e+00, 9.965356927433e+00, 5.000000000000e+00,-7.583406531719e+10, 1.657378501740e+21, 4.071091379151e+08, 7.941681200000e-02, 0.000000000000e+00
