#              p[0],               p[1],               p[2],             energy,           variance,              error,       elapsed time,   acceptance ratio 
 2.000000000000e+00, 0.000000000000e+00, 5.000000000000e+00, 1.526745981811e-01, 7.307560176237e-03, 8.548426858924e-05, 4.041723680000e-01, 9.908320000000e-01
 2.074235544620e+00, 0.000000000000e+00, 5.000000000000e+00, 1.477045341639e-01, 6.737822605637e-03, 8.208424090918e-05, 4.869462390000e-01, 9.910850000000e-01
 2.965885236852e+00, 0.000000000000e+00, 5.000000000000e+00, 1.043637636156e-01, 3.211395938764e-03, 5.666917979611e-05, 3.979825610000e-01, 9.949620000000e-01
 3.749757479244e+00, 0.000000000000e+00, 5.000000000000e+00, 8.441953195922e-02, 1.906872865454e-03, 4.366775544328e-05, 4.066613550000e-01, 9.963860000000e-01
 4.958965250680e+00, 0.000000000000e+00, 5.000000000000e+00, 6.634172436936e-02, 1.007443689653e-03, 3.174025345918e-05, 3.999762550000e-01, 9.977420000000e-01
 6.451082472707e+00, 0.000000000000e+00, 5.000000000000e+00, 5.440169587567e-02, 5.047374895155e-04, 2.246636351338e-05, 4.205618650000e-01, 9.984590000000e-01
 8.208320335697e+00, 0.000000000000e+00, 5.000000000000e+00, 4.610513936025e-02, 2.423739602277e-04, 1.556836408322e-05, 3.981019040000e-01, 9.988960000000e-01
 1.031976741946e+01, 0.000000000000e+00, 5.000000000000e+00, 4.096027788928e-02, 9.997584055245e-05, 9.998791954654e-06, 4.129396820000e-01, 9.992450000000e-01
 1.261106882534e+01, 0.000000000000e+00, 5.000000000000e+00, 3.858621111643e-02, 2.709216528876e-05, 5.205013476329e-06, 4.129982950000e-01, 9.994100000000e-01
 1.425559236626e+01, 0.000000000000e+00, 5.000000000000e+00, 3.775199898575e-02, 6.383028675765e-06, 2.526465649037e-06, 4.011341330000e-01, 9.995130000000e-01
 1.551069175936e+01, 0.000000000000e+00, 5.000000000000e+00, 3.750810218554e-02, 4.658889320031e-07, 6.825605702083e-07, 4.249448870000e-01, 9.995590000000e-01
 1.592878045685e+01, 0.000000000000e+00, 5.000000000000e+00, 3.750055042530e-02, 9.165387150736e-09, 9.573602848842e-08, 4.441466350000e-01, 9.995730000000e-01
 1.599321078428e+01, 0.000000000000e+00, 5.000000000000e+00, 3.750016547403e-02, 8.173578138991e-11, 9.040784334886e-09, 4.065839280000e-01, 9.996250000000e-01
 1.599993054982e+01, 0.000000000000e+00, 5.000000000000e+00, 3.750020135994e-02, 4.898909240372e-16, 2.213347970919e-11, 4.312724840000e-01, 9.995800000000e-01
 1.599339829933e+01, 0.000000000000e+00, 5.000000000000e+00, 3.749998146891e-02, 8.025606979782e-11, 8.958575210256e-09, 3.954073830000e-01, 9.995800000000e-01
 1.599339928491e+01, 0.000000000000e+00, 5.000000000000e+00, 3.750019587710e-02, 7.777233506176e-11, 8.818862458490e-09, 4.315068510000e-01, 9.995840000000e-01
 1.599339830918e+01, 0.000000000000e+00, 5.000000000000e+00, 3.750025362565e-02, 7.640820252308e-11, 8.741178554582e-09, 4.295514480000e-01, 9.995810000000e-01
 1.599339829943e+01, 0.000000000000e+00, 5.000000000000e+00, 3.750017950729e-02, 8.237387839964e-11, 9.076005641230e-09, 4.158396520000e-01, 9.995860000000e-01
 1.599339829933e+01, 0.000000000000e+00, 5.000000000000e+00, 3.750009842864e-02, 7.977785023720e-11, 8.931844727557e-09, 4.201396490000e-01, 9.996160000000e-01
 1.599339829933e+01, 0.000000000000e+00, 5.000000000000e+00, 3.750022868968e-02, 7.939001700346e-11, 8.910107575302e-09, 4.195880370000e-01, 9.996140000000e-01
 1.599339829933e+01, 0.000000000000e+00, 5.000000000000e+00, 3.750026518868e-02, 7.798729050707e-11, 8.831041303667e-09, 4.055851500000e-01, 9.996290000000e-01
 1.599339829933e+01, 0.000000000000e+00, 5.000000000000e+00, 3.750022852663e-02, 7.930555561437e-11, 8.905366674897e-09, 4.070375420000e-01, 9.995650000000e-01
 1.599339829933e+01, 0.000000000000e+00, 5.000000000000e+00, 3.750007233638e-02, 7.787941371580e-11, 8.824931371733e-09, 4.162969290000e-01, 9.996050000000e-01
 1.599339829933e+01, 0.000000000000e+00, 5.000000000000e+00, 3.750029821784e-02, 7.569853496605e-11, 8.700490501463e-09, 4.114387310000e-01, 9.995960000000e-01
 1.599339829933e+01, 0.000000000000e+00, 5.000000000000e+00, 3.750017435068e-02, 7.571397022259e-11, 8.701377489949e-09, 4.025539300000e-01, 9.995650000000e-01
 1.599339829933e+01, 0.000000000000e+00, 5.000000000000e+00, 3.750027771116e-02, 7.539650052910e-11, 8.683115830686e-09, 4.100802240000e-01, 9.996080000000e-01
