#              p[0],               p[1],               p[2],             energy,           variance,              error,       elapsed time,      accept. ratio,  Monte Carlo steps 
 4.000000000000e+00, 1.000000000000e+00, 5.000000000000e+00, 3.165301250573e-01, 2.855705390043e+00, 1.689883247459e-03, 2.124938829000e+00, 8.066800000000e-01,            1000000
 4.018746114560e+00, 3.101417827899e+00, 5.000000000000e+00,-1.166277528514e+05, 1.437594009778e+09, 3.791561696423e+01, 2.076756899000e+00, 0.000000000000e+00,            1000000
 4.000000013666e+00, 1.000000769860e+00, 5.000000000000e+00, 3.804473583272e-01, 4.702205565963e+00, 2.168456955063e-03, 1.859508496000e+00, 8.062110000000e-01,            1000000
 4.012616027925e+00, 2.414241934908e+00, 5.000000000000e+00,-1.394120093839e+04, 9.110884410458e+07, 9.545095290493e+00, 1.827627837000e+00, 0.000000000000e+00,            1000000
 4.017077978999e+00, 2.914421687090e+00, 5.000000000000e+00,-1.028205343488e+05, 2.875972323596e+09, 5.362809267162e+01, 1.990779442000e+00, 0.000000000000e+00,            1000000
 4.018544048840e+00, 3.078766485467e+00, 5.000000000000e+00,-1.908832030687e+05, 1.194253667041e+10, 1.092819137388e+02, 1.896720497000e+00, 0.000000000000e+00,            1000000
 4.018341117212e+00, 0.000000000000e+00, 5.000000000000e+00, 4.281029506518e+16, 2.264955993185e+38, 1.504977073973e+16, 1.833729904000e+00, 9.563440000000e-01,            1000000
 4.018542019524e+00, 3.047978820612e+00, 5.000000000000e+00,-1.383133524036e+05, 6.121296298425e+08, 2.258557116543e+01, 2.389789957000e+00, 0.000000000000e+00,            1200000
 4.018543419949e+00, 3.069225296542e+00, 5.000000000000e+00,-1.478397637825e+05, 8.579664960677e+09, 8.455602166945e+01, 2.166158291000e+00, 0.000000000000e+00,            1200000
 4.018543909078e+00, 3.076646095677e+00, 5.000000000000e+00,-1.133496461361e+05, 1.150738078420e+09, 3.096689197648e+01, 2.099631193000e+00, 0.000000000000e+00,            1200000
 4.018544028812e+00, 3.078462627396e+00, 5.000000000000e+00,-1.137862748505e+05, 3.168665513460e+09, 5.138632692215e+01, 2.126566843000e+00, 0.000000000000e+00,            1200000
 4.018544048177e+00, 3.078756427408e+00, 5.000000000000e+00,-9.736641045854e+04, 4.102164026350e+09, 5.846768356929e+01, 2.238314163000e+00, 0.000000000000e+00,            1200000
 4.018544048834e+00, 3.078766384886e+00, 5.000000000000e+00,-1.875929345388e+05, 2.948749410912e+09, 4.957107196500e+01, 2.255531547000e+00, 0.000000000000e+00,            1200000
 4.018544048840e+00, 3.078766484461e+00, 5.000000000000e+00,-1.198126879786e+05, 3.254237312938e+09, 5.207556459078e+01, 2.098896488000e+00, 0.000000000000e+00,            1200000
 4.018544048840e+00, 3.078766485457e+00, 5.000000000000e+00,-1.414560353071e+05, 2.323673528397e+09, 4.400448394195e+01, 2.233454398000e+00, 0.000000000000e+00,            1200000
 4.018544048840e+00, 3.078766485467e+00, 5.000000000000e+00,-1.159875944261e+05, 3.528085825487e+09, 5.422242636805e+01, 2.939313777000e+00, 0.000000000000e+00,            1200000
 4.018544048840e+00, 3.078766485467e+00, 5.000000000000e+00,-1.053236535889e+05, 2.634380560098e+09, 4.685421148003e+01, 2.299049848000e+00, 0.000000000000e+00,            1200000
