#              p[0],               p[1],               p[2],             energy,           variance,              error,       elapsed time,   acceptance ratio 
 4.000000000000e+00, 1.000000000000e+00, 5.000000000000e+00, 1.498890154663e-01, 9.263863370596e-01, 9.624896555598e-04, 3.856317730000e-01, 9.878430000000e-01
 4.002889496031e+00, 1.353278895615e+00, 5.000000000000e+00, 1.474717622664e-01, 8.497811650330e-02, 2.915100624392e-04, 3.429569750000e-01, 9.862350000000e-01
 4.001724226216e+00, 1.273949862238e+00, 5.000000000000e+00, 1.437580055326e-01, 2.351143275286e-02, 1.533343821615e-04, 3.232387760000e-01, 9.866520000000e-01
 3.994549247941e+00, 1.167046416828e+00, 5.000000000000e+00, 1.350352601376e-01, 8.310880512592e-03, 9.116403080487e-05, 3.246166760000e-01, 9.865980000000e-01
 3.992824018474e+00, 1.141341394862e+00, 5.000000000000e+00, 1.346043921798e-01, 2.175798782940e-03, 4.664545833133e-05, 3.317437750000e-01, 9.873830000000e-01
 3.952811814914e+00, 1.008310795365e+00, 5.000000000000e+00, 1.413368439240e-01, 3.030183399006e-01, 5.504710164038e-04, 3.208674760000e-01, 9.875350000000e-01
 3.980508020619e+00, 1.100393773081e+00, 5.000000000000e+00, 1.339347951055e-01, 1.020223166221e-02, 1.010060971536e-04, 3.207510760000e-01, 9.875820000000e-01
 3.977652749648e+00, 1.110050065668e+00, 5.000000000000e+00, 1.334541961483e-01, 3.045599923590e-03, 5.518695428804e-05, 3.328778700000e-01, 9.874690000000e-01
 3.973543428805e+00, 1.106517241298e+00, 5.000000000000e+00, 1.338676868767e-01, 7.743517295297e-03, 8.799725731690e-05, 3.400313560000e-01, 9.871450000000e-01
 3.977575353034e+00, 1.109983527021e+00, 5.000000000000e+00, 1.336868029235e-01, 5.209599486132e-03, 7.217755527955e-05, 3.221818580000e-01, 9.872110000000e-01
 3.977651975682e+00, 1.110049400281e+00, 5.000000000000e+00, 1.333930747659e-01, 3.122765286687e-03, 5.588170797933e-05, 3.207716580000e-01, 9.873100000000e-01
 3.178972054996e+00, 5.282250436239e-01, 5.000000000000e+00, 2.144798464062e+01, 3.788158076841e+05, 6.154801440210e-01, 3.303482560000e-01, 9.889360000000e-01
 3.557048730996e+00, 8.036472911141e-01, 5.000000000000e+00, 5.139601792269e-01, 9.929418465891e+01, 9.964646740297e-03, 3.350154550000e-01, 9.872150000000e-01
 3.859216942407e+00, 1.023771549472e+00, 5.000000000000e+00, 1.461818488929e-01, 7.711414719550e-01, 8.781466118793e-04, 3.502016530000e-01, 9.870160000000e-01
 3.971185263335e+00, 1.105338513412e+00, 5.000000000000e+00, 1.330544648161e-01, 7.524132819541e-03, 8.674175937541e-05, 3.259447560000e-01, 9.869040000000e-01
 3.968538996860e+00, 1.103414534630e+00, 5.000000000000e+00, 1.334745224986e-01, 5.759258791216e-03, 7.588978054532e-05, 3.365017540000e-01, 9.871530000000e-01
