#              p[0],               p[1],               p[2],             energy,           variance,              error,       elapsed time,      accept. ratio,  Monte Carlo steps 
 4.000000000000e+00, 1.000000000000e+00, 5.000000000000e+00, 2.381745759987e-01, 1.278415612119e+00, 1.130670425951e-03, 2.093953863000e+00, 8.075460000000e-01,            1000000
 3.958421974979e+00, 2.000000000000e+00, 5.000000000000e+00,-1.726712830405e+03, 5.762757021162e+05, 7.591282514280e-01, 1.849204177000e+00, 0.000000000000e+00,            1000000
 3.999998182893e+00, 1.000021687318e+00, 5.000000000000e+00, 2.613584507770e-01, 1.464743971793e+00, 1.210266074792e-03, 1.966541401000e+00, 8.073610000000e-01,            1000000
 3.971372560488e+00, 1.688516454594e+00, 5.000000000000e+00,-3.350024720281e+02, 8.391935261960e+03, 9.160750658085e-02, 1.932901803000e+00, 3.023500000000e-02,            1000000
 3.962002255011e+00, 1.913888193157e+00, 5.000000000000e+00,-1.251959560350e+03, 8.115434218777e+04, 2.848760119557e-01, 1.756606011000e+00, 3.255000000000e-03,            1000000
 3.959315782874e+00, 1.978502404229e+00, 5.000000000000e+00,-1.600699025138e+03, 2.005961516966e+05, 4.478796174159e-01, 1.786162491000e+00, 0.000000000000e+00,            1000000
 3.958638217458e+00, 1.994799001641e+00, 5.000000000000e+00,-1.984306365215e+03, 6.852416324896e+05, 8.277932305169e-01, 1.788114801000e+00, 0.000000000000e+00,            1000000
 3.960485988942e+00, 1.953464171478e+00, 5.000000000000e+00,-1.781122722408e+03, 1.069861203678e+06, 1.034340951368e+00, 1.768741603000e+00, 2.923000000000e-02,            1000000
 3.958915677896e+00, 1.988592184293e+00, 5.000000000000e+00,-1.422782159057e+03, 2.241207098808e+05, 4.734138885593e-01, 1.749487234000e+00, 0.000000000000e+00,            1000000
 3.958655331124e+00, 1.994416167237e+00, 5.000000000000e+00,-1.766255133215e+03, 6.161852365685e+05, 7.849746725650e-01, 1.790414608000e+00, 2.952200000000e-02,            1000000
 3.958638426851e+00, 1.994794317495e+00, 5.000000000000e+00,-1.399115591108e+03, 1.039066976515e+05, 3.223456183222e-01, 1.764733749000e+00, 0.000000000000e+00,            1000000
 3.958638219551e+00, 1.994798954799e+00, 5.000000000000e+00,-1.428071146024e+03, 4.667111306101e+05, 6.831625945631e-01, 1.748732024000e+00, 2.825500000000e-02,            1000000
 3.958069856001e+00, 0.000000000000e+00, 5.000000000000e+00, 3.668602892171e+20, 1.345787832571e+47, 3.668498102182e+20, 1.690943891000e+00, 9.550400000000e-01,            1000000
