#              p[0],               p[1],               p[2],             energy,           variance,              error,       elapsed time,   acceptance ratio 
 1.000000000000e+00, 0.000000000000e+00, 5.000000000000e+00, 3.748259242610e+00, 8.341296758917e-01, 9.133069998044e-04, 9.827464750000e-01, 9.734720000000e-01
 6.000000000000e-02, 0.000000000000e+00, 5.000000000000e+00, 1.275342233531e+01, 2.535893661145e+01, 5.035765742312e-03, 8.554887980000e-01, 9.404000000000e-02
 4.074439266686e-01, 0.000000000000e+00, 5.000000000000e+00, 3.063308004198e+00, 6.330632457787e-02, 2.516074811644e-04, 8.151941010000e-01, 8.996250000000e-01
 6.468086447055e-01, 0.000000000000e+00, 5.000000000000e+00, 3.101246034643e+00, 1.022656069571e-01, 3.197899419261e-04, 8.237790940000e-01, 9.500030000000e-01
 5.016159915212e-01, 0.000000000000e+00, 5.000000000000e+00, 3.000012598519e+00, 1.559351181436e-05, 3.948862091079e-06, 8.096024930000e-01, 9.266420000000e-01
 5.004275233186e-01, 0.000000000000e+00, 5.000000000000e+00, 3.000003244827e+00, 1.097118861103e-06, 1.047434418521e-06, 8.119144450000e-01, 9.257450000000e-01
 4.999962530307e-01, 0.000000000000e+00, 5.000000000000e+00, 2.999999925972e+00, 8.450380829756e-11, 9.192595297171e-09, 8.198170930000e-01, 9.260800000000e-01
 5.000000117538e-01, 0.000000000000e+00, 5.000000000000e+00, 2.999999999842e+00, 1.776332016707e-15, 4.214655403122e-11, 8.125231910000e-01, 9.265680000000e-01
 4.999962906179e-01, 0.000000000000e+00, 5.000000000000e+00, 3.000000021280e+00, 8.254152041098e-11, 9.085236398189e-09, 8.106613860000e-01, 9.262220000000e-01
 4.999962534066e-01, 0.000000000000e+00, 5.000000000000e+00, 3.000000010637e+00, 8.416012118677e-11, 9.173882557934e-09, 8.200733770000e-01, 9.259440000000e-01
 4.999962530345e-01, 0.000000000000e+00, 5.000000000000e+00, 3.000000011707e+00, 8.427111957665e-11, 9.179930259901e-09, 8.192037710000e-01, 9.263760000000e-01
 4.999962530308e-01, 0.000000000000e+00, 5.000000000000e+00, 2.999999971484e+00, 8.399510814321e-11, 9.164884513359e-09, 8.174337660000e-01, 9.260970000000e-01
 4.999962530307e-01, 0.000000000000e+00, 5.000000000000e+00, 2.999999949575e+00, 8.494284142319e-11, 9.216444076931e-09, 8.027807660000e-01, 9.258280000000e-01
 5.000413586549e-01, 0.000000000000e+00, 5.000000000000e+00, 2.999999663667e+00, 1.028492636653e-08, 1.014146259991e-07, 8.307947490000e-01, 9.262960000000e-01
 5.000000037210e-01, 0.000000000000e+00, 5.000000000000e+00, 2.999999999917e+00,-8.881852458599e-16,               -nan, 8.075689540000e-01, 9.263500000000e-01
 5.000409451056e-01, 0.000000000000e+00, 5.000000000000e+00, 3.000000570015e+00, 1.018360966734e-08, 1.009138725218e-07, 8.141175410000e-01, 9.260410000000e-01
 5.000413545194e-01, 0.000000000000e+00, 5.000000000000e+00, 3.000000106381e+00, 1.024759144945e-08, 1.012303879744e-07, 8.324726640000e-01, 9.259520000000e-01
 5.000413586136e-01, 0.000000000000e+00, 5.000000000000e+00, 3.000000485045e+00, 1.026423578253e-08, 1.013125647811e-07, 8.049496460000e-01, 9.260380000000e-01
 5.000413586545e-01, 0.000000000000e+00, 5.000000000000e+00, 3.000000249849e+00, 1.024256210155e-08, 1.012055438281e-07, 8.110485430000e-01, 9.261990000000e-01
 5.000413586549e-01, 0.000000000000e+00, 5.000000000000e+00, 2.999999653852e+00, 1.023520921006e-08, 1.011692107811e-07, 8.281800590000e-01, 9.262730000000e-01
