#              p[0],               p[1],               p[2],             energy,           variance,              error,       elapsed time,      accept. ratio,  Monte Carlo steps 
 4.000000000000e+00, 1.000000000000e+00, 5.000000000000e+00, 1.332156483256e-01, 7.085469341622e-02, 2.661854492947e-04, 3.159435850000e-01, 9.030730000000e-01,            1000000
 3.994992954672e+00, 1.069612086851e+00, 5.000000000000e+00, 1.307162029372e-01, 6.130506549994e-03, 7.829755136653e-05, 3.259647560000e-01, 8.993270000000e-01,            1000000
 3.989743811892e+00, 1.067848318068e+00, 5.000000000000e+00, 1.303231272423e-01, 5.472181590379e-03, 7.397419543584e-05, 3.649519470000e-01, 8.995600000000e-01,            1000000
 3.989218897614e+00, 1.067671941190e+00, 5.000000000000e+00, 1.318194135466e-01, 9.240080170230e-03, 8.775002455000e-05, 4.352011840000e-01, 8.990000000000e-01,            1200000
 3.989691320464e+00, 1.067830680380e+00, 5.000000000000e+00, 1.310419034212e-01, 7.170689621145e-03, 7.730184140295e-05, 4.199791950000e-01, 9.003658333333e-01,            1200000
 3.989738562749e+00, 1.067846554299e+00, 5.000000000000e+00, 1.308234827219e-01, 7.203656136095e-03, 7.747933130893e-05, 4.023491300000e-01, 8.995616666667e-01,            1200000
 3.989743286978e+00, 1.067848141691e+00, 5.000000000000e+00, 1.473291371469e-01, 1.081565810229e-01, 2.740597322144e-04, 4.675574570000e-01, 8.969520833333e-01,            1440000
 3.989743759401e+00, 1.067848300430e+00, 5.000000000000e+00, 1.315109967622e-01, 8.654926682884e-03, 7.752654869142e-05, 4.815096410000e-01, 8.988645833333e-01,            1440000
 3.989743806643e+00, 1.067848316304e+00, 5.000000000000e+00, 1.312029105245e-01, 7.486612703303e-03, 7.210434521939e-05, 4.778696740000e-01, 8.989902777778e-01,            1440000
 3.989743811367e+00, 1.067848317891e+00, 5.000000000000e+00, 1.308967193432e-01, 7.445134822847e-03, 6.563937154296e-05, 6.419794040000e-01, 8.997083333333e-01,            1728000
 3.989743811840e+00, 1.067848318050e+00, 5.000000000000e+00, 1.309891637675e-01, 8.752214506953e-03, 6.496754927643e-05, 7.588704800000e-01, 8.993827160494e-01,            2073600
 3.989743811887e+00, 1.067848318066e+00, 5.000000000000e+00, 1.334318873274e-01, 1.658378492931e-02, 8.163731513368e-05, 9.956095270000e-01, 8.987393100566e-01,            2488320
 3.989743811892e+00, 1.067848318068e+00, 5.000000000000e+00, 1.346357376122e-01, 2.113097163711e-02, 9.215239321836e-05, 9.141314960000e-01, 8.980858571245e-01,            2488320
 3.989743811892e+00, 1.067848318068e+00, 5.000000000000e+00, 1.305585747839e-01, 5.974122132469e-03, 4.899862954743e-05, 8.800170020000e-01, 8.994602784208e-01,            2488320
 3.984257861867e+00, 1.065251563742e+00, 5.000000000000e+00, 1.314942516665e-01, 1.078595239847e-02, 6.583792495044e-05, 8.383443310000e-01, 8.991355613426e-01,            2488320
 3.989688952392e+00, 1.067822350525e+00, 5.000000000000e+00, 1.336525556216e-01, 1.876043340412e-02, 8.682970359516e-05, 9.323051830000e-01, 8.988851916152e-01,            2488320
 3.989743263297e+00, 1.067848058392e+00, 5.000000000000e+00, 1.317564691563e-01, 1.288433996268e-02, 7.195781584536e-05, 1.086365481000e+00, 8.996580021862e-01,            2488320
 3.989743806406e+00, 1.067848315471e+00, 5.000000000000e+00, 1.306867879126e-01, 7.690303127699e-03, 5.559280842906e-05, 1.046381318000e+00, 8.993348926183e-01,            2488320
 3.989743811837e+00, 1.067848318042e+00, 5.000000000000e+00, 1.310533036564e-01, 7.624479241414e-03, 5.535437837633e-05, 8.377474540000e-01, 8.995896829990e-01,            2488320
 3.989743811891e+00, 1.067848318068e+00, 5.000000000000e+00, 1.309025377982e-01, 7.348966539114e-03, 4.961001939771e-05, 1.010332862000e+00, 8.991592051397e-01,            2985984
 3.989743811892e+00, 1.067848318068e+00, 5.000000000000e+00, 1.315851988822e-01, 9.464868526870e-03, 5.139524967424e-05, 1.190059542000e+00, 8.990120507482e-01,            3583180
 3.989743811892e+00, 1.067848318068e+00, 5.000000000000e+00, 1.305602362150e-01, 5.707580601937e-03, 3.991091770108e-05, 1.222106766000e+00, 8.992735503101e-01,            3583180
 3.989743811892e+00, 1.067848318068e+00, 5.000000000000e+00, 1.513619898340e-01, 1.482271170783e-01, 2.033899634565e-04, 1.188353994000e+00, 8.966839511272e-01,            3583180
 3.989743811892e+00, 1.067848318068e+00, 5.000000000000e+00, 1.322801478277e-01, 1.316096350378e-02, 6.060514989558e-05, 1.237494080000e+00, 8.993075982786e-01,            3583180
 3.989743811892e+00, 1.067848318068e+00, 5.000000000000e+00, 1.311897268665e-01, 8.946477396257e-03, 4.996797180329e-05, 1.159691287000e+00, 8.993818340134e-01,            3583180
