#              p[0],               p[1],               p[2],             energy,           variance,              error,       elapsed time,   acceptance ratio 
 1.000000000000e+00, 0.000000000000e+00, 5.000000000000e+00, 2.434483314090e+14, 5.855434238772e+34, 2.419800454329e+14, 4.243437520000e-01, 9.742250000000e-01
 5.000000000000e+01, 0.000000000000e+00, 5.000000000000e+00, 1.552268704831e+03, 1.020593996695e+12, 1.010244523219e+03, 6.278484270000e-01, 9.999170000000e-01
 5.000000000000e+01, 0.000000000000e+00, 5.000000000000e+00, 1.611873990908e+08, 1.835011411640e+22, 1.354625930521e+08, 5.363869360000e-01, 9.999450000000e-01
 4.866753606007e+01, 0.000000000000e+00, 5.000000000000e+00, 3.621943099539e+06, 1.311165520490e+19, 3.621001961461e+06, 5.219196370000e-01, 9.999150000000e-01
 4.998667536060e+01, 0.000000000000e+00, 5.000000000000e+00, 1.844894762700e+06, 3.403205861005e+18, 1.844777997756e+06, 4.494382450000e-01, 9.999030000000e-01
 4.999986675361e+01, 0.000000000000e+00, 5.000000000000e+00, 8.701541724195e+06, 7.561333330803e+19, 8.695592751965e+06, 4.503086450000e-01, 9.999140000000e-01
 4.999999866754e+01, 0.000000000000e+00, 5.000000000000e+00, 1.113138084994e+05, 1.237175052786e+16, 1.112283710564e+05, 4.197927490000e-01, 9.999280000000e-01
 5.000000000000e+01, 0.000000000000e+00, 5.000000000000e+00, 2.692043787677e+09, 7.246333057738e+24, 2.691901383360e+09, 4.252601470000e-01, 9.999390000000e-01
 5.000000000000e+01, 0.000000000000e+00, 5.000000000000e+00, 4.225485116188e+05, 9.312501752017e+16, 3.051639190995e+05, 4.804247390000e-01, 9.999310000000e-01
 5.000000000000e+01, 0.000000000000e+00, 5.000000000000e+00, 5.297736619812e+05, 1.982320698226e+17, 4.452326019314e+05, 4.415856440000e-01, 9.999170000000e-01
 5.000000000000e+01, 0.000000000000e+00, 5.000000000000e+00, 4.032201782466e+02, 3.381876390792e+10, 1.838987871301e+02, 4.152885470000e-01, 9.999350000000e-01
