#              p[0],               p[1],               p[2],             energy,           variance,              error,       elapsed time,   acceptance ratio 
 1.000000000000e+00, 0.000000000000e+00, 5.000000000000e+00, 1.872419662574e+00, 4.194210517146e-01, 6.476272475079e-04, 4.034097560000e-01, 9.739620000000e-01
 6.000000000000e-02, 0.000000000000e+00, 5.000000000000e+00, 6.384756738105e+00, 1.239435697354e+01, 3.520562025236e-03, 4.273025470000e-01, 9.344800000000e-02
 4.084038003969e-01, 0.000000000000e+00, 5.000000000000e+00, 1.530440847566e+00, 3.111306277622e-02, 1.763889531014e-04, 4.021790530000e-01, 9.004680000000e-01
 6.454637059877e-01, 0.000000000000e+00, 5.000000000000e+00, 1.548196611897e+00, 4.991800813124e-02, 2.234233831344e-04, 4.180259480000e-01, 9.494940000000e-01
 5.023190241475e-01, 0.000000000000e+00, 5.000000000000e+00, 1.500025169234e+00, 1.610162703063e-05, 4.012683270660e-06, 4.028433500000e-01, 9.271440000000e-01
 5.006108340450e-01, 0.000000000000e+00, 5.000000000000e+00, 1.499996108889e+00, 1.114632456142e-06, 1.055761552692e-06, 4.243396410000e-01, 9.266160000000e-01
 5.000004451409e-01, 0.000000000000e+00, 5.000000000000e+00, 1.500000000778e+00, 5.939687125627e-13, 7.706936567552e-10, 4.155645420000e-01, 9.257880000000e-01
 5.005655877119e-01, 0.000000000000e+00, 5.000000000000e+00, 1.500002363739e+00, 9.582321039318e-07, 9.788933056936e-07, 4.205966480000e-01, 9.264740000000e-01
 5.006103815817e-01, 0.000000000000e+00, 5.000000000000e+00, 1.499997276472e+00, 1.110170904556e-06, 1.053646479877e-06, 4.316209020000e-01, 9.261560000000e-01
 5.006108295204e-01, 0.000000000000e+00, 5.000000000000e+00, 1.500000137996e+00, 1.119708201544e-06, 1.058162653633e-06, 4.202439000000e-01, 9.262200000000e-01
 5.006108339998e-01, 0.000000000000e+00, 5.000000000000e+00, 1.500003104142e+00, 1.126432951731e-06, 1.061335456739e-06, 4.259340990000e-01, 9.263960000000e-01
 5.006108340446e-01, 0.000000000000e+00, 5.000000000000e+00, 1.499996530410e+00, 1.115611262132e-06, 1.056225005447e-06, 4.294036960000e-01, 9.262280000000e-01
 5.006108340450e-01, 0.000000000000e+00, 5.000000000000e+00, 1.500002796350e+00, 1.117849880167e-06, 1.057284200282e-06, 4.055458960000e-01, 9.264510000000e-01
 4.969635192775e-01, 0.000000000000e+00, 5.000000000000e+00, 1.500029796372e+00, 2.778000521313e-05, 5.270674075783e-06, 4.548607930000e-01, 9.257810000000e-01
 5.001952850528e-01, 0.000000000000e+00, 5.000000000000e+00, 1.500000410881e+00, 1.144132770053e-07, 3.382503170809e-07, 4.065259920000e-01, 9.264710000000e-01
 5.005907169269e-01, 0.000000000000e+00, 5.000000000000e+00, 1.500002594162e+00, 1.046231742627e-06, 1.022854702598e-06, 4.391401900000e-01, 9.266650000000e-01
 5.006106328738e-01, 0.000000000000e+00, 5.000000000000e+00, 1.499999146196e+00, 1.118850881046e-06, 1.057757477424e-06, 4.217389880000e-01, 9.261990000000e-01
 5.006108320333e-01, 0.000000000000e+00, 5.000000000000e+00, 1.500001923200e+00, 1.118484985196e-06, 1.057584504991e-06, 4.093857880000e-01, 9.267650000000e-01
 5.006108340249e-01, 0.000000000000e+00, 5.000000000000e+00, 1.500001844753e+00, 1.124662881431e-06, 1.060501240655e-06, 4.325673840000e-01, 9.268700000000e-01
 5.006108340448e-01, 0.000000000000e+00, 5.000000000000e+00, 1.499999390032e+00, 1.114015882073e-06, 1.055469507884e-06, 4.208057840000e-01, 9.261340000000e-01
 5.006108340450e-01, 0.000000000000e+00, 5.000000000000e+00, 1.499999000872e+00, 1.110607124101e-06, 1.053853464245e-06, 4.046611830000e-01, 9.265070000000e-01
 5.006108340450e-01, 0.000000000000e+00, 5.000000000000e+00, 1.499999791635e+00, 1.114791795869e-06, 1.055837011981e-06, 4.027764810000e-01, 9.261730000000e-01
 5.006108340450e-01, 0.000000000000e+00, 5.000000000000e+00, 1.500001823606e+00, 1.117444175216e-06, 1.057092321047e-06, 4.171478800000e-01, 9.265980000000e-01
 5.006108340450e-01, 0.000000000000e+00, 5.000000000000e+00, 1.500002006347e+00, 1.122238101798e-06, 1.059357400408e-06, 4.319712760000e-01, 9.262280000000e-01
