#              p[0],               p[1],               p[2],             energy,           variance,              error,       elapsed time,   acceptance ratio 
 9.000000000000e-01, 1.000000000000e+00, 1.000000000000e+00, 5.017483873116e-01, 1.005702718032e-01, 3.171281630559e-04, 1.047563960000e-01, 9.846480000000e-01
 6.516783381609e-01, 1.000000000000e+00, 1.000000000000e+00, 5.456211875408e-01, 5.256342904514e-02, 2.292671564903e-04, 9.802789700000e-02, 9.751910000000e-01
 8.728318180838e-01, 1.000000000000e+00, 1.000000000000e+00, 5.040522178491e-01, 9.458101581967e-02, 3.075402669890e-04, 1.048936960000e-01, 9.839530000000e-01
 8.960503580736e-01, 1.000000000000e+00, 1.000000000000e+00, 5.038386159453e-01, 1.007775978233e-01, 3.174548752552e-04, 1.164946960000e-01, 9.844420000000e-01
 8.997774672922e-01, 1.000000000000e+00, 1.000000000000e+00, 5.037115531541e-01, 1.020427330816e-01, 3.194412826821e-04, 9.736689600000e-02, 9.846550000000e-01
 8.999977746729e-01, 1.000000000000e+00, 1.000000000000e+00, 5.017847509567e-01, 9.945748156379e-02, 3.153688024580e-04, 1.055945970000e-01, 9.847530000000e-01
 8.999999777467e-01, 1.000000000000e+00, 1.000000000000e+00, 5.029726368789e-01, 1.017265513113e-01, 3.189460006196e-04, 1.811861940000e-01, 9.846520000000e-01
 8.999999997775e-01, 1.000000000000e+00, 1.000000000000e+00, 5.039294004369e-01, 1.028559208099e-01, 3.207115850884e-04, 1.012968960000e-01, 9.846920000000e-01
 8.999999999978e-01, 1.000000000000e+00, 1.000000000000e+00, 5.048943774415e-01, 1.026265883260e-01, 3.203538486205e-04, 1.015681960000e-01, 9.845370000000e-01
 9.000000000000e-01, 1.000000000000e+00, 1.000000000000e+00, 5.028645958045e-01, 1.004865988128e-01, 3.169962126159e-04, 1.015858960000e-01, 9.845270000000e-01
 9.000000000000e-01, 1.000000000000e+00, 1.000000000000e+00, 5.038347769638e-01, 1.023527304023e-01, 3.199261327279e-04, 1.046004960000e-01, 9.846770000000e-01
 9.000000000000e-01, 1.000000000000e+00, 1.000000000000e+00, 5.029144528226e-01, 1.007674029433e-01, 3.174388176378e-04, 1.080214630000e-01, 9.847760000000e-01
