#              p[0],               p[1],               p[2],             energy,           variance,              error,       elapsed time,   acceptance ratio 
 1.000000000000e+00, 1.000000000000e+00, 2.000000000000e+00, 1.025059715007e+03, 3.807976506567e+08, 1.951403727209e+01, 2.115479350000e-01, 9.064910000000e-01
 1.000000000000e+03, 7.201468574157e+03, 2.000000000000e+00,-7.304198013476e+14, 5.771924340680e+29, 7.597318172013e+11, 1.998323500000e-01, 0.000000000000e+00
 1.000000000000e+03, 0.000000000000e+00, 2.000000000000e+00, 3.682613893452e+45, 1.351261735113e+97, 3.675951217186e+45, 1.694452870000e-01, 1.000000000000e+00
 1.000000000000e+03, 0.000000000000e+00, 2.000000000000e+00, 4.112715338011e+43, 8.937058284031e+92, 2.989491308573e+43, 1.915094540000e-01, 1.000000000000e+00
 1.000000000000e+03, 3.600734287078e+03, 2.000000000000e+00,-4.916714767199e+16, 7.251834095720e+33, 8.515770132948e+13, 1.967791440000e-01, 0.000000000000e+00
 1.000000000000e+03, 7.165461231286e+03, 2.000000000000e+00,-8.471418475534e+15, 2.152846079164e+32, 1.467258013835e+13, 1.982938420000e-01, 0.000000000000e+00
 1.000000000000e+03, 7.201108500728e+03, 2.000000000000e+00,-3.726900570277e+13, 3.976657952607e+27, 6.306074811328e+10, 2.157030200000e-01, 0.000000000000e+00
 1.000000000000e+03, 7.201350486493e+03, 2.000000000000e+00,-1.154001079980e+16, 3.994906109574e+32, 1.998726121702e+13, 2.138346210000e-01, 0.000000000000e+00
 1.000000000000e+03, 0.000000000000e+00, 2.000000000000e+00, 2.292193381670e+47,4.415062184107e+100, 2.101204936247e+47, 1.846514530000e-01, 1.000000000000e+00
 1.000000000000e+03, 3.600675243247e+03, 2.000000000000e+00,-3.759297907674e+14, 3.684506519308e+29, 6.070013607322e+11, 2.106018160000e-01, 0.000000000000e+00
 1.000000000000e+03, 6.007404853689e+03, 2.000000000000e+00,-5.382568599659e+17, 8.691523902138e+35, 9.322834280485e+14, 1.949230370000e-01, 0.000000000000e+00
 1.000000000000e+03, 7.189411030165e+03, 2.000000000000e+00,-6.544160127603e+10, 1.497057941765e+21, 3.869183301117e+07, 1.963699360000e-01, 0.000000000000e+00
 1.000000000000e+03, 7.197370692037e+03, 2.000000000000e+00,-1.300792822958e+15, 1.709159977936e+30, 1.307348453143e+12, 2.065817210000e-01, 0.000000000000e+00
 1.000000000000e+03, 7.200041501928e+03, 2.000000000000e+00,-2.320435889194e+15, 1.194939216746e+31, 3.456789285950e+12, 1.954229280000e-01, 0.000000000000e+00
 1.000000000000e+03, 7.200930246618e+03, 2.000000000000e+00,-7.038222391922e+15, 1.485992644679e+32, 1.219012979701e+13, 1.973849250000e-01, 0.000000000000e+00
 1.000000000000e+03, 7.201241360509e+03, 2.000000000000e+00,-2.184613837143e+17, 1.431756998671e+35, 3.783856496580e+14, 2.030005170000e-01, 0.000000000000e+00
 1.000000000000e+03, 0.000000000000e+00, 2.000000000000e+00, 5.985431395660e+44, 3.564197673811e+95, 5.970090178390e+44, 1.685051650000e-01, 9.999980000000e-01
 1.000000000000e+03, 3.600620680255e+03, 2.000000000000e+00,-1.653870915242e+13, 3.067433646290e+26, 1.751409045966e+10, 2.087205080000e-01, 0.000000000000e+00
 1.000000000000e+03, 6.001035375065e+03, 2.000000000000e+00,-3.927117327292e+17, 4.588795192055e+35, 6.774064652817e+14, 1.991838150000e-01, 0.000000000000e+00
 1.000000000000e+03, 7.030872609958e+03, 2.000000000000e+00,-1.249929060770e+19, 4.686965183122e+38, 2.164939995271e+16, 1.974913150000e-01, 0.000000000000e+00
 1.000000000000e+03, 7.199537673004e+03, 2.000000000000e+00,-1.903937738486e+23, 1.087493673019e+47, 3.297716896611e+20, 1.979774150000e-01, 0.000000000000e+00
 1.000000000000e+03, 0.000000000000e+00, 2.000000000000e+00, 1.433672024832e+62,2.055413419371e+130, 1.433671307996e+62, 2.016085970000e-01, 1.000000000000e+00
 1.000000000000e+03, 3.599768836502e+03, 2.000000000000e+00,-4.945998828744e+17, 7.318770828223e+35, 8.554981489298e+14, 1.993820370000e-01, 0.000000000000e+00
 1.000000000000e+03, 5.999614753611e+03, 2.000000000000e+00,-2.413772205262e+14, 8.644189256424e+28, 2.940100211970e+11, 1.902016040000e-01, 0.000000000000e+00
 1.000000000000e+03, 6.799563366633e+03, 2.000000000000e+00,-1.626241725864e+15, 7.065583925395e+30, 2.658116612452e+12, 1.960884190000e-01, 0.000000000000e+00
 1.000000000000e+03, 7.066212904309e+03, 2.000000000000e+00,-3.604008464792e+17, 3.895265295229e+35, 6.241206049498e+14, 2.067036470000e-01, 0.000000000000e+00
 1.000000000000e+03, 7.155096084046e+03, 2.000000000000e+00,-1.741396699608e+16, 9.097372657942e+32, 3.016185116657e+13, 1.955841170000e-01, 0.000000000000e+00
 1.000000000000e+03, 7.184723810115e+03, 2.000000000000e+00,-7.335957097417e+20, 1.614471632210e+42, 1.270618602182e+18, 2.166183740000e-01, 0.000000000000e+00
 1.000000000000e+03, 7.194601202663e+03, 2.000000000000e+00,-2.665859514954e+18, 2.132024365058e+37, 4.617384936366e+15, 2.180644670000e-01, 0.000000000000e+00
 1.000000000000e+03, 7.197892183260e+03, 2.000000000000e+00,-8.347426047458e+17, 2.090214960444e+36, 1.445757573193e+15, 2.003222210000e-01, 0.000000000000e+00
 1.000000000000e+03, 7.198989176536e+03, 2.000000000000e+00,-5.093476718306e+14, 7.750515420047e+29, 8.803701164878e+11, 2.184963690000e-01, 0.000000000000e+00
 1.000000000000e+03, 7.199354840942e+03, 2.000000000000e+00,-3.453724607374e+14, 3.570462232861e+29, 5.975334495123e+11, 2.257236870000e-01, 0.000000000000e+00
