#              p[0],               p[1],               p[2],             energy,           variance,              error,       elapsed time,   acceptance ratio 
 1.000000000000e+00, 0.000000000000e+00, 5.000000000000e+00, 1.838105366599e+00, 4.012796957967e-01, 6.334664125246e-03, 3.899298000000e-03, 9.736000000000e-01
 1.000000000000e-03, 0.000000000000e+00, 5.000000000000e+00,-2.704402065478e+05, 5.905903167660e+09, 7.684987422020e+02, 6.850396000000e-03, 0.000000000000e+00
 4.725741433094e+00, 0.000000000000e+00, 5.000000000000e+00, 6.993149438062e+00, 1.381412525804e+01, 3.716735833772e-02, 5.903697000000e-03, 9.979000000000e-01
 1.000000000000e+03, 0.000000000000e+00, 5.000000000000e+00, 1.284475393165e+03, 6.662573906898e+05, 8.162459131228e+00, 4.705597000000e-03, 1.000000000000e+00
 3.333339961706e+02, 0.000000000000e+00, 5.000000000000e+00, 6.365849209348e+02, 1.220724818133e+05, 3.493887259390e+00, 5.177398000000e-03, 1.000000000000e+00
 1.111119949012e+02, 0.000000000000e+00, 5.000000000000e+00, 1.646261116761e+02, 5.277214014996e+03, 7.264443554049e-01, 5.208697000000e-03, 9.999000000000e-01
 3.703799448247e+01, 0.000000000000e+00, 5.000000000000e+00, 5.854550675222e+01, 1.094896110755e+03, 3.308921441731e-01, 4.877098000000e-03, 1.000000000000e+00
 1.234666101093e+01, 0.000000000000e+00, 5.000000000000e+00, 2.073499859014e+01, 1.411166142189e+02, 1.187925141660e-01, 5.950497000000e-03, 9.996000000000e-01
 4.116216520825e+00, 0.000000000000e+00, 5.000000000000e+00, 6.436324052950e+00, 1.114234960440e+01, 3.338015818476e-02, 5.097298000000e-03, 9.979000000000e-01
 1.372735024270e+00, 0.000000000000e+00, 5.000000000000e+00, 2.346047477063e+00, 1.135128531353e+00, 1.065424108678e-02, 5.020298000000e-03, 9.828000000000e-01
 4.582411921519e-01, 0.000000000000e+00, 5.000000000000e+00, 1.503297529939e+00, 5.798994082253e-03, 7.615112659871e-04, 6.103097000000e-03, 9.155000000000e-01
 1.534099148475e-01, 0.000000000000e+00, 5.000000000000e+00, 2.710677698065e+00, 1.552929879922e+00, 1.246166072368e-02, 6.547296000000e-03, 5.978000000000e-01
 5.179948924650e-02, 0.000000000000e+00, 5.000000000000e+00, 6.772067213107e+00, 2.223031424801e+01, 4.714903418736e-02, 4.752398000000e-03, 5.690000000000e-02
 1.792934787054e-02, 0.000000000000e+00, 5.000000000000e+00,-6.360099369695e+02, 3.014468585231e+04, 1.736222504529e+00, 5.287797000000e-03, 0.000000000000e+00
