#              p[0],               p[1],               p[2],             energy,           variance,              error,       elapsed time,   acceptance ratio 
 1.000000000000e+00, 0.000000000000e+00, 5.000000000000e+00, 1.838637225794e+00, 8.044718232136e-01, 8.969235325342e-03, 6.520201000000e-03, 9.730000000000e-01
 1.000000000000e-03, 0.000000000000e+00, 5.000000000000e+00, 3.761759405175e+02, 1.523125881661e-01, 3.902724537628e-03, 5.597801000000e-03, 0.000000000000e+00
 9.900100000000e-01, 0.000000000000e+00, 5.000000000000e+00, 1.880500435628e+00, 8.027952878275e-01, 8.959884417935e-03, 3.317601000000e-03, 9.716000000000e-01
 9.995153182744e-01, 0.000000000000e+00, 5.000000000000e+00, 1.909225367309e+00, 7.406950504796e-01, 8.606364217715e-03, 5.007301000000e-03, 9.744000000000e-01
 9.999951531827e-01, 0.000000000000e+00, 5.000000000000e+00, 1.883417054910e+00, 7.320976864518e-01, 8.556270720657e-03, 5.613601000000e-03, 9.739000000000e-01
 9.999999515318e-01, 0.000000000000e+00, 5.000000000000e+00, 1.862814754730e+00, 7.388925699387e-01, 8.595886050540e-03, 6.012802000000e-03, 9.710000000000e-01
 9.999999995153e-01, 0.000000000000e+00, 5.000000000000e+00, 1.822620025032e+00, 6.828673761605e-01, 8.263578983470e-03, 5.278601000000e-03, 9.766000000000e-01
 9.999999967936e-01, 0.000000000000e+00, 5.000000000000e+00, 1.883048726601e+00, 7.133234450429e-01, 8.445847767056e-03, 4.705702000000e-03, 9.751000000000e-01
 9.999999994881e-01, 0.000000000000e+00, 5.000000000000e+00, 1.881352939092e+00, 7.426248301706e-01, 8.617568277482e-03, 4.108001000000e-03, 9.738000000000e-01
 1.000000000000e-03, 0.000000000000e+00, 5.000000000000e+00, 3.759483851274e+02, 1.613106020259e-01, 4.016349113634e-03, 6.020701000000e-03, 0.000000000000e+00
 9.900099995202e-01, 0.000000000000e+00, 5.000000000000e+00, 1.847785171133e+00, 7.128464835351e-01, 8.443023649944e-03, 6.850101000000e-03, 9.718000000000e-01
 9.993805206579e-01, 0.000000000000e+00, 5.000000000000e+00, 1.827348861072e+00, 6.274142612413e-01, 7.920948562144e-03, 8.046102000000e-03, 9.727000000000e-01
 9.999838467869e-01, 0.000000000000e+00, 5.000000000000e+00, 1.885010003111e+00, 7.710826871746e-01, 8.781131403040e-03, 4.036201000000e-03, 9.741000000000e-01
 9.999998379880e-01, 0.000000000000e+00, 5.000000000000e+00, 1.893029415474e+00, 7.694526253924e-01, 8.771844876606e-03, 5.994501000000e-03, 9.758000000000e-01
 9.999999979000e-01, 0.000000000000e+00, 5.000000000000e+00, 1.802691999894e+00, 6.271907826503e-01, 7.919537755768e-03, 8.520502000000e-03, 9.731000000000e-01
